,orig_gene,proc_gene
5374,fsd1,fsd1
5375,fsta,fsta
5376,fstb,fstb
5377,fstl1a,fstl1a
5378,fstl1b,fstl1b
5379,fstl3,fstl3
5380,fstl4,fstl4
5381,ftcd,ftcd
5382,fth1a,fth1a
5383,fth1b,fth1b
5384,fto,fto
5385,ftr02,ftr02
5386,ftr14,ftr14
5387,ftr23,ftr23
5388,ftr24,ftr24
5389,ftr43,ftr43
5390,ftr51,ftr51
5391,ftr64,ftr64
5392,ftr67,ftr67
5393,ftr82,ftr82
5394,ftr83,ftr83
5395,ftr86,ftr86
5396,ftr93,ftr93
5397,ftsj1,ftsj1
5398,ftsj3,ftsj3
5399,fubp1,fubp1
5400,fubp3,fubp3
5401,fuca1.1,fuca1.1
5402,fuca1.2,fuca1.2
5403,fuca2,fuca2
5404,fuk,fuk
5405,fundc1,fundc1
5406,fundc2,fundc2
5407,fuom,fuom
5408,furina,furina
5409,furinb,furinb
5410,fus,fus
5411,fut10,fut10
5412,fut11,fut11
5413,fut7,fut7
5414,fut8a,fut8a
5415,fut9b,fut9b
5416,fut9d,fut9d
5417,fxn,fxn
5418,fxr1,fxr1
5419,fxr2,fxr2
5420,fxyd1,fxyd1
5421,fxyd6l,fxyd6l
5422,fybb,fybb
5423,fyco1a,fyco1a
5424,fyco1b,fyco1b
5425,fyna,fyna
5426,fynb,fynb
5427,fzd10,fzd10
5428,fzd2,fzd2
5429,fzd3a,fzd3a
5430,fzd3b,fzd3b
5431,fzd4,fzd4
5432,fzd5,fzd5
5433,fzd7a,fzd7a
5434,fzd7b,fzd7b
5435,fzd8a,fzd8a
5436,fzd8b,fzd8b
5437,fzd9b,fzd9b
5438,fzr1a,fzr1a
5439,fzr1b,fzr1b
5440,g0s2,g0s2
5441,g2e3,g2e3
5442,g3bp1,g3bp1
5443,g3bp2,g3bp2
5444,g6pc3,g6pc3
5445,g6pca.2,g6pca.2
5446,g6pd,g6pd
5447,gaa,gaa
5448,gab1,gab1
5449,gabarapa,gabarapa
5450,gabarapb,gabarapb
5451,gabarapl2,gabarapl2
5452,gabbr1a,gabbr1a
5453,gabbr1b,gabbr1b
5454,gabpa,gabpa
5455,gabpb1,gabpb1
5456,gabpb2a,gabpb2a
5457,gabpb2b,gabpb2b
5458,gabrb1,gabrb1
5459,gabrb3,gabrb3
5460,gabrr2b,gabrr2b
5461,gad2,gad2
5462,gadd45aa,gadd45aa
5463,gadd45ab,gadd45ab
5464,gadd45ba,gadd45ba
5465,gadd45bb,gadd45bb
5466,gadd45ga,gadd45ga
5467,gadd45gb.1,gadd45gb.1
5468,gadd45gip1,gadd45gip1
5469,gak,gak
5470,gal3st1a,gal3st1a
5471,gal3st3,gal3st3
5472,gal3st4,gal3st4
5473,galca,galca
5474,galcb,galcb
5475,gale,gale
5476,galk1,galk1
5477,galk2,galk2
5478,galm,galm
5479,galns,galns
5480,galnt1,galnt1
5481,galnt10,galnt10
5482,galnt11,galnt11
5483,galnt12,galnt12
5484,galnt13,galnt13
5485,galnt14,galnt14
5486,galnt17,galnt17
5487,galnt18b,galnt18b
5488,galnt2,galnt2
5489,galnt6,galnt6
5490,galnt7,galnt7
5491,galnt8a.2,galnt8a.2
5492,galnt8b.1,galnt8b.1
5493,galt,galt
5494,gamt,gamt
5495,ganab,ganab
5496,ganc,ganc
5497,gap43,gap43
5498,gapdh,gapdh
5499,gapdhs,gapdhs
5500,gapvd1,gapvd1
5501,gar1,gar1
5502,garem,garem
5503,gars,gars
5504,gart,gart
5505,gas1a,gas1a
5506,gas1b,gas1b
5507,gas2b,gas2b
5508,gas2l1,gas2l1
5509,gas2l3,gas2l3
5510,gas6,gas6
5511,gas7a,gas7a
5512,gas8,gas8
5513,gata1a,gata1a
5514,gata2a,gata2a
5515,gata3,gata3
5516,gata4,gata4
5517,gata5,gata5
5518,gata6,gata6
5519,gatad1,gatad1
5520,gatad2ab,gatad2ab
5521,gatad2b,gatad2b
5522,gatb,gatb
5523,gatd1,gatd1
5524,gatm,gatm
5525,gatsl2,gatsl2
5526,gb:ai877918,gbai877918
5527,gb:bc139872,gbbc139872
5528,gb:cr929477,gbcr929477
5529,gb:eh507706,gbeh507706
5530,gba,gba
5531,gba2,gba2
5532,gbf1,gbf1
5533,gbgt1l4,gbgt1l4
5534,gbp,gbp
5535,gbp1,gbp1
5536,gbp3,gbp3
5537,gbx1,gbx1
5538,gbx2,gbx2
5539,gcat,gcat
5540,gcc1,gcc1
5541,gcdha,gcdha
5542,gcdhb,gcdhb
5543,gcfc2,gcfc2
5544,gcga,gcga
5545,gch1,gch1
5546,gch2,gch2
5547,gchfr,gchfr
5548,gclc,gclc
5549,gclm,gclm
5550,gcm2,gcm2
5551,gcn1,gcn1
5552,gcna,gcna
5553,gcnt3,gcnt3
5554,gcnt4a,gcnt4a
5555,gcnt4b,gcnt4b
5556,gcnt7,gcnt7
5557,gcsha,gcsha
5558,gcshb,gcshb
5559,gda,gda
5560,gdap2,gdap2
5561,gde1,gde1
5562,gdf10a,gdf10a
5563,gdf11,gdf11
5564,gdf3,gdf3
5565,gdf6a,gdf6a
5566,gdf7,gdf7
5567,gdi1,gdi1
5568,gdi2,gdi2
5569,gdnfa,gdnfa
5570,gdpd1,gdpd1
5571,gdpd2,gdpd2
5572,gdpd3a,gdpd3a
5573,gdpd4b,gdpd4b
5574,gdpd5a,gdpd5a
5575,gdpd5b,gdpd5b
5576,gem,gem
5577,gemin2,gemin2
5578,gemin4,gemin4
5579,gemin5,gemin5
5580,gemin6,gemin6
5581,gemin7,gemin7
5582,gemin8,gemin8
5583,get4,get4
5584,gfap,gfap
5585,gfer,gfer
5586,gfi1ab,gfi1ab
5587,gfm1,gfm1
5588,gfm2,gfm2
5589,gfod2,gfod2
5590,gfpt1,gfpt1
5591,gfra1a,gfra1a
5592,gfra3,gfra3
5593,gfra4a,gfra4a
5594,gfra4b,gfra4b
5595,gga1,gga1
5596,gga3,gga3
5597,ggact.1,ggact.1
5598,ggact.2,ggact.2
5599,ggact.3,ggact.3
5600,ggcta,ggcta
5601,ggctb,ggctb
5602,ggcx,ggcx
5603,ggh,ggh
5604,ggnbp2,ggnbp2
5605,ggps1,ggps1
5606,ggt1a,ggt1a
5607,ggt5a,ggt5a
5608,ghdc,ghdc
5609,ghra,ghra
5610,ghrb,ghrb
5611,ghsra,ghsra
5612,gid8a,gid8a
5613,gid8b,gid8b
5614,gig2o,gig2o
5615,gigyf1a,gigyf1a
5616,gigyf1b,gigyf1b
5617,gigyf2,gigyf2
5618,ginm1,ginm1
5619,gins1,gins1
5620,gins2,gins2
5621,gins3,gins3
5622,gins4,gins4
5623,gipc2,gipc2
5624,gipc3,gipc3
5625,git1,git1
5626,git2a,git2a
5627,git2b,git2b
5628,gjd2b,gjd2b
5629,gk5,gk5
5630,gkap1,gkap1
5631,gkup,gkup
5632,gla,gla
5633,glb1,glb1
5634,glb1l,glb1l
5635,glcci1a,glcci1a
5636,glceb,glceb
5637,gldc,gldc
5638,gle1,gle1
5639,glg1a,glg1a
5640,glg1b,glg1b
5641,gli1,gli1
5642,gli2a,gli2a
5643,gli2b,gli2b
5644,gli3,gli3
5645,glipr1a,glipr1a
5646,glipr2,glipr2
5647,glipr2l,glipr2l
5648,glis2a,glis2a
5649,glmna,glmna
5650,glmp,glmp
5651,glo1,glo1
5652,glod4,glod4
5653,glod5,glod5
5654,glra1,glra1
5655,glra3,glra3
5656,glrbb,glrbb
5657,glrx,glrx
5658,glrx2,glrx2
5659,glrx3,glrx3
5660,glrx5,glrx5
5661,glsa,glsa
5662,glsb,glsb
5663,glsl,glsl
5664,glt8d1,glt8d1
5665,glud1a,glud1a
5666,glud1b,glud1b
5667,glula,glula
5668,glulb,glulb
5669,glyctk,glyctk
5670,glyr1,glyr1
5671,gm2a,gm2a
5672,gmcl1,gmcl1
5673,gmds,gmds
5674,gmeb1,gmeb1
5675,gmfb,gmfb
5676,gmip,gmip
5677,gmnn,gmnn
5678,gmppaa,gmppaa
5679,gmppab,gmppab
5680,gmppb,gmppb
5681,gmpr2,gmpr2
5682,gmps,gmps
5683,gna11a,gna11a
5684,gna11b,gna11b
5685,gna12a,gna12a
5686,gna13a,gna13a
5687,gna13b,gna13b
5688,gna14,gna14
5689,gnai1,gnai1
5690,gnai2a,gnai2a
5691,gnai2b,gnai2b
5692,gnai3,gnai3
5693,gnaia,gnaia
5694,gnal,gnal
5695,gnal2,gnal2
5696,gnao1a,gnao1a
5697,gnao1b,gnao1b
5698,gnas,gnas
5699,gnav1,gnav1
5700,gnb1a,gnb1a
5701,gnb1b,gnb1b
5702,gnb2,gnb2
5703,gnb4b,gnb4b
5704,gne,gne
5705,gng10,gng10
5706,gng12a,gng12a
5707,gng13b,gng13b
5708,gng2,gng2
5709,gng3,gng3
5710,gng5,gng5
5711,gng7,gng7
5712,gnl1,gnl1
5713,gnl2,gnl2
5714,gnl3,gnl3
5715,gnl3l,gnl3l
5716,gnmt,gnmt
5717,gnpat,gnpat
5718,gnpda1,gnpda1
5719,gnpda2,gnpda2
5720,gnpnat1,gnpnat1
5721,gnptab,gnptab
5722,gnptg,gnptg
5723,gnsa,gnsa
5724,gnsb,gnsb
5725,golga1,golga1
5726,golga2,golga2
5727,golga3,golga3
5728,golga4,golga4
5729,golga5,golga5
5730,golga7,golga7
5731,golga7ba,golga7ba
5732,golgb1,golgb1
5733,golim4b,golim4b
5734,golph3,golph3
5735,golph3l,golph3l
5736,golt1ba,golt1ba
5737,golt1bb,golt1bb
5738,gon4l,gon4l
5739,gopc,gopc
5740,gorab,gorab
5741,gorasp1a,gorasp1a
5742,gorasp2,gorasp2
5743,gosr1,gosr1
5744,gosr2,gosr2
5745,got1,got1
5746,got1l1,got1l1
5747,got2a,got2a
5748,got2b,got2b
5749,gp1bb,gp1bb
5750,gpaa1,gpaa1
5751,gpalpp1,gpalpp1
5752,gpam,gpam
5753,gpank1,gpank1
5754,gpat2,gpat2
5755,gpat3,gpat3
5756,gpat4,gpat4
5757,gpatch1,gpatch1
5758,gpatch11,gpatch11
5759,gpatch3,gpatch3
5760,gpatch4,gpatch4
5761,gpatch8,gpatch8
5762,gpbp1l1,gpbp1l1
5763,gpc1b,gpc1b
5764,gpc3,gpc3
5765,gpc4,gpc4
5766,gpc5a,gpc5a
5767,gpcpd1,gpcpd1
5768,gpd1a,gpd1a
5769,gpd1b,gpd1b
5770,gpd1c,gpd1c
5771,gpd1l,gpd1l
5772,gpd2,gpd2
5773,gphna,gphna
5774,gphnb,gphnb
5775,gpia,gpia
5776,gpkow,gpkow
5777,gpm6aa,gpm6aa
5778,gpm6ab,gpm6ab
5779,gpm6ba,gpm6ba
5780,gpm6bb,gpm6bb
5781,gpn1,gpn1
5782,gpn2,gpn2
5783,gpn3,gpn3
5784,gpr107,gpr107
5785,gpr108,gpr108
5786,gpr12,gpr12
5787,gpr132b,gpr132b
5788,gpr137,gpr137
5789,gpr143,gpr143
5790,gpr146,gpr146
5791,gpr155a,gpr155a
5792,gpr155b,gpr155b
5793,gpr157,gpr157
5794,gpr160,gpr160
5795,gpr161,gpr161
5796,gpr174,gpr174
5797,gpr182,gpr182
5798,gpr183a,gpr183a
5799,gpr183b,gpr183b
5800,gpr19,gpr19
5801,gpr22a,gpr22a
5802,gpr27,gpr27
5803,gpr35.1,gpr35.1
5804,gpr37a,gpr37a
5805,gpr37b,gpr37b
5806,gpr39,gpr39
5807,gpr63,gpr63
5808,gpr65,gpr65
5809,gpr75,gpr75
5810,gpr84,gpr84
5811,gpr85,gpr85
5812,gprc5ba,gprc5ba
5813,gps1,gps1
5814,gps2,gps2
5815,gpsm1a,gpsm1a
5816,gpsm1b,gpsm1b
5817,gpsm2,gpsm2
5818,gpsm2l,gpsm2l
5819,gpt2,gpt2
5820,gpt2l,gpt2l
5821,gpx1a,gpx1a
5822,gpx1b,gpx1b
5823,gpx3,gpx3
5824,gpx4a,gpx4a
5825,gpx4b,gpx4b
5826,gpx7,gpx7
5827,gpx8,gpx8
5828,gra,gra
5829,gramd1a,gramd1a
5830,gramd1c,gramd1c
5831,gramd2aa,gramd2aa
5832,gramd4b,gramd4b
5833,grap2a,grap2a
5834,grap2b,grap2b
5835,grapa,grapa
5836,grasp,grasp
5837,grb10a,grb10a
5838,grb10b,grb10b
5839,grb2a,grb2a
5840,grb2b,grb2b
5841,grcc10,grcc10
5842,greb1,greb1
5843,greb1l,greb1l
5844,grem1a,grem1a
5845,grem2b,grem2b
5846,grhl1,grhl1
5847,grhl2a,grhl2a
5848,grhl2b,grhl2b
5849,grhl3,grhl3
5850,grhpra,grhpra
5851,grhprb,grhprb
5852,gria1a,gria1a
5853,gria1b,gria1b
5854,gria2a,gria2a
5855,gria2b,gria2b
5856,gria3b,gria3b
5857,gria4a,gria4a
5858,gria4b,gria4b
5859,grid1a,grid1a
5860,grik1a,grik1a
5861,grik5,grik5
5862,grin1a,grin1a
5863,grin2bb,grin2bb
5864,grin2da,grin2da
5865,grin2db,grin2db
5866,grin3bb,grin3bb
5867,grinaa,grinaa
5868,grinab,grinab
5869,grip1,grip1
5870,grip2a,grip2a
5871,grip2b,grip2b
5872,gripap1,gripap1
5873,grk1a,grk1a
5874,grk3,grk3
5875,grk4,grk4
5876,grk5,grk5
5877,grk5l,grk5l
5878,grk6,grk6
5879,grk7b,grk7b
5880,grm2b,grm2b
5881,grm4,grm4
5882,grm6b,grm6b
5883,grna,grna
5884,grnb,grnb
5885,grp,grp
5886,grpel1,grpel1
5887,grpel2,grpel2
5888,grsf1,grsf1
5889,grtp1a,grtp1a
5890,grtp1b,grtp1b
5891,grwd1,grwd1
5892,gsap,gsap
5893,gsc,gsc
5894,gsdmea,gsdmea
5895,gsdmeb,gsdmeb
5896,gse1,gse1
5897,gsk3aa,gsk3aa
5898,gsk3ab,gsk3ab
5899,gsk3b,gsk3b
5900,gskip,gskip
5901,gsna,gsna
5902,gsnb,gsnb
5903,gspt1,gspt1
5904,gspt1l,gspt1l
5905,gsr,gsr
5906,gss,gss
5907,gsta.1,gsta.1
5908,gsta.2,gsta.2
5909,gstcd,gstcd
5910,gstk1,gstk1
5911,gstm.1,gstm.1
5912,gstm.2,gstm.2
5913,gstm.3,gstm.3
5914,gsto1,gsto1
5915,gsto2,gsto2
5916,gstp1,gstp1
5917,gstr,gstr
5918,gstt1a,gstt1a
5919,gstt1b,gstt1b
5920,gstt2,gstt2
5921,gsx1,gsx1
5922,gsx2,gsx2
5923,gtdc1,gtdc1
5924,gtf2a1,gtf2a1
5925,gtf2a1l,gtf2a1l
5926,gtf2a2,gtf2a2
5927,gtf2b,gtf2b
5928,gtf2e1,gtf2e1
5929,gtf2e2,gtf2e2
5930,gtf2f1,gtf2f1
5931,gtf2f2a,gtf2f2a
5932,gtf2h1,gtf2h1
5933,gtf2h2,gtf2h2
5934,gtf2h3,gtf2h3
5935,gtf2h4,gtf2h4
5936,gtf2h5,gtf2h5
5937,gtf2ird1,gtf2ird1
5938,gtf3aa,gtf3aa
5939,gtf3ab,gtf3ab
5940,gtf3c2,gtf3c2
5941,gtf3c3,gtf3c3
5942,gtf3c4,gtf3c4
5943,gtf3c5,gtf3c5
5944,gtf3c6,gtf3c6
5945,gtpbp1,gtpbp1
5946,gtpbp10,gtpbp10
5947,gtpbp1l,gtpbp1l
5948,gtpbp2b,gtpbp2b
5949,gtpbp3,gtpbp3
5950,gtpbp4,gtpbp4
5951,gtpbp6,gtpbp6
5952,gtse1,gtse1
5953,gucd1,gucd1
5954,gucy1a1,gucy1a1
5955,gucy2c,gucy2c
5956,guf1,guf1
5957,guk1a,guk1a
5958,gulp1a,gulp1a
5959,gulp1b,gulp1b
5960,gusb,gusb
5961,gxylt1b,gxylt1b
5962,gxylt2,gxylt2
5963,gyg1a,gyg1a
5964,gyg1b,gyg1b
5965,gys1,gys1
5966,gzm3.2,gzm3.2
5967,gzm3.3,gzm3.3
5968,gzm3.4,gzm3.4
5969,h1f0,h1f0
5970,h1fx,h1fx
5971,h1m,h1m
5972,h2afva,h2afva
5973,h2afvb,h2afvb
5974,h2afx,h2afx
5975,h2afx1,h2afx1
5976,h2afy,h2afy
5977,h2afy2,h2afy2
5978,h3f3b.1,h3f3b.1
5979,h3f3c,h3f3c
5980,h3f3d,h3f3d
5981,h6pd,h6pd
5982,habp2,habp2
5983,hacd1,hacd1
5984,hacd2,hacd2
5985,hacd3,hacd3
5986,hace1,hace1
5987,hacl1,hacl1
5988,hadh,hadh
5989,hadhaa,hadhaa
5990,hadhab,hadhab
5991,hagh,hagh
5992,hamp,hamp
5993,hand2,hand2
5994,hapln1a,hapln1a
5995,hapln1b,hapln1b
5996,hapln3,hapln3
5997,harbi1,harbi1
5998,hars,hars
5999,has2,has2
6000,hat1,hat1
6001,haus1,haus1
6002,haus3,haus3
6003,haus4,haus4
6004,haus5,haus5
6005,haus6,haus6
6006,haus7,haus7
6007,havcr1,havcr1
6008,hax1,hax1
6009,hbae1,hbae1
6010,hbae1.3,hbae1.3
6011,hbae3,hbae3
6012,hbae5,hbae5
6013,hbbe1.1,hbbe1.1
6014,hbbe1.2,hbbe1.2
6015,hbbe2,hbbe2
6016,hbbe3,hbbe3
6017,hbegfa,hbegfa
6018,hbegfb,hbegfb
6019,hbl1,hbl1
6020,hbp1,hbp1
6021,hbs1l,hbs1l
6022,hcar1-3,hcar1-3
6023,hccsa.1,hccsa.1
6024,hccsb,hccsb
6025,hcfc1a,hcfc1a
6026,hcfc1b,hcfc1b
6027,hcfc2,hcfc2
6028,hck,hck
6029,hcls1,hcls1
6030,hcn1,hcn1
6031,hcn2b,hcn2b
6032,hdac1,hdac1
6033,hdac10,hdac10
6034,hdac12,hdac12
6035,hdac3,hdac3
6036,hdac4,hdac4
6037,hdac5,hdac5
6038,hdac6,hdac6
6039,hdac8,hdac8
6040,hdac9b,hdac9b
6041,hdc,hdc
6042,hddc2,hddc2
6043,hddc3,hddc3
6044,hdgfl2,hdgfl2
6045,hdhd2,hdhd2
6046,hdhd3,hdhd3
6047,hdlbpa,hdlbpa
6048,hdlbpb,hdlbpb
6049,hdr,hdr
6050,hdx,hdx
6051,he1.1,he1.1
6052,he1.2,he1.2
6053,he1.3,he1.3
6054,heatr1,heatr1
6055,heatr3,heatr3
6056,heatr5a,heatr5a
6057,heatr6,heatr6
6058,hebp2,hebp2
6059,heca,heca
6060,hectd1,hectd1
6061,hectd3,hectd3
6062,hecw2a,hecw2a
6063,hecw2b,hecw2b
6064,heg1,heg1
6065,helb,helb
6066,hells,hells
6067,helt,helt
6068,helz,helz
6069,hemgn,hemgn
6070,hemk1,hemk1
6071,henmt1,henmt1
6072,hepacama,hepacama
6073,hephl1a,hephl1a
6074,her1,her1
6075,her11,her11
6076,her12,her12
6077,her13,her13
6078,her15.1,her15.1
6079,her15.2,her15.2
6080,her2,her2
6081,her3,her3
6082,her4.1,her4.1
6083,her4.2,her4.2
6084,her4.3,her4.3
6085,her4.4,her4.4
6086,her5,her5
6087,her6,her6
6088,her7,her7
6089,her8.2,her8.2
6090,her8a,her8a
6091,her9,her9
6092,herc1,herc1
6093,herc2,herc2
6094,herc3,herc3
6095,herc4,herc4
6096,herpud1,herpud1
6097,herpud2,herpud2
6098,hes2.1,hes2.1
6099,hes2.2,hes2.2
6100,hes6,hes6
6101,hexa,hexa
6102,hexb,hexb
6103,hexdc,hexdc
6104,hexim1,hexim1
6105,hey1,hey1
6106,hey2,hey2
6107,heyl,heyl
6108,hfe2,hfe2
6109,hfm1,hfm1
6110,hgd,hgd
6111,hgfa,hgfa
6112,hgh1,hgh1
6113,hgs,hgs
6114,hgsnat,hgsnat
6115,hhat,hhat
6116,hhatla,hhatla
6117,hhatlb,hhatlb
6118,hhip,hhip
6119,hhipl1,hhipl1
6120,hhipl2,hhipl2
6121,hhla2a.1,hhla2a.1
6122,hiat1a,hiat1a
6123,hiat1b,hiat1b
6124,hibadha,hibadha
6125,hibadhb,hibadhb
6126,hibch,hibch
6127,hic1l,hic1l
6128,hic2,hic2
6129,hid1a,hid1a
6130,hid1b,hid1b
6131,hif1ab,hif1ab
6132,hif1al,hif1al
6133,hif1an,hif1an
6134,higd1a,higd1a
6135,higd2a,higd2a
6136,hikeshi,hikeshi
6137,hinfp,hinfp
6138,hint1,hint1
6139,hint2,hint2
6140,hip1,hip1
6141,hip1rb,hip1rb
6142,hipk2,hipk2
6143,hipk3a,hipk3a
6144,hipk3b,hipk3b
6145,hira,hira
6146,hirip3,hirip3
6147,hist1h2a10,hist1h2a10
6148,hist1h2a11,hist1h2a11
6149,hist1h2a3,hist1h2a3
6150,hist2h2l,hist2h2l
6151,hist2h3c,hist2h3c
6152,histh1l,histh1l
6153,hivep1,hivep1
6154,hivep2a,hivep2a
6155,hivep3b,hivep3b
6156,hk1,hk1
6157,hk2,hk2
6158,hlcs,hlcs
6159,hlfa,hlfa
6160,hltf,hltf
6161,hlx1,hlx1
6162,hm13,hm13
6163,hmbsa,hmbsa
6164,hmbsb,hmbsb
6165,hmces,hmces
6166,hmcn1,hmcn1
6167,hmcn2,hmcn2
6168,hmg20a,hmg20a
6169,hmg20b,hmg20b
6170,hmga1a,hmga1a
6171,hmga1b,hmga1b
6172,hmga2,hmga2
6173,hmgb1a,hmgb1a
6174,hmgb1b,hmgb1b
6175,hmgb2a,hmgb2a
6176,hmgb2b,hmgb2b
6177,hmgb3a,hmgb3a
6178,hmgb3b,hmgb3b
6179,hmgcl,hmgcl
6180,hmgcra,hmgcra
6181,hmgcrb,hmgcrb
6182,hmgcs1,hmgcs1
6183,hmgn2,hmgn2
6184,hmgn3,hmgn3
6185,hmgn6,hmgn6
6186,hmgn7,hmgn7
6187,hmgxb3,hmgxb3
6188,hmgxb4a,hmgxb4a
6189,hmha1a,hmha1a
6190,hmha1b,hmha1b
6191,hmmr,hmmr
6192,hmox1a,hmox1a
6193,hmox2a,hmox2a
6194,hmox2b,hmox2b
6195,hmx1,hmx1
6196,hmx2,hmx2
6197,hmx3a,hmx3a
6198,hmx4,hmx4
6199,hnf1ba,hnf1ba
6200,hnf1bb,hnf1bb
6201,hnf4a,hnf4a
6202,hnf4g,hnf4g
6203,hnmt,hnmt
6204,hnrnpa0a,hnrnpa0a
6205,hnrnpa0b,hnrnpa0b
6206,hnrnpa0l,hnrnpa0l
6207,hnrnpa1a,hnrnpa1a
6208,hnrnpa1b,hnrnpa1b
6209,hnrnpa3,hnrnpa3
6210,hnrnpaba,hnrnpaba
6211,hnrnpabb,hnrnpabb
6212,hnrnpc,hnrnpc
6213,hnrnpd,hnrnpd
6214,hnrnpdl,hnrnpdl
6215,hnrnph1,hnrnph1
6216,hnrnph1l,hnrnph1l
6217,hnrnph3,hnrnph3
6218,hnrnpk,hnrnpk
6219,hnrnpl,hnrnpl
6220,hnrnpl2,hnrnpl2
6221,hnrnpm,hnrnpm
6222,hnrnpr,hnrnpr
6223,hnrnpua,hnrnpua
6224,hnrnpub,hnrnpub
6225,hnrnpul1,hnrnpul1
6226,hnrnpul1l,hnrnpul1l
6227,hnrpkl,hnrpkl
6228,hoga1,hoga1
6229,homer1b,homer1b
6230,homer2,homer2
6231,homer3b,homer3b
6232,homeza,homeza
6233,homezb,homezb
6234,hook1,hook1
6235,hopx,hopx
6236,hoxa10b,hoxa10b
6237,hoxa11a,hoxa11a
6238,hoxa11b,hoxa11b
6239,hoxa13a,hoxa13a
6240,hoxa13b,hoxa13b
6241,hoxa1a,hoxa1a
6242,hoxa2b,hoxa2b
6243,hoxa3a,hoxa3a
6244,hoxa5a,hoxa5a
6245,hoxa9a,hoxa9a
6246,hoxa9b,hoxa9b
6247,hoxb10a,hoxb10a
6248,hoxb13a,hoxb13a
6249,hoxb1b,hoxb1b
6250,hoxb2a,hoxb2a
6251,hoxb3a,hoxb3a
6252,hoxb4a,hoxb4a
6253,hoxb5a,hoxb5a
6254,hoxb5b,hoxb5b
6255,hoxb6a,hoxb6a
6256,hoxb6b,hoxb6b
6257,hoxb7a,hoxb7a
6258,hoxb8a,hoxb8a
6259,hoxb8b,hoxb8b
6260,hoxb9a,hoxb9a
6261,hoxc10a,hoxc10a
6262,hoxc11a,hoxc11a
6263,hoxc11b,hoxc11b
6264,hoxc12a,hoxc12a
6265,hoxc12b,hoxc12b
6266,hoxc13a,hoxc13a
6267,hoxc13b,hoxc13b
6268,hoxc1a,hoxc1a
6269,hoxc3a,hoxc3a
6270,hoxc4a,hoxc4a
6271,hoxc5a,hoxc5a
6272,hoxc6b,hoxc6b
6273,hoxc8a,hoxc8a
6274,hoxc9a,hoxc9a
6275,hoxd10a,hoxd10a
6276,hoxd11a,hoxd11a
6277,hoxd12a,hoxd12a
6278,hoxd13a,hoxd13a
6279,hoxd3a,hoxd3a
6280,hoxd4a,hoxd4a
6281,hoxd9a,hoxd9a
6282,hp1bp3,hp1bp3
6283,hpca,hpca
6284,hpcal1,hpcal1
6285,hpcal4,hpcal4
6286,hpda,hpda
6287,hpdb,hpdb
6288,hpdl,hpdl
6289,hpf1,hpf1
6290,hpgd,hpgd
6291,hpn,hpn
6292,hprt1,hprt1
6293,hprt1l,hprt1l
6294,hps1,hps1
6295,hps3,hps3
6296,hps4,hps4
6297,hps5,hps5
6298,hpse,hpse
6299,hrasa,hrasa
6300,hrasb,hrasb
6301,hs1bp3,hs1bp3
6302,hs2st1a,hs2st1a
6303,hs3st1l2,hs3st1l2
6304,hs3st3b1a,hs3st3b1a
6305,hs3st3b1b,hs3st3b1b
6306,hs6st1a,hs6st1a
6307,hs6st1b,hs6st1b
6308,hs6st2,hs6st2
6309,hsbp1a,hsbp1a
6310,hsbp1b,hsbp1b
6311,hsbp1l1,hsbp1l1
6312,hsd11b1la,hsd11b1la
6313,hsd11b2,hsd11b2
6314,hsd17b10,hsd17b10
6315,hsd17b12a,hsd17b12a
6316,hsd17b12b,hsd17b12b
6317,hsd17b14,hsd17b14
6318,hsd17b3,hsd17b3
6319,hsd17b4,hsd17b4
6320,hsd17b7,hsd17b7
6321,hsd17b8,hsd17b8
6322,hsd20b2,hsd20b2
6323,hsd3b7,hsd3b7
6324,hsdl1,hsdl1
6325,hsdl2,hsdl2
6326,hsf1,hsf1
6327,hsf2,hsf2
6328,hsh2d,hsh2d
6329,hsp70.1,hsp70.1
6330,hsp70.2,hsp70.2
6331,hsp70.3,hsp70.3
6332,hsp70l,hsp70l
6333,hsp90aa1.1,hsp90aa1.1
6334,hsp90aa1.2,hsp90aa1.2
6335,hsp90ab1,hsp90ab1
6336,hsp90b1,hsp90b1
6337,hspa12a,hspa12a
6338,hspa12b,hspa12b
6339,hspa13,hspa13
6340,hspa14,hspa14
6341,hspa4a,hspa4a
6342,hspa4b,hspa4b
6343,hspa5,hspa5
6344,hspa8,hspa8
6345,hspa9,hspa9
6346,hspb1,hspb1
6347,hspb11,hspb11
6348,hspb6,hspb6
6349,hspb8,hspb8
6350,hspb9,hspb9
6351,hspbap1,hspbap1
6352,hspbp1,hspbp1
6353,hspd1,hspd1
6354,hspe1,hspe1
6355,hspg2,hspg2
6356,hsph1,hsph1
6357,htatip2,htatip2
6358,htatsf1,htatsf1
6359,htr1d,htr1d
6360,htr3a,htr3a
6361,htr5aa,htr5aa
6362,htr5ab,htr5ab
6363,htra1a,htra1a
6364,htra1b,htra1b
6365,htt,htt
6366,huwe1,huwe1
6367,hvcn1,hvcn1
6368,hyal1,hyal1
6369,hyal2b,hyal2b
6370,hyal3,hyal3
6371,hyal6,hyal6
6372,hydin,hydin
6373,hyi,hyi
6374,hykk.2,hykk.2
6375,hyou1,hyou1
6376,hypk,hypk
6377,iah1,iah1
6378,iars,iars
6379,iars2,iars2
6380,iba57,iba57
6381,ibtk,ibtk
6382,ica1,ica1
6383,ical1,ical1
6384,ice1,ice1
6385,ice2,ice2
