,orig_gene,proc_gene
23837,kcnk1a,kcnk1a
23838,mhc1uba,mhc1uba
23839,neto2b,neto2b
23840,p2rx7,p2rx7
23841,pimr52,pimr52
23842,si:ch1073-181h11.4,sich1073181h11.4
23843,si:ch211-191j22.8,sich211191j22.8
23844,si:ch211-261n11.8,sich211261n11.8
23845,si:ch73-70k4.1,sich7370k4.1
23846,si:dkey-71b5.3,sidkey71b5.3
23847,slc22a5,slc22a5
23848,zgc:174222,zgc174222
23849,zgc:195050,zgc195050
23850,AL590146.1,AL590146.1
23851,AL928845.1,AL928845.1
23852,AL928951.1,AL928951.1
23853,AL929058.1,AL929058.1
23854,AL929493.1,AL929493.1
23855,AL935174.5,AL935174.5
23856,AL954666.1,AL954666.1
23857,AP1S2,AP1S2
23858,B3GNT10,B3GNT10
23859,BX000438.1,BX000438.1
23860,BX000447.1,BX000447.1
23861,BX000701.2,BX000701.2
23862,BX004857.1,BX004857.1
23863,BX005328.1,BX005328.1
23864,BX005484.1,BX005484.1
23865,BX088696.2,BX088696.2
23866,BX119909.1,BX119909.1
23867,BX248089.1,BX248089.1
23868,BX248512.2,BX248512.2
23869,BX255908.1,BX255908.1
23870,BX294100.2,BX294100.2
23871,BX294113.1,BX294113.1
23872,BX294129.1,BX294129.1
23873,BX296541.1,BX296541.1
23874,BX321875.3,BX321875.3
23875,BX323076.1,BX323076.1
23876,BX323076.2,BX323076.2
23877,BX323555.4,BX323555.4
23878,BX323556.1,BX323556.1
23879,BX323596.2,BX323596.2
23880,BX324007.2,BX324007.2
23881,BX324132.3,BX324132.3
23882,BX465848.1,BX465848.1
23883,BX470224.2,BX470224.2
23884,BX511034.2,BX511034.2
23885,BX511079.1,BX511079.1
23886,BX511084.1,BX511084.1
23887,BX511100.5,BX511100.5
23888,BX511120.1,BX511120.1
23889,BX539307.2,BX539307.2
23890,BX539313.2,BX539313.2
23891,BX548011.3,BX548011.3
23892,BX548045.2,BX548045.2
23893,BX571705.1,BX571705.1
23894,BX571954.2,BX571954.2
23895,BX572077.2,BX572077.2
23896,BX640398.1,BX640398.1
23897,BX649300.3,BX649300.3
23898,BX649398.1,BX649398.1
23899,BX649457.1,BX649457.1
23900,BX649516.1,BX649516.1
23901,BX664742.2,BX664742.2
23902,BX842692.1,BX842692.1
23903,BX890562.1,BX890562.1
23904,BX890572.1,BX890572.1
23905,BX901942.1,BX901942.1
23906,BX908796.7,BX908796.7
23907,BX927078.1,BX927078.1
23908,BX927243.1,BX927243.1
23909,BX927365.1,BX927365.1
23910,BX936393.1,BX936393.1
23911,BX950188.2,BX950188.2
23912,BX950217.1,BX950217.1
23913,BX957326.1,BX957326.1
23914,BX957336.1,BX957336.1
23915,CABZ01002188.1,CABZ01002188.1
23916,CABZ01002349.1,CABZ01002349.1
23917,CABZ01003056.1,CABZ01003056.1
23918,CABZ01005857.1,CABZ01005857.1
23919,CABZ01013771.1,CABZ01013771.1
23920,CABZ01042675.1,CABZ01042675.1
23921,CABZ01046427.2,CABZ01046427.2
23922,CABZ01065328.1,CABZ01065328.1
23923,CABZ01068248.1,CABZ01068248.1
23924,CABZ01069184.1,CABZ01069184.1
23925,CABZ01071972.1,CABZ01071972.1
23926,CABZ01073795.1,CABZ01073795.1
23927,CABZ01079005.1,CABZ01079005.1
23928,CABZ01079262.1,CABZ01079262.1
23929,CABZ01087502.1,CABZ01087502.1
23930,CABZ01088036.1,CABZ01088036.1
23931,CABZ01102147.1,CABZ01102147.1
23932,CABZ01103860.1,CABZ01103860.1
23933,CR293502.1,CR293502.1
23934,CR352243.1,CR352243.1
23935,CR352253.1,CR352253.1
23936,CR352265.1,CR352265.1
23937,CR352292.1,CR352292.1
23938,CR354430.2,CR354430.2
23939,CR354537.1,CR354537.1
23940,CR354547.3,CR354547.3
23941,CR382337.2,CR382337.2
23942,CR382385.1,CR382385.1
23943,CR383662.4,CR383662.4
23944,CR388184.2,CR388184.2
23945,CR391925.1,CR391925.1
23946,CR391937.1,CR391937.1
23947,CR392003.1,CR392003.1
23948,CR392363.1,CR392363.1
23949,CR407590.2,CR407590.2
23950,CR450748.1,CR450748.1
23951,CR450785.1,CR450785.1
23952,CR513782.1,CR513782.1
23953,CR555293.1,CR555293.1
23954,CR626866.1,CR626866.1
23955,CR626884.1,CR626884.1
23956,CR626887.1,CR626887.1
23957,CR677513.1,CR677513.1
23958,CR759810.1,CR759810.1
23959,CR762395.1,CR762395.1
23960,CR762407.1,CR762407.1
23961,CR769772.4,CR769772.4
23962,CR786578.2,CR786578.2
23963,CR788236.1,CR788236.1
23964,CR790362.1,CR790362.1
23965,CR855311.4,CR855311.4
23966,CR855379.2,CR855379.2
23967,CR855393.1,CR855393.1
23968,CR925763.1,CR925763.1
23969,CR925777.1,CR925777.1
23970,CR926469.1,CR926469.1
23971,CR927050.2,CR927050.2
23972,CR932983.2,CR932983.2
23973,CR944667.1,CR944667.1
23974,CT027582.1,CT027582.1
23975,CT027772.1,CT027772.1
23976,CT573344.2,CT573344.2
23977,CT573429.2,CT573429.2
23978,CT583650.1,CT583650.1
23979,CU179702.2,CU179702.2
23980,CU207311.1,CU207311.1
23981,CU469539.1,CU469539.1
23982,CU539054.1,CU539054.1
23983,CU571254.1,CU571254.1
23984,CU633855.1,CU633855.1
23985,CU633857.1,CU633857.1
23986,CU695199.1,CU695199.1
23987,CU855854.1,CU855854.1
23988,CU929339.1,CU929339.1
23989,CU972454.2,CU972454.2
23990,DMPK,DMPK
23991,FO704673.1,FO704673.1
23992,FO704771.1,FO704771.1
23993,FO818699.1,FO818699.1
23994,FO904880.1,FO904880.1
23995,FO904898.4,FO904898.4
23996,FP015862.4,FP015862.4
23997,FP015866.1,FP015866.1
23998,FP067451.1,FP067451.1
23999,FP089536.1,FP089536.1
24000,FP102309.1,FP102309.1
24001,FP325112.2,FP325112.2
24002,FP325124.1,FP325124.1
24003,FQ311879.1,FQ311879.1
24004,GNG4,GNG4
24005,GPR62,GPR62
24006,LO018020.1,LO018020.1
24007,LO018029.2,LO018029.2
24008,LO018493.2,LO018493.2
24009,RF00599,RF00599
24010,SHISAL2A,SHISAL2A
24011,abhd6b,abhd6b
24012,adgrg7.2,adgrg7.2
24013,adipoqa,adipoqa
24014,avpr2ab,avpr2ab
24015,best2,best2
24016,btr30,btr30
24017,c1qtnf7,c1qtnf7
24018,cabz01093075.1,cabz01093075.1
24019,ccr7,ccr7
24020,cd4-2.2,cd4-2.2
24021,chrna10a,chrna10a
24022,cnr2,cnr2
24023,crp,crp
24024,cuzd1.1,cuzd1.1
24025,dcst2,dcst2
24026,dre-mir-15a-1,dre-mir-15a-1
24027,dre-mir-206-1,dre-mir-206-1
24028,ednrbb,ednrbb
24029,eif3bb,eif3bb
24030,f13a1a.1,f13a1a.1
24031,fabp1a,fabp1a
24032,fndc7rs1,fndc7rs1
24033,ftr38,ftr38
24034,gabra2a,gabra2a
24035,gpa33,gpa33
24036,gpc6b,gpc6b
24037,gpr4,gpr4
24038,grm6a,grm6a
24039,htr2aa,htr2aa
24040,ifit14,ifit14
24041,ighv5-1,ighv5-1
24042,ighz,ighz
24043,il2rb,il2rb
24044,ipmka,ipmka
24045,kbtbd7,kbtbd7
24046,kcna7,kcna7
24047,kcng3,kcng3
24048,kcns3b,kcns3b
24049,klhl10a,klhl10a
24050,klhl10b.1,klhl10b.1
24051,lgi2b,lgi2b
24052,lgi3,lgi3
24053,lpar5b,lpar5b
24054,ly6m6,ly6m6
24055,meiob,meiob
24056,mhc1lga,mhc1lga
24057,mitfb,mitfb
24058,mmp20b,mmp20b
24059,mpp4a,mpp4a
24060,mrap2b,mrap2b
24061,myo3b,myo3b
24062,ndufs1,ndufs1
24063,neu3.4,neu3.4
24064,neu3.5,neu3.5
24065,npffr2b,npffr2b
24066,npy2rl,npy2rl
24067,oatx,oatx
24068,olfcg7,olfcg7
24069,or106-4,or106-4
24070,or109-6,or109-6
24071,or132-3,or132-3
24072,or137-3,or137-3
24073,ostn,ostn
24074,oxtrl,oxtrl
24075,pcdh2ac,pcdh2ac
24076,pcsk9,pcsk9
24077,pimr128,pimr128
24078,pimr145,pimr145
24079,pimr183,pimr183
24080,pimr192,pimr192
24081,pimr68,pimr68
24082,pomcb,pomcb
24083,prl2,prl2
24084,rab25b,rab25b
24085,ren,ren
24086,senp6b,senp6b
24087,serpina7,serpina7
24088,si:cabz01030277.1,sicabz01030277.1
24089,si:ch1073-15f12.3,sich107315f12.3
24090,si:ch1073-166e24.4,sich1073166e24.4
24091,si:ch1073-214b20.2,sich1073214b20.2
24092,si:ch1073-75f15.2,sich107375f15.2
24093,si:ch211-117c9.2,sich211117c9.2
24094,si:ch211-12p12.2,sich21112p12.2
24095,si:ch211-132g1.1,sich211132g1.1
24096,si:ch211-152f22.4,sich211152f22.4
24097,si:ch211-165b10.3,sich211165b10.3
24098,si:ch211-167j6.5,sich211167j6.5
24099,si:ch211-171h4.3,sich211171h4.3
24100,si:ch211-198b3.4,sich211198b3.4
24101,si:ch211-205a14.1,sich211205a14.1
24102,si:ch211-212k18.15,sich211212k18.15
24103,si:ch211-221n20.1,sich211221n20.1
24104,si:ch211-222k6.2,sich211222k6.2
24105,si:ch211-223g7.6,sich211223g7.6
24106,si:ch211-238e22.7,sich211238e22.7
24107,si:ch211-240b21.2,sich211240b21.2
24108,si:ch211-243g6.3,sich211243g6.3
24109,si:ch211-250e5.2,sich211250e5.2
24110,si:ch211-263k4.2,sich211263k4.2
24111,si:ch211-269k10.4,sich211269k10.4
24112,si:ch211-284e13.12,sich211284e13.12
24113,si:ch211-66i15.5,sich21166i15.5
24114,si:ch211-67f13.7,sich21167f13.7
24115,si:ch211-67f24.7,sich21167f24.7
24116,si:ch211-76m11.3,sich21176m11.3
24117,si:ch211-95j8.3,sich21195j8.3
24118,si:ch211-9d9.7,sich2119d9.7
24119,si:ch73-132k15.2,sich73132k15.2
24120,si:ch73-256j6.3,sich73256j6.3
24121,si:ch73-309g22.1,sich73309g22.1
24122,si:dkey-11o15.5,sidkey11o15.5
24123,si:dkey-14o6.1,sidkey14o6.1
24124,si:dkey-165b20.3,sidkey165b20.3
24125,si:dkey-175m17.6,sidkey175m17.6
24126,si:dkey-191c17.2,sidkey191c17.2
24127,si:dkey-19a16.16,sidkey19a16.16
24128,si:dkey-1b17.2,sidkey1b17.2
24129,si:dkey-208m12.2,sidkey208m12.2
24130,si:dkey-20i20.15,sidkey20i20.15
24131,si:dkey-211g8.1,sidkey211g8.1
24132,si:dkey-217f16.6,sidkey217f16.6
24133,si:dkey-22h13.3,sidkey22h13.3
24134,si:dkey-238g7.1,sidkey238g7.1
24135,si:dkey-245p14.4,sidkey245p14.4
24136,si:dkey-24p1.1,sidkey24p1.1
24137,si:dkey-266f7.9,sidkey266f7.9
24138,si:dkey-269o24.1,sidkey269o24.1
24139,si:dkey-27d5.9,sidkey27d5.9
24140,si:dkey-27n6.1,sidkey27n6.1
24141,si:dkey-284p5.3,sidkey284p5.3
24142,si:dkey-29m1.2,sidkey29m1.2
24143,si:dkey-31m5.2,sidkey31m5.2
24144,si:dkey-32n7.8,sidkey32n7.8
24145,si:dkey-3n22.9,sidkey3n22.9
24146,si:dkey-4j21.2,sidkey4j21.2
24147,si:dkey-74h17.3,sidkey74h17.3
24148,si:dkey-79f11.5,sidkey79f11.5
24149,si:dkey-83f18.15,sidkey83f18.15
24150,si:dkey-85k15.11,sidkey85k15.11
24151,si:dkey-9i23.5,sidkey9i23.5
24152,si:dkeyp-100h4.1,sidkeyp100h4.1
24153,si:dkeyp-32g11.8,sidkeyp32g11.8
24154,si:dkeyp-73g8.5,sidkeyp73g8.5
24155,si:dkeyp-85d8.5,sidkeyp85d8.5
24156,si:dkeyp-93h6.1,sidkeyp93h6.1
24157,si:rp71-23d18.8,sirp7123d18.8
24158,slc13a5b,slc13a5b
24159,slc22a7b.3,slc22a7b.3
24160,slc34a2a,slc34a2a
24161,slco1f3,slco1f3
24162,sstr2b,sstr2b
24163,taar14l,taar14l
24164,taar20q,taar20q
24165,taar20r,taar20r
24166,tas1r2.1,tas1r2.1
24167,timm17b,timm17b
24168,tmem86a,tmem86a
24169,tmprss12,tmprss12
24170,ttc16,ttc16
24171,valopb,valopb
24172,vtg6,vtg6
24173,zbtb47b,zbtb47b
24174,zgc:123284,zgc123284
24175,zgc:153846,zgc153846
24176,zgc:171310,zgc171310
24177,zgc:171500,zgc171500
24178,zgc:174314,zgc174314
24179,zgc:174698,zgc174698
24180,zgc:194242,zgc194242
24181,zgc:194990,zgc194990
24182,zgc:195077,zgc195077
24183,zgc:66483,zgc66483
24184,zmp:0000000608,zmp0000000608
24185,zmp:0000000912,zmp0000000912
24186,zmp:0000001138,zmp0000001138
24187,znf1107,znf1107
24188,znf1150,znf1150
24189,znf1166,znf1166
24190,AL627258.1,AL627258.1
24191,AL845435.1,AL845435.1
24192,AL928650.3,AL928650.3
24193,AL928650.4,AL928650.4
24194,AL928875.1,AL928875.1
24195,AL929220.1,AL929220.1
24196,AL929520.1,AL929520.1
24197,AL953867.1,AL953867.1
24198,AL954672.1,AL954672.1
24199,AL954697.1,AL954697.1
24200,BX000363.2,BX000363.2
24201,BX000696.1,BX000696.1
24202,BX004785.2,BX004785.2
24203,BX004964.1,BX004964.1
24204,BX005462.2,BX005462.2
24205,BX088583.1,BX088583.1
24206,BX247870.2,BX247870.2
24207,BX276096.1,BX276096.1
24208,BX294163.1,BX294163.1
24209,BX322555.2,BX322555.2
24210,BX322608.1,BX322608.1
24211,BX323459.3,BX323459.3
24212,BX323555.1,BX323555.1
24213,BX323855.2,BX323855.2
24214,BX465864.1,BX465864.1
24215,BX470254.1,BX470254.1
24216,BX511034.8,BX511034.8
24217,BX511124.1,BX511124.1
24218,BX511265.1,BX511265.1
24219,BX511265.2,BX511265.2
24220,BX537137.1,BX537137.1
24221,BX571701.2,BX571701.2
24222,BX571757.1,BX571757.1
24223,BX571794.3,BX571794.3
24224,BX571825.5,BX571825.5
24225,BX572077.1,BX572077.1
24226,BX649295.1,BX649295.1
24227,BX649356.1,BX649356.1
24228,BX663606.1,BX663606.1
24229,BX664721.1,BX664721.1
24230,BX842700.1,BX842700.1
24231,BX842701.1,BX842701.1
24232,BX890544.1,BX890544.1
24233,BX908799.1,BX908799.1
24234,BX914214.1,BX914214.1
24235,BX927181.1,BX927181.1
24236,BX927349.1,BX927349.1
24237,BX936391.1,BX936391.1
24238,BX957252.1,BX957252.1
24239,CABZ01008730.1,CABZ01008730.1
24240,CABZ01018874.1,CABZ01018874.1
24241,CABZ01024856.1,CABZ01024856.1
24242,CABZ01030006.1,CABZ01030006.1
24243,CABZ01040999.1,CABZ01040999.1
24244,CABZ01042594.1,CABZ01042594.1
24245,CABZ01046996.1,CABZ01046996.1
24246,CABZ01066384.1,CABZ01066384.1
24247,CABZ01090726.1,CABZ01090726.1
24248,CABZ01092907.1,CABZ01092907.1
24249,CABZ01102201.1,CABZ01102201.1
24250,CR354372.1,CR354372.1
24251,CR381700.1,CR381700.1
24252,CR385026.2,CR385026.2
24253,CR388178.1,CR388178.1
24254,CR388206.1,CR388206.1
24255,CR388378.1,CR388378.1
24256,CR391915.1,CR391915.1
24257,CR391963.2,CR391963.2
24258,CR392001.1,CR392001.1
24259,CR450740.1,CR450740.1
24260,CR457444.2,CR457444.2
24261,CR457445.1,CR457445.1
24262,CR545469.1,CR545469.1
24263,CR589875.1,CR589875.1
24264,CR628410.1,CR628410.1
24265,CR749167.2,CR749167.2
24266,CR749763.2,CR749763.2
24267,CR759878.1,CR759878.1
24268,CR762400.1,CR762400.1
24269,CR769772.1,CR769772.1
24270,CR774179.5,CR774179.5
24271,CR788237.2,CR788237.2
24272,CR788249.2,CR788249.2
24273,CR788311.1,CR788311.1
24274,CR792417.1,CR792417.1
24275,CR792422.1,CR792422.1
24276,CR792454.1,CR792454.1
24277,CR847571.2,CR847571.2
24278,CR847898.2,CR847898.2
24279,CR847983.2,CR847983.2
24280,CR848715.1,CR848715.1
24281,CR854948.1,CR854948.1
24282,CR855277.1,CR855277.1
24283,CR925723.3,CR925723.3
24284,CR925755.2,CR925755.2
24285,CR936363.1,CR936363.1
24286,CR936371.1,CR936371.1
24287,CT033796.1,CT033796.1
24288,CT573139.1,CT573139.1
24289,CT573316.3,CT573316.3
24290,CT583690.1,CT583690.1
24291,CU137680.2,CU137680.2
24292,CU138542.1,CU138542.1
24293,CU182823.4,CU182823.4
24294,CU207311.2,CU207311.2
24295,CU234171.1,CU234171.1
24296,CU329666.1,CU329666.1
24297,CU464125.1,CU464125.1
24298,CU570972.1,CU570972.1
24299,CU595864.1,CU595864.1
24300,CU633486.1,CU633486.1
24301,CU927934.2,CU927934.2
24302,CU929146.1,CU929146.1
24303,FO834825.2,FO834825.2
24304,FP003590.3,FP003590.3
24305,FP016005.2,FP016005.2
24306,FP016213.1,FP016213.1
24307,FP085398.2,FP085398.2
24308,FP101875.1,FP101875.1
24309,FP236327.1,FP236327.1
24310,FP236809.1,FP236809.1
24311,FQ377605.1,FQ377605.1
24312,GAA,GAA
24313,GPR45,GPR45
24314,INHBE,INHBE
24315,LO017725.1,LO017725.1
24316,LO018597.1,LO018597.1
24317,RF00070,RF00070
24318,RF00397,RF00397
24319,RF00424,RF00424
24320,RF00566,RF00566
24321,acyp2,acyp2
24322,agtr1a,agtr1a
24323,ahr1a,ahr1a
24324,arhgef15,arhgef15
24325,ccdc172,ccdc172
24326,cdh30,cdh30
24327,cnn1a,cnn1a
24328,cntnap1,cntnap1
24329,cx31.7,cx31.7
24330,cx34.5,cx34.5
24331,cxcl11.1,cxcl11.1
24332,cxcr5,cxcr5
24333,cyp2y3,cyp2y3
24334,dicp1.3-4,dicp1.3-4
24335,drd4b,drd4b
24336,dre-mir-103,dre-mir-103
24337,dre-mir-19b,dre-mir-19b
24338,dre-mir-2184,dre-mir-2184
24339,dre-mir-222a,dre-mir-222a
24340,dre-mir-29b-2,dre-mir-29b-2
24341,dre-mir-731,dre-mir-731
24342,dusp3b,dusp3b
24343,fam124b,fam124b
24344,ftr42,ftr42
24345,ftr66,ftr66
24346,ftr69,ftr69
24347,gdf9,gdf9
24348,gig2h,gig2h
24349,gig2l,gig2l
24350,gip,gip
24351,gpr6,gpr6
24352,gstk2,gstk2
24353,guca1d,guca1d
24354,hbaa2,hbaa2
24355,hoxb1a,hoxb1a
24356,hsd17b1,hsd17b1
24357,htr1b,htr1b
24358,ifit12,ifit12
24359,ihhb,ihhb
24360,il6,il6
24361,izumo1,izumo1
24362,kcnh5b,kcnh5b
24363,kcnk3b,kcnk3b
24364,lct,lct
24365,lgals8b,lgals8b
24366,lhb,lhb
24367,lrrc3,lrrc3
24368,mcf2b,mcf2b
24369,mep1b,mep1b
24370,myadml2,myadml2
24371,nkl.3,nkl.3
24372,olfcg2,olfcg2
24373,olfch1,olfch1
24374,oprm1,oprm1
24375,or108-1,or108-1
24376,or110-1,or110-1
24377,or115-9,or115-9
24378,or123-1,or123-1
24379,or125-4,or125-4
24380,or128-4,or128-4
24381,pimr117,pimr117
24382,pimr135,pimr135
24383,pimr56,pimr56
24384,plppr2b,plppr2b
24385,prok2,prok2
24386,pthlhb,pthlhb
24387,pxnb,pxnb
24388,rxfp2b,rxfp2b
24389,rxfp3,rxfp3
24390,si:cabz01021067.1,sicabz01021067.1
24391,si:ch1073-228j22.2,sich1073228j22.2
24392,si:ch211-106g8.62,sich211106g8.62
24393,si:ch211-139l2.1,sich211139l2.1
24394,si:ch211-142c4.1,sich211142c4.1
24395,si:ch211-161f7.2,sich211161f7.2
24396,si:ch211-162i8.7,sich211162i8.7
24397,si:ch211-165f21.2,sich211165f21.2
24398,si:ch211-171h4.7,sich211171h4.7
24399,si:ch211-176g13.8,sich211176g13.8
24400,si:ch211-189a21.1,sich211189a21.1
24401,si:ch211-198o12.4,sich211198o12.4
24402,si:ch211-1f22.7,sich2111f22.7
24403,si:ch211-202c21.7,sich211202c21.7
24404,si:ch211-212k5.3,sich211212k5.3
24405,si:ch211-218m3.16,sich211218m3.16
24406,si:ch211-255f4.9,sich211255f4.9
24407,si:ch73-329n5.3,sich73329n5.3
24408,si:ch73-368j24.17,sich73368j24.17
24409,si:ch73-59p9.2,sich7359p9.2
24410,si:ch73-62b13.1,sich7362b13.1
24411,si:ch73-68b22.2,sich7368b22.2
24412,si:ch73-94k4.1,sich7394k4.1
24413,si:dkey-170g13.2,sidkey170g13.2
24414,si:dkey-187j14.8,sidkey187j14.8
24415,si:dkey-194e6.2,sidkey194e6.2
24416,si:dkey-199f5.6,sidkey199f5.6
24417,si:dkey-1c7.1,sidkey1c7.1
24418,si:dkey-21h14.15,sidkey21h14.15
24419,si:dkey-220k22.3,sidkey220k22.3
24420,si:dkey-228l14.1,sidkey228l14.1
24421,si:dkey-238n5.3,sidkey238n5.3
24422,si:dkey-23f9.13,sidkey23f9.13
24423,si:dkey-242h9.5,sidkey242h9.5
24424,si:dkey-24f15.2,sidkey24f15.2
24425,si:dkey-259j3.5,sidkey259j3.5
24426,si:dkey-29b11.3,sidkey29b11.3
24427,si:dkey-47k20.2,sidkey47k20.2
24428,si:dkey-47k20.3,sidkey47k20.3
24429,si:dkey-56m15.3,sidkey56m15.3
24430,si:dkey-58f10.14,sidkey58f10.14
24431,si:dkey-65b13.1,sidkey65b13.1
24432,si:dkey-7i4.11,sidkey7i4.11
24433,si:dkey-8e10.3,sidkey8e10.3
24434,si:dkey-92j16.2,sidkey92j16.2
24435,si:dkey-98j1.5,sidkey98j1.5
24436,si:dkey-9p24.5,sidkey9p24.5
24437,si:dkeyp-13d12.24,sidkeyp13d12.24
24438,si:dkeyp-6a3.1,sidkeyp6a3.1
24439,si:dkeyp-75b4.10,sidkeyp75b4.10
24440,si:dkeyp-75b4.8,sidkeyp75b4.8
24441,si:dkeyp-98a7.8,sidkeyp98a7.8
24442,si:rp71-45g20.11,sirp7145g20.11
24443,si:rp71-81e14.2,sirp7181e14.2
24444,si:rp71-84d9.1,sirp7184d9.1
24445,stag3,stag3
24446,taar12e,taar12e
24447,taar12f,taar12f
24448,taar14j,taar14j
24449,taar19m,taar19m
24450,taar20p,taar20p
24451,tbx19,tbx19
24452,thsd1,thsd1
24453,timp4.2,timp4.2
24454,tlr9,tlr9
24455,tnni1a,tnni1a
24456,tradv23.1.3,tradv23.1.3
24457,ugt2b5,ugt2b5
24458,ungb,ungb
24459,upk3b,upk3b
24460,v2ra1,v2ra1
24461,v2rx4,v2rx4
24462,vcam1a,vcam1a
24463,vtg3,vtg3
24464,vtg5,vtg5
24465,zgc:113984,zgc113984
24466,zgc:153659,zgc153659
24467,zgc:153921,zgc153921
24468,zmp:0000000650,zmp0000000650
24469,zmp:0000001289,zmp0000001289
24470,znf1052,znf1052
24471,znf1081,znf1081
24472,zp2l2,zp2l2
24473,AL645691.2,AL645691.2
24474,AL845295.1,AL845295.1
24475,AL928881.1,AL928881.1
24476,AL928927.1,AL928927.1
24477,AL954698.2,AL954698.2
24478,APCDD1,APCDD1
24479,BX004770.1,BX004770.1
24480,BX005032.1,BX005032.1
24481,BX005103.1,BX005103.1
24482,BX005361.1,BX005361.1
24483,BX005375.1,BX005375.1
24484,BX072554.2,BX072554.2
24485,BX088535.1,BX088535.1
24486,BX248410.1,BX248410.1
24487,BX279523.2,BX279523.2
24488,BX279525.1,BX279525.1
24489,BX322657.1,BX322657.1
24490,BX323797.4,BX323797.4
24491,BX323994.2,BX323994.2
24492,BX324233.1,BX324233.1
24493,BX465205.1,BX465205.1
24494,BX470247.1,BX470247.1
24495,BX510324.2,BX510324.2
24496,BX510938.2,BX510938.2
24497,BX511184.1,BX511184.1
24498,BX537109.1,BX537109.1
24499,BX548011.2,BX548011.2
24500,BX569788.1,BX569788.1
24501,BX571694.1,BX571694.1
24502,BX571762.1,BX571762.1
24503,BX571827.1,BX571827.1
24504,BX649350.1,BX649350.1
24505,BX908726.1,BX908726.1
24506,BX927130.1,BX927130.1
24507,BX927257.1,BX927257.1
24508,BX927261.1,BX927261.1
24509,BX957236.1,BX957236.1
24510,BX957274.1,BX957274.1
24511,BX957361.2,BX957361.2
24512,CABZ01012957.1,CABZ01012957.1
24513,CABZ01021532.1,CABZ01021532.1
24514,CABZ01039304.1,CABZ01039304.1
24515,CABZ01043826.1,CABZ01043826.1
24516,CABZ01043955.1,CABZ01043955.1
24517,CABZ01048453.1,CABZ01048453.1
24518,CABZ01050238.1,CABZ01050238.1
24519,CABZ01057159.1,CABZ01057159.1
24520,CABZ01079302.1,CABZ01079302.1
24521,CABZ01086835.1,CABZ01086835.1
24522,CR356222.1,CR356222.1
24523,CR376848.1,CR376848.1
24524,CR381664.1,CR381664.1
24525,CR388413.5,CR388413.5
24526,CR391977.1,CR391977.1
24527,CR392026.1,CR392026.1
24528,CR394555.1,CR394555.1
24529,CR396590.6,CR396590.6
24530,CR450716.1,CR450716.1
24531,CR559930.2,CR559930.2
24532,CR774195.2,CR774195.2
24533,CR788254.1,CR788254.1
24534,CR848723.1,CR848723.1
24535,CR848825.1,CR848825.1
24536,CR854927.2,CR854927.2
24537,CR855318.1,CR855318.1
24538,CR925863.1,CR925863.1
24539,CR927456.1,CR927456.1
24540,CT009746.1,CT009746.1
24541,CT025875.1,CT025875.1
24542,CT476811.1,CT476811.1
24543,CT573494.1,CT573494.1
24544,CT573793.2,CT573793.2
24545,CT573793.3,CT573793.3
24546,CT573817.1,CT573817.1
24547,CT583625.2,CT583625.2
24548,CT737182.1,CT737182.1
24549,CT737227.1,CT737227.1
24550,CU013534.1,CU013534.1
24551,CU019562.2,CU019562.2
24552,CU104741.1,CU104741.1
24553,CU207281.4,CU207281.4
24554,CU468164.1,CU468164.1
24555,CU655870.1,CU655870.1
24556,CU928205.1,CU928205.1
24557,FO704858.1,FO704858.1
24558,FO904898.2,FO904898.2
24559,FP016018.2,FP016018.2
24560,FP243382.1,FP243382.1
24561,FQ377934.1,FQ377934.1
24562,LO017848.1,LO017848.1
24563,LO017877.1,LO017877.1
24564,LO018238.1,LO018238.1
24565,LO018513.1,LO018513.1
24566,LO018568.1,LO018568.1
24567,RF00137,RF00137
24568,adgre16,adgre16
24569,adgrg7.1,adgrg7.1
24570,adh8a,adh8a
24571,adora2ab,adora2ab
24572,adra1aa,adra1aa
24573,b4galnt2.1,b4galnt2.1
24574,bdkrb1,bdkrb1
24575,bmf1,bmf1
24576,chrm5b,chrm5b
24577,chrna4a,chrna4a
24578,cnn1b,cnn1b
24579,cpo,cpo
24580,cyp2k22,cyp2k22
24581,defbl2,defbl2
24582,dre-mir-143-1,dre-mir-143-1
24583,dre-mir-19a,dre-mir-19a
24584,dre-mir-365-1,dre-mir-365-1
24585,dre-mir-459,dre-mir-459
24586,dre-mir-7a-2,dre-mir-7a-2
24587,fam169b,fam169b
24588,fgf5,fgf5
24589,fn3krp,fn3krp
24590,ftr26,ftr26
24591,ftr91,ftr91
24592,gabrr1,gabrr1
24593,gpr18,gpr18
24594,htr3b,htr3b
24595,il1rapl2,il1rapl2
24596,kcnj1a.3,kcnj1a.3
24597,kcnk12l,kcnk12l
24598,kctd16a,kctd16a
24599,mhc1lla,mhc1lla
24600,omga,omga
24601,or103-4,or103-4
24602,or109-11,or109-11
24603,or125-3,or125-3
24604,p2rx8,p2rx8
24605,pimr193,pimr193
24606,pimr46,pimr46
24607,pimr63,pimr63
24608,prf1.7,prf1.7
24609,prkg2,prkg2
24610,rh50,rh50
24611,rhcgb,rhcgb
24612,si:ch1073-204b8.1,sich1073204b8.1
24613,si:ch1073-394i4.1,sich1073394i4.1
24614,si:ch211-111e20.1,sich211111e20.1
24615,si:ch211-112g6.4,sich211112g6.4
24616,si:ch211-113d11.6,sich211113d11.6
24617,si:ch211-11c3.12,sich21111c3.12
