orig_gene,proc_gene
e2f8,e2f8
nav2a,nav2a
CU929054.1,CU929054.1
dbx1a,dbx1a
htatip2,htatip2
prmt3,prmt3
slc6a5,slc6a5
nitr12,nitr12
nitr9,nitr9
si:ch73-46n24.1,sich7346n24.1
CU179757.1,CU179757.1
nitr10a,nitr10a
nitr8,nitr8
CU179702.2,CU179702.2
nitr7a,nitr7a
nitr3a,nitr3a
nitr3b,nitr3b
nitr2a,nitr2a
nitr2b,nitr2b
nitr1b,nitr1b
nitr1b-1,nitr1b-1
nitr1k,nitr1k
CU672228.1,CU672228.1
nitr1b-2,nitr1b-2
nitr5,nitr5
nitr4a,nitr4a
nitr6b-1,nitr6b-1
nitr6a,nitr6a
nitr6b-2,nitr6b-2
CT030012.1,CT030012.1
map4k2,map4k2
men1,men1
rtn3,rtn3
si:dkey-106g10.7,sidkey106g10.7
si:dkey-28a3.2,sidkey28a3.2
ecsit,ecsit
eml3,eml3
mta2,mta2
cth1,cth1
taf6l,taf6l
kcnk7,kcnk7
ehbp1l1a,ehbp1l1a
si:ch73-40a2.1,sich7340a2.1
rab1ba,rab1ba
peli3,peli3
rce1a,rce1a
CT027807.1,CT027807.1
cd248a,cd248a
sstr1b,sstr1b
znf16l,znf16l
rgs12a,rgs12a
msantd1,msantd1
dtx4a,dtx4a
si:ch211-119e14.1,sich211119e14.1
coro1b,coro1b
nectin4a,nectin4a
trmt10a,trmt10a
C7H4orf54,C7H4orf54
mllt3,mllt3
focad,focad
zgc:194252,zgc194252
HACD4,HACD4
CU972454.1,CU972454.1
CU972454.2,CU972454.2
CU972454.3,CU972454.3
CU972454.4,CU972454.4
fcer1g,fcer1g
ndufs2,ndufs2
kirrel1a,kirrel1a
il13ra1,il13ra1
dock11,dock11
ntn4,ntn4
snrpf,snrpf
AMDHD1,AMDHD1
si:ch73-71d17.2,sich7371d17.2
si:ch211-212k18.6,sich211212k18.6
si:ch211-212k18.7,sich211212k18.7
si:ch211-212k18.8,sich211212k18.8
si:ch211-212k18.9,sich211212k18.9
man2b2,man2b2
ttc5,ttc5
CCNB1IP1,CCNB1IP1
si:ch211-212k18.5,sich211212k18.5
slc7a7,slc7a7
oxa1l,oxa1l
casp23,casp23
zgc:194655,zgc194655
si:ch211-212k18.15,sich211212k18.15
si:ch211-212k18.4,sich211212k18.4
si:ch211-196p9.1,sich211196p9.1
tkfc,tkfc
si:dkey-9k7.3,sidkey9k7.3
BX957278.1,BX957278.1
ovol1a,ovol1a
mus81,mus81
TMEM151A,TMEM151A
si:ch211-285j22.3,sich211285j22.3
zgc:110591,zgc110591
prox3,prox3
snx15,snx15
trip6,trip6
bcl6b,bcl6b
slc16a13,slc16a13
acap1,acap1
zgc:114045,zgc114045
BX322601.1,BX322601.1
si:ch73-335l21.1,sich73335l21.1
CU019646.1,CU019646.1
si:ch73-335l21.4,sich73335l21.4
si:ch73-335l21.3,sich73335l21.3
si:ch73-335l21.2,sich73335l21.2
dvl2,dvl2
acadvl,acadvl
zgc:194312,zgc194312
ponzr1,ponzr1
si:dkey-33c9.6,sidkey33c9.6
ntn5,ntn5
cnpy4,cnpy4
si:dkey-33c9.8,sidkey33c9.8
si:dkey-19b23.13,sidkey19b23.13
si:dkey-19b23.12,sidkey19b23.12
si:dkey-19b23.14,sidkey19b23.14
zgc:103586,zgc103586
slc3a2a,slc3a2a
zgc:158423,zgc158423
CR318653.1,CR318653.1
si:dkey-19b23.10,sidkey19b23.10
zpax4,zpax4
si:dkey-19b23.7,sidkey19b23.7
si:dkey-19b23.8,sidkey19b23.8
SAT2,SAT2
sat2a,sat2a
tnfsf12,tnfsf12
chd3,chd3
cyb5d1,cyb5d1
dnajc3b,dnajc3b
cldn15a,cldn15a
fis1,fis1
gigyf1a,gigyf1a
wrap53,wrap53
efnb3b,efnb3b
serpinh2,serpinh2
dnah2,dnah2
kdm6ba,kdm6ba
BX005336.1,BX005336.1
tmem88b,tmem88b
BX005336.3,BX005336.3
BX005336.2,BX005336.2
BX005336.4,BX005336.4
tm4sf5,tm4sf5
si:dkey-85k7.7,sidkey85k7.7
mettl3,mettl3
pop7,pop7
epoa,epoa
ufsp1,ufsp1
si:dkey-85k7.11,sidkey85k7.11
si:dkey-85k7.12,sidkey85k7.12
nlgn2a,nlgn2a
tmem256,tmem256
tmem102,tmem102
fgf11a,fgf11a
chrnb1,chrnb1
chrnb1l,chrnb1l
cldn7a,cldn7a
si:dkey-112a7.4,sidkey112a7.4
BX649313.1,BX649313.1
si:dkey-112a7.5,sidkey112a7.5
ponzr5,ponzr5
BX470211.1,BX470211.1
ponzr3,ponzr3
ponzr4,ponzr4
ugt5g1,ugt5g1
si:dkey-165a24.9,sidkey165a24.9
fxr2,fxr2
ponzr6,ponzr6
si:dkey-165a24.10,sidkey165a24.10
si:ch211-15b10.6,sich21115b10.6
rbm4.3,rbm4.3
rbm4.2,rbm4.2
rbm4.1,rbm4.1
sf1,sf1
pygmb,pygmb
clcn5b,clcn5b
tnfsf10l,tnfsf10l
si:dkey-171c9.3,sidkey171c9.3
ccnb3,ccnb3
BX957325.1,BX957325.1
htr2cl1,htr2cl1
zgc:109889,zgc109889
gpr185b,gpr185b
si:dkey-172j4.3,sidkey172j4.3
zgc:92429,zgc92429
si:ch211-200p22.4,sich211200p22.4
AL954129.1,AL954129.1
zgc:162171,zgc162171
rab39bb,rab39bb
vbp1,vbp1
CR388231.5,CR388231.5
syt4,syt4
si:dkey-183c6.7,sidkey183c6.7
si:dkey-183c6.8,sidkey183c6.8
ccdc166,ccdc166
si:dkey-183c6.9,sidkey183c6.9
homezb,homezb
cideb,cideb
CR388231.4,CR388231.4
tinf2,tinf2
dhrs4,dhrs4
efs,efs
CR388231.6,CR388231.6
acin1b,acin1b
CR388231.2,CR388231.2
CR388231.1,CR388231.1
ajuba,ajuba
mrpl52,mrpl52
mmp14a,mmp14a
lrp10,lrp10
si:ch211-216p19.5,sich211216p19.5
zgc:153151,zgc153151
si:ch211-216p19.6,sich211216p19.6
CR318603.2,CR318603.2
gmpr2,gmpr2
nedd8,nedd8
slc7a8a,slc7a8a
CR318603.1,CR318603.1
svep1,svep1
txn,txn
si:dkey-11k2.7,sidkey11k2.7
ptgr1,ptgr1
haus3,haus3
poln,poln
nat8l,nat8l
C7H4orf48,C7H4orf48
nelfa,nelfa
faah2b,faah2b
btr09,btr09
TESK1,TESK1
si:dkeyp-75h12.7,sidkeyp75h12.7
pik3c3,pik3c3
rgp1,rgp1
MSMP,MSMP
gba2,gba2
calb2b,calb2b
cmtr2,cmtr2
shroom4,shroom4
si:ch211-226l4.6,sich211226l4.6
otub1b,otub1b
CSKMT,CSKMT
fam113,fam113
BX511061.1,BX511061.1
adad2,adad2
krcp,krcp
mark2b,mark2b
rcor2,rcor2
naa40-1,naa40-1
b3gat3,b3gat3
sb:cb1058,sbcb1058
si:dkey-23i12.5,sidkey23i12.5
AL954715.5,AL954715.5
AL954715.6,AL954715.6
AL954715.2,AL954715.2
AL954715.4,AL954715.4
arl2,arl2
si:dkey-23i12.7,sidkey23i12.7
ppp2r5b,ppp2r5b
si:dkey-23i12.9,sidkey23i12.9
gpha2,gpha2
zgc:101765,zgc101765
badb,badb
exoc6b,exoc6b
cyp26b1,cyp26b1
CU929416.1,CU929416.1
dysf,dysf
CR846090.1,CR846090.1
CU467013.2,CU467013.2
mtm1,mtm1
mtmr1a,mtmr1a
cd99l2,cd99l2
hmgb3a,hmgb3a
arrb2b,arrb2b
pelp1,pelp1
BX005022.1,BX005022.1
alox12,alox12
rnaseka,rnaseka
si:dkey-6n21.12,sidkey6n21.12
si:dkey-6n21.13,sidkey6n21.13
CT027989.1,CT027989.1
zgc:92664,zgc92664
ache,ache
si:ch211-196f2.3,sich211196f2.3
snapc2,snapc2
nat16,nat16
si:ch211-196f2.6,sich211196f2.6
nat16l,nat16l
vgf,vgf
ap1s1,ap1s1
serpine1,serpine1
zgc:77439,zgc77439
zanl,zanl
map11,map11
gal3st4,gal3st4
her8a,her8a
zgc:172079,zgc172079
zgc:172079-1,zgc1720791
zgc:172079-2,zgc1720792
mblac1,mblac1
mpdu1b,mpdu1b
sox19b,sox19b
eif4a1a,eif4a1a
CR848032.1,CR848032.1
senp3b,senp3b
si:dkey-62k3.5,sidkey62k3.5
tnk1,tnk1
si:dkey-62k3.6,sidkey62k3.6
plscr3b,plscr3b
CR848032.2,CR848032.2
phf23b,phf23b
hsbp1a,hsbp1a
tp53i11a,tp53i11a
cd82a,cd82a
CR394555.1,CR394555.1
tspan18a,tspan18a
si:ch211-107p11.3,sich211107p11.3
ext2,ext2
alx4a,alx4a
caprin1a,caprin1a
nucb2a,nucb2a
rps13,rps13
BX927397.1,BX927397.1
plekha7b,plekha7b
sox6,sox6
cyp2r1,cyp2r1
calca,calca
pde3b,pde3b
BX005056.2,BX005056.2
copb1,copb1
rras2,rras2
tub,tub
RIC3,RIC3
BX072554.1,BX072554.1
lmo1,lmo1
BX072554.2,BX072554.2
BX072554.3,BX072554.3
stk33,stk33
rerglb,rerglb
trim66,trim66
BX323591.1,BX323591.1
dennd2b,dennd2b
tmem9b,tmem9b
scube2,scube2
slc7a6os,slc7a6os
slc7a6,slc7a6
adgrg1,adgrg1
adgrg1-1,adgrg1-1
CU464087.1,CU464087.1
ccdc102a,ccdc102a
dok4,dok4
CR376738.2,CR376738.2
CR376738.1,CR376738.1
dnaaf1,dnaaf1
nrn1lb,nrn1lb
cog4,cog4
thap11,thap11
gfod2,gfod2
sinhcafl,sinhcafl
vrk3,vrk3
acd,acd
ogfod1,ogfod1
fbxl8,fbxl8
tradd,tradd
gnao1b,gnao1b
mtbl,mtbl
tmppe,tmppe
exosc6,exosc6
slc38a8b,slc38a8b
aph1b,aph1b
herc1,herc1
dapk2a,dapk2a
si:ch211-112g6.4,sich211112g6.4
CR450827.2,CR450827.2
rab8b,rab8b
trpm1a,trpm1a
gtf2a2,gtf2a2
CR450827.1,CR450827.1
foxb1b,foxb1b
BX927082.1,BX927082.1
anxa2b,anxa2b
rorab,rorab
vps13c,vps13c
tln2a,tln2a
tpma,tpma
fbxo22,fbxo22
isl2b,isl2b
pstpip1b,pstpip1b
tspan3b,tspan3b
nmbb,nmbb
alpk3b,alpk3b
frmd5,frmd5
tmed3,tmed3
si:ch211-107o10.3,sich211107o10.3
CR356246.1,CR356246.1
wdr76,wdr76
znf710b,znf710b
sema4bb,sema4bb
zgc:162945,zgc162945
serf2,serf2
polr2m,polr2m
aldh1a2,aldh1a2
aqp9b,aqp9b
lipca,lipca
adam10a,adam10a
BX957301.1,BX957301.1
AL935053.1,AL935053.1
mindy2,mindy2
sltm,sltm
rnf111,rnf111
ccnb2,ccnb2
myo1ea,myo1ea
mtmr10,mtmr10
mphosph10,mphosph10
mcee,mcee
apba2b,apba2b
sord,sord
si:dkey-1h4.4,sidkey1h4.4
terb2,terb2
tjp1a,tjp1a
fam189a1,fam189a1
CR356242.1,CR356242.1
casc4,casc4
ctdspl2b,ctdspl2b
strc1,strc1
eif3jb,eif3jb
cilp,cilp
CU329666.1,CU329666.1
igdcc3,igdcc3
igdcc4,igdcc4
nap1l4b,nap1l4b
cars1,cars1
mybpc3,mybpc3
lin7c,lin7c
bdnf,bdnf
kif18a,kif18a
mettl15,mettl15
BX324119.1,BX324119.1
lgr4,lgr4
BX511109.1,BX511109.1
CT030129.1,CT030129.1
kcna4,kcna4
fshb,fshb
arl14ep,arl14ep
si:ch73-314g15.3,sich73314g15.3
spi1b,spi1b
slc39a13,slc39a13
si:ch211-150g13.3,sich211150g13.3
gas2b,gas2b
slc17a6b,slc17a6b
ano5b,ano5b
tssc4,tssc4
ano9b,ano9b
pkp3b,pkp3b
cd81a,cd81a
kcnc1a,kcnc1a
tph1b,tph1b
mns1,mns1
zgc:153219,zgc153219
itln2,itln2
itln2-1,itln2-1
si:ch211-194p6.10,sich211194p6.10
BX571811.2,BX571811.2
BX571811.1,BX571811.1
ITLN1,ITLN1
itga11a,itga11a
coro2ba,coro2ba
anp32a,anp32a
glceb,glceb
paqr5b,paqr5b
AL954672.1,AL954672.1
tle3b,tle3b
uacab,uacab
rxfp3.3a1,rxfp3.3a1
pias1a,pias1a
skor1a,skor1a
map2k5,map2k5
smad3a,smad3a
smad6a,smad6a
crybgx,crybgx
lctla,lctla
tipin,tipin
dis3l,dis3l
si:ch211-98n17.5,sich21198n17.5
fibinb,fibinb
bbox1,bbox1
madd,madd
nr1h3,nr1h3
si:cabz01009626.1,sicabz01009626.1
si:zfos-1897c11.1,sizfos1897c11.1
cln6a,cln6a
calml4a,calml4a
tex9,tex9
rfx7a,rfx7a
fhod1,fhod1
slc9a5,slc9a5
plekhg4,plekhg4
si:dkey-148a17.5,sidkey148a17.5
si:dkey-148a17.6,sidkey148a17.6
esrp2,esrp2
nfatc3a,nfatc3a
BX005082.1,BX005082.1
ddx28,ddx28
galr1b,galr1b
zgc:112160,zgc112160
zgc:136461,zgc136461
ctrb1,ctrb1
agrp,agrp
atp6v0d1,atp6v0d1
hsd11b2,hsd11b2
zdhhc1,zdhhc1
tppp3,tppp3
amfrb,amfrb
dpep2,dpep2
slc12a4,slc12a4
slc6a2,slc6a2
lpcat2,lpcat2
mmp2,mmp2
BX294178.2,BX294178.2
irx6a,irx6a
BX294178.1,BX294178.1
BX294178.3,BX294178.3
BX255967.1,BX255967.1
irx5a,irx5a
irx3a,irx3a
CR848715.1,CR848715.1
fto,fto
aktip,aktip
chd9,chd9
CU464124.1,CU464124.1
FP015866.3,FP015866.3
FP015866.1,FP015866.1
zgc:195356,zgc195356
tox3,tox3
AL929307.1,AL929307.1
sall1a,sall1a
CT030153.1,CT030153.1
cylda,cylda
nod2,nod2
nkd1,nkd1
brd7,brd7
adcy7,adcy7
BX663605.1,BX663605.1
tent4b,tent4b
heatr3,heatr3
BX323060.3,BX323060.3
cebpa,cebpa
cebpg,cebpg
BX323060.1,BX323060.1
abcc12,abcc12
BX323797.3,BX323797.3
BX323797.4,BX323797.4
si:dkey-78a14.4,sidkey78a14.4
cnep1r1,cnep1r1
gpatch1,gpatch1
lrp3,lrp3
slc7a10a,slc7a10a
BX323855.1,BX323855.1
rhpn2,rhpn2
BX323855.2,BX323855.2
cep89,cep89
zgc:165481,zgc165481
slc7a9,slc7a9
nudt19,nudt19
celf1,celf1
BX571680.1,BX571680.1
CR318601.1,CR318601.1
ptpmt1,ptpmt1
ndufs3,ndufs3
c1qtnf4,c1qtnf4
c6ast4,c6ast4
c6ast3,c6ast3
BX957297.3,BX957297.3
BX957297.2,BX957297.2
npsn,npsn
c6ast1,c6ast1
mtch2,mtch2
psmc3,psmc3
aplnr2,aplnr2
syt13,syt13
BX957297.1,BX957297.1
cd59,cd59
fbxo3,fbxo3
znf408,znf408
f2,f2
arhgap1,arhgap1
si:dkey-23n7.10,sidkey23n7.10
atg13,atg13
harbi1,harbi1
zgc:110699,zgc110699
phf21aa,phf21aa
creb3l1,creb3l1
dgkza,dgkza
CR382325.1,CR382325.1
mdka,mdka
chrm4a,chrm4a
ambra1a,ambra1a
acp2,acp2
slc8b1,slc8b1
tnni2b.2,tnni2b.2
tnni2b.1,tnni2b.1
lsp1b,lsp1b
tnnt3b,tnnt3b
otog,otog
slc22a18,slc22a18
ptprja,ptprja
ptpn5,ptpn5
zgc:158564,zgc158564
tbc1d14,tbc1d14
ccl36.1,ccl36.1
BX908792.1,BX908792.1
si:dkey-58i8.5,sidkey58i8.5
ccdc96,ccdc96
tada2b,tada2b
grpel1,grpel1
sorcs2,sorcs2
shrprbck1r,shrprbck1r
MAF1,MAF1
si:ch73-174h16.4,sich73174h16.4
si:ch73-174h16.5,sich73174h16.5
wdr60,wdr60
esyt2b,esyt2b
ncapg2,ncapg2
ptprn2,ptprn2
dnajb6b,dnajb6b
ube3c,ube3c
mnx1,mnx1
nom1,nom1
lmbr1,lmbr1
rnf32,rnf32
CU041319.3,CU041319.3
shha,shha
rbm33a,rbm33a
CU041319.2,CU041319.2
si:dkey-151p11.2,sidkey151p11.2
en2a,en2a
insig1,insig1
htr5ab,htr5ab
AL772146.1,AL772146.1
puf60b,puf60b
scrib,scrib
AL772146.2,AL772146.2
kif9,kif9
si:dkey-86l18.10,sidkey86l18.10
rgs9bp,rgs9bp
MCUR1,MCUR1
dph2,dph2
ncf2,ncf2
garem,garem
prkdc,prkdc
BX322787.1,BX322787.1
abcf2b,abcf2b
chpf2,chpf2
smarcd3b,smarcd3b
BX005319.1,BX005319.1
NFX1,NFX1
plxdc2,plxdc2
malrd1,malrd1
arl8,arl8
hrh3,hrh3
vps35,vps35
orc6,orc6
mylk3,mylk3
C7H16orf87,C7H16orf87
gpt2,gpt2
dnaja2a,dnaja2a
neto2b,neto2b
itfg1,itfg1
phkb,phkb
CU570782.3,CU570782.3
CU570782.1,CU570782.1
CU570782.2,CU570782.2
adamts18,adamts18
BX284620.3,BX284620.3
BX470088.1,BX470088.1
BX284696.1,BX284696.1
BX005003.1,BX005003.1
BX005396.3,BX005396.3
BX005396.2,BX005396.2
cdh11,cdh11
CT025913.1,CT025913.1
BX842687.1,BX842687.1
CU861667.1,CU861667.1
cdh5,cdh5
bean1,bean1
si:ch211-189a15.5,sich211189a15.5
tk2,tk2
CT027744.2,CT027744.2
cmtm3,cmtm3
CT027744.1,CT027744.1
cmtm4,cmtm4
BX511128.1,BX511128.1
dync1li2,dync1li2
BX511128.2,BX511128.2
si:dkey-56m19.5,sidkey56m19.5
BX511128.3,BX511128.3
nae1,nae1
ca7,ca7
cdh16,cdh16
BX511136.1,BX511136.1
rrad,rrad
ciao2b,ciao2b
VSTM2B,VSTM2B
uqcrfs1,uqcrfs1
BX511025.1,BX511025.1
shcbp1,shcbp1
FO704745.1,FO704745.1
pop4,pop4
plekhf1,plekhf1
C18H19orf12,C18H19orf12
C18H19orf12-1,C18H19orf12-1
C18H19orf12-2,C18H19orf12-2
si:ch211-260e23.9,sich211260e23.9
zgc:162297,zgc162297
ccne1,ccne1
CR847947.1,CR847947.1
znf536,znf536
tshz3b,tshz3b
CT476811.1,CT476811.1
BX005073.3,BX005073.3
BX005073.1,BX005073.1
BX005073.2,BX005073.2
BX323051.1,BX323051.1
znf507,znf507
si:ch211-186j3.3,sich211186j3.3
dpy19l3,dpy19l3
AL935126.2,AL935126.2
si:ch211-186j3.6,sich211186j3.6
CABZ01040175.1,CABZ01040175.1
mtss1lb,mtss1lb
CR354581.1,CR354581.1
cpeb1b,cpeb1b
rbpms2b,rbpms2b
BX663612.2,BX663612.2
oaz2b,oaz2b
slc25a44b,slc25a44b
crabp1b,crabp1b
sin3ab,sin3ab
lingo1b,lingo1b
AL928843.1,AL928843.1
kcnq1.1,kcnq1.1
cdkn1ca,cdkn1ca
trpm5,trpm5
AL929208.1,AL929208.1
traf6,traf6
acana,acana
mfge8a,mfge8a
cpt1aa,cpt1aa
igf2a,igf2a
BX001047.1,BX001047.1
si:ch211-288d18.1,sich211288d18.1
b4galnt4b,b4galnt4b
abtb2a,abtb2a
brsk2b,brsk2b
tsg101b,tsg101b
hrasb,hrasb
rassf7b,rassf7b
ascl1b,ascl1b
ascl1b-1,ascl1b-1
fjx1,fjx1
PAMR1,PAMR1
slc1a2a,slc1a2a
cd44a,cd44a
apip,apip
lrrc4cb,lrrc4cb
hsd17b12b,hsd17b12b
CR376774.1,CR376774.1
ttc17,ttc17
prc1b,prc1b
vps33b,vps33b
hddc3,hddc3
mfap1,mfap1
hypk,hypk
serinc4,serinc4
adamtsl5,adamtsl5
crtc3,crtc3
iqgap1,iqgap1
CABZ01045518.1,CABZ01045518.1
si:ch73-380l10.2,sich73380l10.2
dthd1,dthd1
CU672227.1,CU672227.1
per1b,per1b
pcolceb,pcolceb
PAQR9,PAQR9
CR318600.3,CR318600.3
ankrd46b,ankrd46b
col4a6,col4a6
col4a5,col4a5
CR354588.1,CR354588.1
gc2,gc2
rasl11a,rasl11a
usp12b,usp12b
arhgap36,arhgap36
nhsl2,nhsl2
rps4x,rps4x
cited1,cited1
hdac8,hdac8
hdac8-1,hdac8-1
leap2,leap2
bmp15,bmp15
got2b,got2b
BX957362.5,BX957362.5
slc38a7,slc38a7
BX957362.2,BX957362.2
si:ch211-122f10.4,sich211122f10.4
BX957362.1,BX957362.1
BX957362.4,BX957362.4
BX957362.3,BX957362.3
cyp2x10.2,cyp2x10.2
cyp2x10.2-1,cyp2x10.2-1
cyp2x12,cyp2x12
si:dkey-286h2.3,sidkey286h2.3
CT737190.1,CT737190.1
tmem208,tmem208
katnb1,katnb1
CT737190.2,CT737190.2
SLCO3A1,SLCO3A1
gnrhr2,gnrhr2
wdr93,wdr93
BX324153.1,BX324153.1
myzap,myzap
cgnl1,cgnl1
tcf12,tcf12
BX323544.2,BX323544.2
znf280d,znf280d
mtfmt,mtfmt
ppip5k1a,ppip5k1a
map1aa,map1aa
tp53bp1,tp53bp1
tubgcp4,tubgcp4
CU469544.1,CU469544.1
cdkn2aip,cdkn2aip
cart3,cart3
CABZ01070527.1,CABZ01070527.1
cdh1,cdh1
BX322631.2,BX322631.2
cdh29,cdh29
BX322631.1,BX322631.1
cdh28,cdh28
cdh30,cdh30
trip4,trip4
znf609b,znf609b
gramd2aa,gramd2aa
BX649433.1,BX649433.1
chrna7,chrna7
neo1a,neo1a
rps17,rps17
csnk1g1,csnk1g1
pacsin3,pacsin3
fadd,fadd
ano1,ano1
zgc:153993,zgc153993
fgf3,fgf3
AL929586.1,AL929586.1
fgf4,fgf4
fgf19,fgf19
lto1,lto1
ccnd1,ccnd1
BX323041.1,BX323041.1
tpcn2,tpcn2
nadsyn1,nadsyn1
snai3,snai3
cdh31,cdh31
rnf166,rnf166
ctu2,ctu2
piezo1,piezo1
cdt1,cdt1
aprt,aprt
galns,galns
trappc2l,trappc2l
pabpn1l,pabpn1l
cbfa2t3,cbfa2t3
ACSF3,ACSF3
cdh15,cdh15
spg7,spg7
ankrd11,ankrd11
slc22a31,slc22a31
ist1,ist1
dhodh,dhodh
hp,hp
sult5a1,sult5a1
dpep1,dpep1
kcng4b,kcng4b
zgc:194679,zgc194679
nqo1,nqo1
ENSDARG00000059529,ENSDARG00000059529
csnk2a2a,csnk2a2a
si:ch211-146m13.3,sich211146m13.3
senp8,senp8
myo9aa,myo9aa
scamp2l,scamp2l
enosf1,enosf1
ADAMTS7,ADAMTS7
BX470176.1,BX470176.1
rxfp3.3a2,rxfp3.3a2
CT030048.1,CT030048.1
drd4b,drd4b
sirt3,sirt3
pde5ab,pde5ab
mad2l1,mad2l1
arsj,arsj
camk2d1,camk2d1
ank2b,ank2b
nsmaf,nsmaf
ggh,ggh
unm-hu7910,unm-hu7910
sdcbp,sdcbp
CR354540.1,CR354540.1
CR354540.2,CR354540.2
penkb,penkb
sdr16c5b,sdr16c5b
chchd7,chchd7
plag1,plag1
rps20,rps20
ENSDARG00000083158,ENSDARG00000083158
zgc:56231,zgc56231
sox17,sox17
sox32,sox32
mrpl15,mrpl15
lypla1,lypla1
CU681855.1,CU681855.1
mrc1a,mrc1a
hacd1,hacd1
fastkd3,fastkd3
chmp5b,chmp5b
dennd4c,dennd4c
BX005437.2,BX005437.2
haus6,haus6
ostc,ostc
nagk,nagk
dok1b,dok1b
m1ap,m1ap
SEMA4F,SEMA4F
slx1b,slx1b
BOLA2,BOLA2
larp7,larp7
rpl34,rpl34
trmt44,trmt44
gpr78b,gpr78b
CR384075.1,CR384075.1
etnppl,etnppl
BX511067.1,BX511067.1
hspa12b,hspa12b
cct7,cct7
slc8a4b,slc8a4b
plcb3,plcb3
ppp1r14bb,ppp1r14bb
brms1,brms1
pcxb,pcxb
lrfn4b,lrfn4b
BX294163.1,BX294163.1
nwd2,nwd2
zgc:194930,zgc194930
rell1,rell1
rwdd,rwdd
adam19a,adam19a
lrch4,lrch4
CR589943.1,CR589943.1
acox3,acox3
HTRA3,HTRA3
SH3TC1,SH3TC1
CR382383.2,CR382383.2
tdrd7b,tdrd7b
plaa,plaa
smim20,smim20
rbpjb,rbpjb
CCKAR,CCKAR
tbc1d19,tbc1d19
stim2b,stim2b
CR318620.1,CR318620.1
pcdh7b,pcdh7b
CR354398.1,CR354398.1
CR387919.1,CR387919.1
zdhhc21,zdhhc21
adgrg3,adgrg3
sinhcafl-1,sinhcafl-1
dennd5a,dennd5a
tmem41b,tmem41b
ipo7,ipo7
ENSDARG00000082611,ENSDARG00000082611
pkd1l2a,pkd1l2a
bco1l,bco1l
bco1,bco1
bola3,bola3
vat1l,vat1l
CLEC3A,CLEC3A
usp47,usp47
dkk3a,dkk3a
mical2a,mical2a
parvab,parvab
FP016235.1,FP016235.1
tead1b,tead1b
RASSF10,RASSF10
arntl1b,arntl1b
btbd10b,btbd10b
pth1b,pth1b
galnt18b,galnt18b
AL808121.1,AL808121.1
tmem176l.3b,tmem176l.3b
eif4g2a,eif4g2a
ctr9,ctr9
mrvi1,mrvi1
lyve1a,lyve1a
ampd3a,ampd3a
adma,adma
sbf2,sbf2
swap70a,swap70a
znf143a,znf143a
pkd1l2b,pkd1l2b
psmd7,psmd7
nfat5b,nfat5b
kars1,kars1
gcshb,gcshb
rpl13,rpl13
CU683900.2,CU683900.2
cpne7,cpne7
CR388184.2,CR388184.2
CR388184.1,CR388184.1
cyb5b,cyb5b
CU469577.1,CU469577.1
dhx38,dhx38
pmfbp1,pmfbp1
si:ch73-315f9.2,sich73315f9.2
CU467042.1,CU467042.1
BX511086.1,BX511086.1
zfhx3,zfhx3
CU468723.2,CU468723.2
CU468723.4,CU468723.4
CR450727.1,CR450727.1
CU694206.1,CU694206.1
CABZ01057496.1,CABZ01057496.1
hnf4b,hnf4b
CABZ01057488.1,CABZ01057488.1
crispld2,crispld2
usp10,usp10
marveld3,marveld3
phlpp2,phlpp2
ap1g1,ap1g1
ZNF821,ZNF821
atxn1l,atxn1l
elp5,elp5
ctdnep1b,ctdnep1b
gabarapb,gabarapb
spata6l,spata6l
slc1a1,slc1a1
RAP1GDS1,RAP1GDS1
tspan5a,tspan5a
LO018231.1,LO018231.1
frem1a,frem1a
USP53,USP53
myoz2a,myoz2a
FO818704.2,FO818704.2
sec24d,sec24d
KCNIP4,KCNIP4
adgra3,adgra3
gba3,gba3
ppargc1a,ppargc1a
dhx15,dhx15
sod3a,sod3a
ccdc149a,ccdc149a
CABZ01074298.1,CABZ01074298.1
lgi2a,lgi2a
sepsecs,sepsecs
aco1,aco1
CU651662.1,CU651662.1
ppp1r15a,ppp1r15a
acer2,acer2
tyms,tyms
adcyap1a,adcyap1a
mettl4,mettl4
smchd1,smchd1
emilin2b,emilin2b
myom1b,myom1b
myl12.1,myl12.1
nsun6,nsun6
cacnb2a,cacnb2a
CU607104.1,CU607104.1
CABZ01083440.1,CABZ01083440.1
lrp4,lrp4
psmd9,psmd9
ywhae2,ywhae2
CU571069.1,CU571069.1
LO018380.1,LO018380.1
FP236734.1,FP236734.1
SIPA1,SIPA1
RASGRP2,RASGRP2
CU463038.2,CU463038.2
slc35c1,slc35c1
tollip,tollip
muc5.3,muc5.3
muc5f,muc5f
CU459012.3,CU459012.3
rph3ab,rph3ab
CU459012.1,CU459012.1
HECTD4,HECTD4
mrpl21,mrpl21
MAPK8IP1,MAPK8IP1
CABZ01057364.2,CABZ01057364.2
CABZ01057364.1,CABZ01057364.1
FO905040.1,FO905040.1
CU929444.1,CU929444.1
ADGRL3,ADGRL3
CABZ01067169.1,CABZ01067169.1
CABZ01083442.1,CABZ01083442.1
CABZ01081777.1,CABZ01081777.1
SLC24A2,SLC24A2
AL929105.1,AL929105.1
si:ch211-142d6.2,sich211142d6.2
cbln6,cbln6
cbln8,cbln8
arhgef40,arhgef40
znf219,znf219
si:dkey-46i9.1,sidkey46i9.1
btr12,btr12
