X,orig_gene,proc_gene
21560,si:dkey-21h14.3,sidkey21h14.3
21561,si:dkey-21h14.9,sidkey21h14.9
21562,si:dkey-21o19.2,sidkey21o19.2
21563,si:dkey-21o22.2,sidkey21o22.2
21564,si:dkey-21p1.3,sidkey21p1.3
21565,si:dkey-220k22.1,sidkey220k22.1
21566,si:dkey-220k22.3,sidkey220k22.3
21567,si:dkey-220o5.5,sidkey220o5.5
21568,si:dkey-221h15.4,sidkey221h15.4
21569,si:dkey-221j11.3,sidkey221j11.3
21570,si:dkey-221l4.10,sidkey221l4.10
21571,si:dkey-221l4.11,sidkey221l4.11
21572,si:dkey-222b8.4,sidkey222b8.4
21573,si:dkey-222f2.1,sidkey222f2.1
21574,si:dkey-222f2.7,sidkey222f2.7
21575,si:dkey-222h21.1,sidkey222h21.1
21576,si:dkey-222h21.5,sidkey222h21.5
21577,si:dkey-222h21.6,sidkey222h21.6
21578,si:dkey-222h21.7,sidkey222h21.7
21579,si:dkey-222h21.8,sidkey222h21.8
21580,si:dkey-222h21.9,sidkey222h21.9
21581,si:dkey-222n6.2,sidkey222n6.2
21582,si:dkey-222p3.1,sidkey222p3.1
21583,si:dkey-223d7.6,sidkey223d7.6
21584,si:dkey-223p19.1,sidkey223p19.1
21585,si:dkey-223p19.2,sidkey223p19.2
21586,si:dkey-225f23.4,sidkey225f23.4
21587,si:dkey-225f23.5,sidkey225f23.5
21588,si:dkey-225f5.5,sidkey225f5.5
21589,si:dkey-225k4.1,sidkey225k4.1
21590,si:dkey-225n22.4,sidkey225n22.4
21591,si:dkey-226l10.6,sidkey226l10.6
21592,si:dkey-226m8.10,sidkey226m8.10
21593,si:dkey-226n24.1,sidkey226n24.1
21594,si:dkey-228a15.1,sidkey228a15.1
21595,si:dkey-228b2.6,sidkey228b2.6
21596,si:dkey-228d14.5,sidkey228d14.5
21597,si:dkey-229b18.3,sidkey229b18.3
21598,si:dkey-229d11.3,sidkey229d11.3
21599,si:dkey-229d11.5,sidkey229d11.5
21600,si:dkey-229e3.2,sidkey229e3.2
21601,si:dkey-22a18.2,sidkey22a18.2
21602,si:dkey-22f5.9,sidkey22f5.9
21603,si:dkey-22h13.2,sidkey22h13.2
21604,si:dkey-22h13.3,sidkey22h13.3
21605,si:dkey-22h13.5,sidkey22h13.5
21607,si:dkey-22i16.9,sidkey22i16.9
21608,si:dkey-22l1.1,sidkey22l1.1
21609,si:dkey-22l11.6,sidkey22l11.6
21610,si:dkey-22n8.3,sidkey22n8.3
21611,si:dkey-22o12.2,sidkey22o12.2
21612,si:dkey-22o22.2,sidkey22o22.2
21613,si:dkey-231j24.3,sidkey231j24.3
21614,si:dkey-233e3.2,sidkey233e3.2
21615,si:dkey-233e3.3,sidkey233e3.3
21616,si:dkey-234d14.2,sidkey234d14.2
21617,si:dkey-234h16.7,sidkey234h16.7
21618,si:dkey-234i14.14,sidkey234i14.14
21619,si:dkey-234i14.2,sidkey234i14.2
21620,si:dkey-234i14.3,sidkey234i14.3
21621,si:dkey-234i14.6,sidkey234i14.6
21622,si:dkey-235d18.5,sidkey235d18.5
21623,si:dkey-237h12.3,sidkey237h12.3
21624,si:dkey-237i9.8,sidkey237i9.8
21625,si:dkey-237j10.2,sidkey237j10.2
21626,si:dkey-237j11.3,sidkey237j11.3
21627,si:dkey-237m9.2,sidkey237m9.2
21628,si:dkey-238c7.16,sidkey238c7.16
21629,si:dkey-238d18.15,sidkey238d18.15
21630,si:dkey-238d18.3,sidkey238d18.3
21631,si:dkey-238d18.4,sidkey238d18.4
21632,si:dkey-238d18.5,sidkey238d18.5
21633,si:dkey-238d18.6,sidkey238d18.6
21634,si:dkey-238f9.1,sidkey238f9.1
21635,si:dkey-238i5.2,sidkey238i5.2
21636,si:dkey-238i5.3,sidkey238i5.3
21637,si:dkey-238j22.1,sidkey238j22.1
21638,si:dkey-238o13.4,sidkey238o13.4
21639,si:dkey-238o14.1,sidkey238o14.1
21640,si:dkey-238o14.3,sidkey238o14.3
21641,si:dkey-238o14.7,sidkey238o14.7
21642,si:dkey-239b22.2,sidkey239b22.2
21643,si:dkey-239h2.3,sidkey239h2.3
21644,si:dkey-239i20.2,sidkey239i20.2
21645,si:dkey-239i20.4,sidkey239i20.4
21646,si:dkey-239j18.2,sidkey239j18.2
21647,si:dkey-239j18.3,sidkey239j18.3
21648,si:dkey-23a13.11,sidkey23a13.11
21649,si:dkey-23a13.14,sidkey23a13.14
21650,si:dkey-23a13.17,sidkey23a13.17
21651,si:dkey-23a13.2,sidkey23a13.2
21652,si:dkey-23a13.22,sidkey23a13.22
21653,si:dkey-23a13.9,sidkey23a13.9
21654,si:dkey-23a23.2,sidkey23a23.2
21655,si:dkey-23a23.3,sidkey23a23.3
21656,si:dkey-23c22.5,sidkey23c22.5
21657,si:dkey-23c22.7,sidkey23c22.7
21658,si:dkey-23f9.11,sidkey23f9.11
21659,si:dkey-23f9.12,sidkey23f9.12
21660,si:dkey-23f9.4,sidkey23f9.4
21661,si:dkey-23f9.8,sidkey23f9.8
21662,si:dkey-23i12.5,sidkey23i12.5
21663,si:dkey-23i12.7,sidkey23i12.7
21664,si:dkey-23i12.9,sidkey23i12.9
21665,si:dkey-23k10.3,sidkey23k10.3
21666,si:dkey-23k10.5,sidkey23k10.5
21667,si:dkey-23n7.10,sidkey23n7.10
21668,si:dkey-23o4.6,sidkey23o4.6
21669,si:dkey-240e12.6,sidkey240e12.6
21670,si:dkey-240h12.3,sidkey240h12.3
21672,si:dkey-240n22.6,sidkey240n22.6
21673,si:dkey-240n22.8,sidkey240n22.8
21674,si:dkey-241l7.2,sidkey241l7.2
21675,si:dkey-241l7.3,sidkey241l7.3
21676,si:dkey-241l7.4,sidkey241l7.4
21677,si:dkey-241l7.5,sidkey241l7.5
21678,si:dkey-241l7.6,sidkey241l7.6
21679,si:dkey-242g16.2,sidkey242g16.2
21680,si:dkey-242h9.3,sidkey242h9.3
21681,si:dkey-242h9.5,sidkey242h9.5
21682,si:dkey-243i1.1,sidkey243i1.1
21683,si:dkey-243k1.3,sidkey243k1.3
21684,si:dkey-244a7.1,sidkey244a7.1
21685,si:dkey-245f22.3,sidkey245f22.3
21686,si:dkey-245n4.2,sidkey245n4.2
21687,si:dkey-246e1.3,sidkey246e1.3
21688,si:dkey-246g23.2,sidkey246g23.2
21689,si:dkey-246g23.4,sidkey246g23.4
21690,si:dkey-246i14.3,sidkey246i14.3
21691,si:dkey-246j6.1,sidkey246j6.1
21692,si:dkey-246j6.3,sidkey246j6.3
21693,si:dkey-246j7.1,sidkey246j7.1
21694,si:dkey-247i3.1,sidkey247i3.1
21695,si:dkey-247i3.5,sidkey247i3.5
21696,si:dkey-247k7.2,sidkey247k7.2
21697,si:dkey-247m21.3,sidkey247m21.3
21698,si:dkey-248e17.5,sidkey248e17.5
21699,si:dkey-248f6.3,sidkey248f6.3
21700,si:dkey-248g15.3,sidkey248g15.3
21701,si:dkey-248g21.1,sidkey248g21.1
21702,si:dkey-249d8.1,sidkey249d8.1
21703,si:dkey-24f15.2,sidkey24f15.2
21704,si:dkey-24h22.5,sidkey24h22.5
21705,si:dkey-24i24.3,sidkey24i24.3
21706,si:dkey-24l11.2,sidkey24l11.2
21707,si:dkey-24p1.1,sidkey24p1.1
21708,si:dkey-24p1.6,sidkey24p1.6
21709,si:dkey-24p1.7,sidkey24p1.7
21710,si:dkey-250d21.1,sidkey250d21.1
21711,si:dkey-250k10.1,sidkey250k10.1
21712,si:dkey-250k10.4,sidkey250k10.4
21713,si:dkey-250k15.10,sidkey250k15.10
21714,si:dkey-250k15.4,sidkey250k15.4
21715,si:dkey-250k15.7,sidkey250k15.7
21716,si:dkey-250k15.9,sidkey250k15.9
21717,si:dkey-251i10.1,sidkey251i10.1
21718,si:dkey-251i10.2,sidkey251i10.2
21719,si:dkey-253d23.11,sidkey253d23.11
21720,si:dkey-253d23.2,sidkey253d23.2
21721,si:dkey-253d23.3,sidkey253d23.3
21722,si:dkey-253d23.4,sidkey253d23.4
21723,si:dkey-253d23.5,sidkey253d23.5
21724,si:dkey-253d23.8,sidkey253d23.8
21725,si:dkey-253d23.9,sidkey253d23.9
21726,si:dkey-253i9.4,sidkey253i9.4
21727,si:dkey-254e13.6,sidkey254e13.6
21728,si:dkey-256e7.8,sidkey256e7.8
21729,si:dkey-256h2.1,sidkey256h2.1
21730,si:dkey-256i11.2,sidkey256i11.2
21731,si:dkey-258f14.3,sidkey258f14.3
21732,si:dkey-259j3.5,sidkey259j3.5
21733,si:dkey-25e12.3,sidkey25e12.3
21734,si:dkey-25g12.4,sidkey25g12.4
21735,si:dkey-25i10.1,sidkey25i10.1
21736,si:dkey-25o1.7,sidkey25o1.7
21737,si:dkey-25o16.4,sidkey25o16.4
21738,si:dkey-260c8.6,sidkey260c8.6
21739,si:dkey-260c8.8,sidkey260c8.8
21740,si:dkey-260j18.2,sidkey260j18.2
21741,si:dkey-261e22.4,sidkey261e22.4
21742,si:dkey-261i16.5,sidkey261i16.5
21743,si:dkey-261j11.2,sidkey261j11.2
21744,si:dkey-261j11.3,sidkey261j11.3
21745,si:dkey-261j15.2,sidkey261j15.2
21746,si:dkey-261j4.3,sidkey261j4.3
21747,si:dkey-261j4.4,sidkey261j4.4
21748,si:dkey-261j4.5,sidkey261j4.5
21749,si:dkey-261l7.2,sidkey261l7.2
21750,si:dkey-261m9.12,sidkey261m9.12
21751,si:dkey-261m9.6,sidkey261m9.6
21752,si:dkey-261p22.1,sidkey261p22.1
21753,si:dkey-262g12.10,sidkey262g12.10
21754,si:dkey-262g12.12,sidkey262g12.12
21755,si:dkey-262g12.14,sidkey262g12.14
21756,si:dkey-262g12.3,sidkey262g12.3
21757,si:dkey-262g12.7,sidkey262g12.7
21758,si:dkey-262k9.2,sidkey262k9.2
21759,si:dkey-262k9.4,sidkey262k9.4
21760,si:dkey-264b2.3,sidkey264b2.3
21761,si:dkey-264d12.1,sidkey264d12.1
21762,si:dkey-264d12.4,sidkey264d12.4
21763,si:dkey-264d12.5,sidkey264d12.5
21764,si:dkey-264f17.2,sidkey264f17.2
21765,si:dkey-264f17.4,sidkey264f17.4
21766,si:dkey-265e15.5,sidkey265e15.5
21767,si:dkey-265e7.1,sidkey265e7.1
21768,si:dkey-266f7.10,sidkey266f7.10
21769,si:dkey-266f7.4,sidkey266f7.4
21770,si:dkey-266f7.5,sidkey266f7.5
21771,si:dkey-266f7.9,sidkey266f7.9
21772,si:dkey-266m15.5,sidkey266m15.5
21773,si:dkey-266m15.6,sidkey266m15.6
21774,si:dkey-266m15.7,sidkey266m15.7
21775,si:dkey-267j14.7,sidkey267j14.7
21776,si:dkey-267n13.1,sidkey267n13.1
21777,si:dkey-269i1.4,sidkey269i1.4
21778,si:dkey-269o24.1,sidkey269o24.1
21779,si:dkey-269o24.6,sidkey269o24.6
21780,si:dkey-269p2.1,sidkey269p2.1
21781,si:dkey-26c10.5,sidkey26c10.5
21782,si:dkey-26i13.6,sidkey26i13.6
21783,si:dkey-26i13.8,sidkey26i13.8
21784,si:dkey-26i24.1,sidkey26i24.1
21785,si:dkey-271j15.3,sidkey271j15.3
21786,si:dkey-273g18.1,sidkey273g18.1
21787,si:dkey-274m17.3,sidkey274m17.3
21788,si:dkey-275b16.2,sidkey275b16.2
21789,si:dkey-276j7.1,sidkey276j7.1
21790,si:dkey-276j7.2,sidkey276j7.2
21791,si:dkey-276j7.3,sidkey276j7.3
21792,si:dkey-279j5.1,sidkey279j5.1
21793,si:dkey-27b3.2,sidkey27b3.2
21794,si:dkey-27b3.4,sidkey27b3.4
21795,si:dkey-27c15.3,sidkey27c15.3
21796,si:dkey-27d5.10,sidkey27d5.10
21797,si:dkey-27d5.14,sidkey27d5.14
21798,si:dkey-27d5.3,sidkey27d5.3
21799,si:dkey-27d5.4,sidkey27d5.4
21800,si:dkey-27h10.2,sidkey27h10.2
21801,si:dkey-27i16.2,sidkey27i16.2
21802,si:dkey-27j5.5,sidkey27j5.5
21803,si:dkey-27j5.8,sidkey27j5.8
21804,si:dkey-27l15.1,sidkey27l15.1
21805,si:dkey-27m7.4,sidkey27m7.4
21806,si:dkey-27n14.1,sidkey27n14.1
21807,si:dkey-27n6.4,sidkey27n6.4
21808,si:dkey-27n6.9,sidkey27n6.9
21809,si:dkey-27o4.1,sidkey27o4.1
21810,si:dkey-27p18.3,sidkey27p18.3
21811,si:dkey-27p18.5,sidkey27p18.5
21812,si:dkey-27p23.3,sidkey27p23.3
21813,si:dkey-280e21.3,sidkey280e21.3
21814,si:dkey-280e8.1,sidkey280e8.1
21815,si:dkey-282h22.5,sidkey282h22.5
21816,si:dkey-283b1.6,sidkey283b1.6
21817,si:dkey-283b1.7,sidkey283b1.7
21818,si:dkey-283b15.2,sidkey283b15.2
21819,si:dkey-283j8.1,sidkey283j8.1
21820,si:dkey-284p5.3,sidkey284p5.3
21821,si:dkey-285b23.3,sidkey285b23.3
21822,si:dkey-285b23.4,sidkey285b23.4
21823,si:dkey-285e18.2,sidkey285e18.2
21824,si:dkey-285e18.5,sidkey285e18.5
21825,si:dkey-285e18.6,sidkey285e18.6
21826,si:dkey-286h21.1,sidkey286h21.1
21827,si:dkey-286j15.1,sidkey286j15.1
21828,si:dkey-286j15.3,sidkey286j15.3
21829,si:dkey-286j17.4,sidkey286j17.4
21830,si:dkey-287g12.6,sidkey287g12.6
21831,si:dkey-288a3.2,sidkey288a3.2
21832,si:dkey-288i20.2,sidkey288i20.2
21833,si:dkey-28a3.2,sidkey28a3.2
21834,si:dkey-28b4.7,sidkey28b4.7
21835,si:dkey-28b4.8,sidkey28b4.8
21836,si:dkey-28d5.11,sidkey28d5.11
21837,si:dkey-28d5.12,sidkey28d5.12
21838,si:dkey-28d5.13,sidkey28d5.13
21839,si:dkey-28d5.14,sidkey28d5.14
21840,si:dkey-28d5.4,sidkey28d5.4
21841,si:dkey-28d5.5,sidkey28d5.5
21842,si:dkey-28d5.8,sidkey28d5.8
21843,si:dkey-28d5.9,sidkey28d5.9
21844,si:dkey-28e7.3,sidkey28e7.3
21845,si:dkey-28i19.1,sidkey28i19.1
21846,si:dkey-28i19.3,sidkey28i19.3
21847,si:dkey-28n18.9,sidkey28n18.9
21848,si:dkey-28o19.1,sidkey28o19.1
21849,si:dkey-29b11.3,sidkey29b11.3
21850,si:dkey-29d5.1,sidkey29d5.1
21851,si:dkey-29d5.2,sidkey29d5.2
21852,si:dkey-29d8.3,sidkey29d8.3
21853,si:dkey-29h14.10,sidkey29h14.10
21854,si:dkey-29j8.2,sidkey29j8.2
21855,si:dkey-29m1.2,sidkey29m1.2
21856,si:dkey-29p10.4,sidkey29p10.4
21857,si:dkey-29p23.1,sidkey29p23.1
21858,si:dkey-29p23.2,sidkey29p23.2
21859,si:dkey-30c15.10,sidkey30c15.10
21860,si:dkey-30c15.12,sidkey30c15.12
21861,si:dkey-30c15.13,sidkey30c15.13
21862,si:dkey-30c15.17,sidkey30c15.17
21863,si:dkey-30c15.2,sidkey30c15.2
21864,si:dkey-30e9.6,sidkey30e9.6
21865,si:dkey-30e9.7,sidkey30e9.7
21866,si:dkey-30f3.2,sidkey30f3.2
21867,si:dkey-30g5.1,sidkey30g5.1
21868,si:dkey-30h22.11,sidkey30h22.11
21869,si:dkey-30j10.5,sidkey30j10.5
21870,si:dkey-30j22.1,sidkey30j22.1
21871,si:dkey-30k22.7,sidkey30k22.7
21872,si:dkey-30k6.5,sidkey30k6.5
21873,si:dkey-31c13.1,sidkey31c13.1
21874,si:dkey-31e10.1,sidkey31e10.1
21875,si:dkey-31e10.5,sidkey31e10.5
21876,si:dkey-31f5.11,sidkey31f5.11
21877,si:dkey-31f5.8,sidkey31f5.8
21878,si:dkey-31g16.2,sidkey31g16.2
21879,si:dkey-31g6.4,sidkey31g6.4
21880,si:dkey-31g6.6,sidkey31g6.6
21881,si:dkey-31j3.11,sidkey31j3.11
21883,si:dkey-32e23.4,sidkey32e23.4
21884,si:dkey-32e6.3,sidkey32e6.3
21885,si:dkey-32e6.6,sidkey32e6.6
21886,si:dkey-32n7.4,sidkey32n7.4
21887,si:dkey-32n7.7,sidkey32n7.7
21888,si:dkey-33c12.10,sidkey33c12.10
21889,si:dkey-33c12.11,sidkey33c12.11
21891,si:dkey-33c12.3,sidkey33c12.3
21892,si:dkey-33c12.4,sidkey33c12.4
21893,si:dkey-33c14.3,sidkey33c14.3
21894,si:dkey-33c14.6,sidkey33c14.6
21895,si:dkey-33c14.7,sidkey33c14.7
21896,si:dkey-33c9.6,sidkey33c9.6
21897,si:dkey-33i11.1,sidkey33i11.1
21898,si:dkey-33i11.4,sidkey33i11.4
21899,si:dkey-33i11.9,sidkey33i11.9
21900,si:dkey-33m11.8,sidkey33m11.8
21901,si:dkey-34d22.1,sidkey34d22.1
21902,si:dkey-34d22.2,sidkey34d22.2
21903,si:dkey-34d22.3,sidkey34d22.3
21904,si:dkey-34d22.5,sidkey34d22.5
21905,si:dkey-34e4.1,sidkey34e4.1
21906,si:dkey-34m19.3,sidkey34m19.3
21907,si:dkey-34o23.3,sidkey34o23.3
21908,si:dkey-35h6.1,sidkey35h6.1
21909,si:dkey-35i13.1,sidkey35i13.1
21910,si:dkey-35m8.1,sidkey35m8.1
21911,si:dkey-36i7.3,sidkey36i7.3
21912,si:dkey-37g12.1,sidkey37g12.1
21913,si:dkey-37m8.11,sidkey37m8.11
21914,si:dkey-37m8.3,sidkey37m8.3
21915,si:dkey-37o8.1,sidkey37o8.1
21916,si:dkey-38l22.2,sidkey38l22.2
21917,si:dkey-38n4.2,sidkey38n4.2
21918,si:dkey-38p12.3,sidkey38p12.3
21919,si:dkey-39a18.1,sidkey39a18.1
21920,si:dkey-3d4.3,sidkey3d4.3
21921,si:dkey-3h23.2,sidkey3h23.2
21922,si:dkey-3h3.3,sidkey3h3.3
21923,si:dkey-3k24.5,sidkey3k24.5
21924,si:dkey-3n22.9,sidkey3n22.9
21925,si:dkey-3p4.7,sidkey3p4.7
21926,si:dkey-3p4.8,sidkey3p4.8
21927,si:dkey-40c11.2,sidkey40c11.2
21928,si:dkey-40c23.1,sidkey40c23.1
21929,si:dkey-40c23.2,sidkey40c23.2
21930,si:dkey-40g16.5,sidkey40g16.5
21931,si:dkey-40g16.6,sidkey40g16.6
21932,si:dkey-40h20.1,sidkey40h20.1
21933,si:dkey-40j3.3,sidkey40j3.3
21934,si:dkey-40m6.14,sidkey40m6.14
21935,si:dkey-40m6.8,sidkey40m6.8
21936,si:dkey-40n15.1,sidkey40n15.1
21937,si:dkey-41c6.3,sidkey41c6.3
21938,si:dkey-42i9.16,sidkey42i9.16
21939,si:dkey-42i9.4,sidkey42i9.4
21940,si:dkey-42i9.6,sidkey42i9.6
21941,si:dkey-42i9.7,sidkey42i9.7
21942,si:dkey-42i9.8,sidkey42i9.8
21943,si:dkey-42l23.2,sidkey42l23.2
21944,si:dkey-42l23.7,sidkey42l23.7
21945,si:dkey-42p14.3,sidkey42p14.3
21946,si:dkey-43f9.4,sidkey43f9.4
21947,si:dkey-43k4.3,sidkey43k4.3
21948,si:dkey-43k4.5,sidkey43k4.5
21949,si:dkey-43p13.5,sidkey43p13.5
21950,si:dkey-44g17.6,sidkey44g17.6
21951,si:dkey-44g23.5,sidkey44g23.5
21952,si:dkey-44k1.5,sidkey44k1.5
21953,si:dkey-45d16.4,sidkey45d16.4
21954,si:dkey-45h7.1,sidkey45h7.1
21955,si:dkey-45k15.1,sidkey45k15.1
21956,si:dkey-46a10.3,sidkey46a10.3
21957,si:dkey-46g23.1,sidkey46g23.1
21958,si:dkey-46g23.2,sidkey46g23.2
21959,si:dkey-46g23.5,sidkey46g23.5
21960,si:dkey-46i9.1,sidkey46i9.1
21961,si:dkey-46i9.6,sidkey46i9.6
21962,si:dkey-47k16.4,sidkey47k16.4
21963,si:dkey-47k20.2,sidkey47k20.2
21964,si:dkey-47k20.3,sidkey47k20.3
21965,si:dkey-47k20.4,sidkey47k20.4
21966,si:dkey-47k20.5,sidkey47k20.5
21967,si:dkey-47k20.8,sidkey47k20.8
21968,si:dkey-47k20.9,sidkey47k20.9
21969,si:dkey-48g21.7,sidkey48g21.7
21970,si:dkey-48p11.3,sidkey48p11.3
21971,si:dkey-49n23.1,sidkey49n23.1
21972,si:dkey-4c15.12,sidkey4c15.12
21973,si:dkey-4c15.13,sidkey4c15.13
21974,si:dkey-4c15.14,sidkey4c15.14
21975,si:dkey-4c15.16,sidkey4c15.16
21976,si:dkey-4c2.11,sidkey4c2.11
21977,si:dkey-4c23.3,sidkey4c23.3
21978,si:dkey-4e7.3,sidkey4e7.3
21979,si:dkey-4i23.5,sidkey4i23.5
21980,si:dkey-4j21.1,sidkey4j21.1
21981,si:dkey-4p15.3,sidkey4p15.3
21982,si:dkey-4p15.5,sidkey4p15.5
21983,si:dkey-50i6.5,sidkey50i6.5
21984,si:dkey-50i6.6,sidkey50i6.6
21985,si:dkey-51a16.9,sidkey51a16.9
21986,si:dkey-51d8.1,sidkey51d8.1
21987,si:dkey-51d8.6,sidkey51d8.6
21988,si:dkey-51d8.9,sidkey51d8.9
21989,si:dkey-51e6.1,sidkey51e6.1
21990,si:dkey-52j6.3,sidkey52j6.3
21991,si:dkey-52l18.4,sidkey52l18.4
21992,si:dkey-52p2.5,sidkey52p2.5
21993,si:dkey-53k12.1,sidkey53k12.1
21994,si:dkey-54j5.2,sidkey54j5.2
21995,si:dkey-54n8.2,sidkey54n8.2
21996,si:dkey-54n8.4,sidkey54n8.4
21997,si:dkey-56d12.4,sidkey56d12.4
21998,si:dkey-56e3.3,sidkey56e3.3
21999,si:dkey-56f14.7,sidkey56f14.7
22000,si:dkey-56m15.3,sidkey56m15.3
22001,si:dkey-56m15.5,sidkey56m15.5
22002,si:dkey-56m15.6,sidkey56m15.6
22003,si:dkey-56m15.7,sidkey56m15.7
22004,si:dkey-56m15.8,sidkey56m15.8
22005,si:dkey-56m15.9,sidkey56m15.9
22006,si:dkey-56m19.5,sidkey56m19.5
22007,si:dkey-57a22.11,sidkey57a22.11
22008,si:dkey-57a22.13,sidkey57a22.13
22009,si:dkey-57c15.1,sidkey57c15.1
22010,si:dkey-57c22.1,sidkey57c22.1
22011,si:dkey-57h18.1,sidkey57h18.1
22012,si:dkey-57k17.1,sidkey57k17.1
22013,si:dkey-57k2.6,sidkey57k2.6
22014,si:dkey-57k2.7,sidkey57k2.7
22015,si:dkey-57l19.1,sidkey57l19.1
22016,si:dkey-57n24.6,sidkey57n24.6
22017,si:dkey-58f10.12,sidkey58f10.12
22018,si:dkey-58f10.13,sidkey58f10.13
22019,si:dkey-58f10.14,sidkey58f10.14
22020,si:dkey-58f10.4,sidkey58f10.4
22021,si:dkey-58f10.6,sidkey58f10.6
22022,si:dkey-58f10.7,sidkey58f10.7
22023,si:dkey-58i8.5,sidkey58i8.5
22024,si:dkey-58j15.10,sidkey58j15.10
22025,si:dkey-59l11.10,sidkey59l11.10
22026,si:dkey-5i16.5,sidkey5i16.5
22027,si:dkey-5i3.5,sidkey5i3.5
22028,si:dkey-5n18.1,sidkey5n18.1
22029,si:dkey-5n7.2,sidkey5n7.2
22030,si:dkey-60a16.1,sidkey60a16.1
22031,si:dkey-60d5.3,sidkey60d5.3
22032,si:dkey-61f9.1,sidkey61f9.1
22033,si:dkey-61f9.2,sidkey61f9.2
22034,si:dkey-61l1.4,sidkey61l1.4
22035,si:dkey-61n16.5,sidkey61n16.5
22036,si:dkey-61p9.11,sidkey61p9.11
22037,si:dkey-61p9.6,sidkey61p9.6
22038,si:dkey-61p9.7,sidkey61p9.7
22039,si:dkey-62k3.5,sidkey62k3.5
22040,si:dkey-62k3.6,sidkey62k3.6
22041,si:dkey-63b1.1,sidkey63b1.1
22042,si:dkey-65b12.10,sidkey65b12.10
22043,si:dkey-65b12.12,sidkey65b12.12
22044,si:dkey-65b12.6,sidkey65b12.6
22045,si:dkey-65b13.13,sidkey65b13.13
22046,si:dkey-65j4.2,sidkey65j4.2
22047,si:dkey-65j6.2,sidkey65j6.2
22048,si:dkey-66a8.7,sidkey66a8.7
22049,si:dkey-66g10.2,sidkey66g10.2
22050,si:dkey-66i24.7,sidkey66i24.7
22051,si:dkey-66i24.8,sidkey66i24.8
22052,si:dkey-66i24.9,sidkey66i24.9
22053,si:dkey-67c22.2,sidkey67c22.2
22054,si:dkey-68o6.5,sidkey68o6.5
22055,si:dkey-68o6.6,sidkey68o6.6
22056,si:dkey-68o6.8,sidkey68o6.8
22057,si:dkey-69c1.1,sidkey69c1.1
22058,si:dkey-69o16.5,sidkey69o16.5
22059,si:dkey-6a5.3,sidkey6a5.3
22060,si:dkey-6b12.5,sidkey6b12.5
22061,si:dkey-6d5.1,sidkey6d5.1
22062,si:dkey-6e2.2,sidkey6e2.2
22063,si:dkey-6i22.5,sidkey6i22.5
22064,si:dkey-6l15.1,sidkey6l15.1
22065,si:dkey-6n21.12,sidkey6n21.12
22066,si:dkey-6n21.13,sidkey6n21.13
22067,si:dkey-6n6.1,sidkey6n6.1
22068,si:dkey-6n6.2,sidkey6n6.2
22069,si:dkey-70b23.2,sidkey70b23.2
22070,si:dkey-70p6.1,sidkey70p6.1
22071,si:dkey-71b5.3,sidkey71b5.3
22072,si:dkey-71b5.6,sidkey71b5.6
22073,si:dkey-71b5.7,sidkey71b5.7
22074,si:dkey-71d15.2,sidkey71d15.2
22075,si:dkey-71h2.2,sidkey71h2.2
22076,si:dkey-71l1.1,sidkey71l1.1
22077,si:dkey-71l4.1,sidkey71l4.1
22078,si:dkey-71l4.2,sidkey71l4.2
22079,si:dkey-71l4.4,sidkey71l4.4
22080,si:dkey-71l4.5,sidkey71l4.5
22081,si:dkey-71p21.13,sidkey71p21.13
22082,si:dkey-72l14.3,sidkey72l14.3
22083,si:dkey-72l14.4,sidkey72l14.4
22084,si:dkey-72l17.6,sidkey72l17.6
22085,si:dkey-73n10.1,sidkey73n10.1
22086,si:dkey-73n8.3,sidkey73n8.3
22087,si:dkey-73p2.1,sidkey73p2.1
22088,si:dkey-73p2.2,sidkey73p2.2
22089,si:dkey-73p2.3,sidkey73p2.3
22090,si:dkey-74k8.3,sidkey74k8.3
22091,si:dkey-74k8.4,sidkey74k8.4
22092,si:dkey-75a21.2,sidkey75a21.2
22093,si:dkey-75b17.1,sidkey75b17.1
22094,si:dkey-76b14.2,sidkey76b14.2
22095,si:dkey-76d14.2,sidkey76d14.2
22096,si:dkey-76k16.5,sidkey76k16.5
22097,si:dkey-76k16.6,sidkey76k16.6
22098,si:dkey-76p14.2,sidkey76p14.2
22099,si:dkey-77f5.10,sidkey77f5.10
22100,si:dkey-77f5.11,sidkey77f5.11
22101,si:dkey-77f5.13,sidkey77f5.13
22102,si:dkey-77f5.14,sidkey77f5.14
22103,si:dkey-77f5.15,sidkey77f5.15
22104,si:dkey-77f5.3,sidkey77f5.3
22105,si:dkey-77f5.4,sidkey77f5.4
22106,si:dkey-77f5.6,sidkey77f5.6
22107,si:dkey-77g12.4,sidkey77g12.4
22108,si:dkey-78a14.4,sidkey78a14.4
22109,si:dkey-78k11.4,sidkey78k11.4
22110,si:dkey-78k11.9,sidkey78k11.9
22111,si:dkey-78l4.11,sidkey78l4.11
22112,si:dkey-78l4.13,sidkey78l4.13
22113,si:dkey-78l4.14,sidkey78l4.14
22114,si:dkey-78l4.2,sidkey78l4.2
22115,si:dkey-78l4.6,sidkey78l4.6
22116,si:dkey-78l4.7,sidkey78l4.7
22117,si:dkey-78l4.8,sidkey78l4.8
22118,si:dkey-78p8.1,sidkey78p8.1
22119,si:dkey-79d12.4,sidkey79d12.4
22120,si:dkey-79d12.5,sidkey79d12.5
22121,si:dkey-79d12.6,sidkey79d12.6
22122,si:dkey-79f11.10,sidkey79f11.10
