,orig_gene,proc_gene
16298,BX544884.1,BX544884.1
16299,lipg,lipg
16300,mthfd2l,mthfd2l
16301,epgn,epgn
16302,BX545917.5,BX545917.5
16303,BX545917.6,BX545917.6
16304,BX545917.2,BX545917.2
16305,BX545917.7,BX545917.7
16306,BX545917.4,BX545917.4
16307,BX545917.3,BX545917.3
16308,BX545917.1,BX545917.1
16309,si:dkey-164f24.2,sidkey164f24.2
16310,RFESD,RFESD
16311,ncs1b,ncs1b
16312,hmcn2,hmcn2
16313,hmcn2-1,hmcn2-1
16314,CR457445.1,CR457445.1
16315,zgc:194839,zgc194839
16316,si:dkey-56i24.1,sidkey56i24.1
16317,ralgps1,ralgps1
16318,CT573394.1,CT573394.1
16319,angptl2b,angptl2b
16320,si:dkey-191c17.2,sidkey191c17.2
16321,zbtb34,zbtb34
16322,lmx1bb,lmx1bb
16323,CR376762.1,CR376762.1
16324,mvb12bb,mvb12bb
16325,CR407561.2,CR407561.2
16326,CR407561.1,CR407561.1
16327,FP101880.1,FP101880.1
16328,pbx3b,pbx3b
16329,BX511073.1,BX511073.1
16330,gapvd1,gapvd1
16331,BX005399.7,BX005399.7
16332,BX005399.10,BX005399.10
16333,BX005399.9,BX005399.9
16334,BX005399.6,BX005399.6
16335,BX005399.13,BX005399.13
16336,BX005399.5,BX005399.5
16337,BX005399.1,BX005399.1
16338,BX005399.8,BX005399.8
16339,BX005399.3,BX005399.3
16340,BX005399.12,BX005399.12
16341,BX005399.11,BX005399.11
16342,BX005399.2,BX005399.2
16343,BX005399.4,BX005399.4
16344,BX247865.2,BX247865.2
16345,BX247865.3,BX247865.3
16346,CABZ01052743.1,CABZ01052743.1
16347,CABZ01052747.1,CABZ01052747.1
16348,hpdb,hpdb
16349,setd1bb,setd1bb
16350,CABZ01049825.1,CABZ01049825.1
16351,BX005361.6,BX005361.6
16352,BX005361.5,BX005361.5
16353,BX005361.2,BX005361.2
16354,BX005361.4,BX005361.4
16355,BX005361.3,BX005361.3
16356,BX005361.1,BX005361.1
16357,BX897670.1,BX897670.1
16358,si:dkeyp-14d3.1,sidkeyp14d3.1
16359,BX322651.1,BX322651.1
16360,BX322622.1,BX322622.1
16361,slc15a4,slc15a4
16362,glt1d1,glt1d1
16363,TMEM132D,TMEM132D
16364,CT583723.2,CT583723.2
16365,si:dkey-33b17.3,sidkey33b17.3
16366,mhc2b,mhc2b
16367,si:busm1-194e12.11,sibusm1194e12.11
16368,zgc:103700,zgc103700
16369,FO744840.1,FO744840.1
16370,si:zfos-367g9.1,sizfos367g9.1
16371,mhc2bl,mhc2bl
16372,si:zfos-2070c2.1,sizfos2070c2.1
16373,si:zfos-2070c2.3,sizfos2070c2.3
16374,si:busm1-194e12.8,sibusm1194e12.8
16375,mhc2dab,mhc2dab
16376,mhc2a,mhc2a
16377,slc7a4,slc7a4
16378,CU694380.2,CU694380.2
16379,CU694380.1,CU694380.1
16380,ccdc157,ccdc157
16381,sf3a1,sf3a1
16382,pold2,pold2
16383,pqbp1,pqbp1
16384,gpkow,gpkow
16385,magixb,magixb
16386,iqsec2b,iqsec2b
16387,CR450740.1,CR450740.1
16388,kdm5c,kdm5c
16389,renbp,renbp
16390,si:ch211-218o21.4,sich211218o21.4
16391,zgc:162200,zgc162200
16392,ren,ren
16393,CR550308.1,CR550308.1
16394,csf1b,csf1b
16395,rbm39b,rbm39b
16396,rh50,rh50
16397,slc12a5b,slc12a5b
16398,CR450833.1,CR450833.1
16399,CR450833.2,CR450833.2
16400,eif2d,eif2d
16401,mapkapk2b,mapkapk2b
16402,fmodb,fmodb
16403,CR450833.3,CR450833.3
16404,or135-1,or135-1
16405,CT025739.1,CT025739.1
16406,adrb3a,adrb3a
16407,npm2a,npm2a
16408,got1l1,got1l1
16409,prlhr2a,prlhr2a
16410,rab11fip1a,rab11fip1a
16411,adgra2,adgra2
16412,pdlim2,pdlim2
16413,sorbs3,sorbs3
16414,nkx6.3,nkx6.3
16415,inpp5l,inpp5l
16416,BX571947.1,BX571947.1
16417,foxb2,foxb2
16418,rfk,rfk
16419,si:ch211-198d23.1,sich211198d23.1
16420,CR628410.1,CR628410.1
16421,pcsk5b,pcsk5b
16422,CR392001.1,CR392001.1
16423,CR392001.2,CR392001.2
16424,CR392001.3,CR392001.3
16425,CR392001.4,CR392001.4
16426,CR533430.1,CR533430.1
16427,lzts1,lzts1
16428,msi1,msi1
16429,si:dkey-63d15.12,sidkey63d15.12
16430,TMEM233,TMEM233
16431,prkab1b,prkab1b
16432,CT027598.2,CT027598.2
16433,pla2g1b,pla2g1b
16434,asgrl1,asgrl1
16435,si:ch211-170d8.8,sich211170d8.8
16436,cox6a1,cox6a1
16437,hps4,hps4
16438,si:ch211-170d8.2,sich211170d8.2
16439,hnf1a,hnf1a
16440,CT027598.1,CT027598.1
16441,zgc:162025,zgc162025
16442,ftr98,ftr98
16443,zgc:174931,zgc174931
16444,unc119.1,unc119.1
16445,CR376731.1,CR376731.1
16446,mlec,mlec
16447,cabp1a,cabp1a
16448,asphd2,asphd2
16449,ggt5a,ggt5a
16450,ggt1a,ggt1a
16451,lrrc75ba,lrrc75ba
16452,CR388077.1,CR388077.1
16453,gpx8,gpx8
16454,anapc5,anapc5
16455,rnf34a,rnf34a
16456,kdm2ba,kdm2ba
16457,orai1a,orai1a
16458,aplnra,aplnra
16459,tbc1d10aa,tbc1d10aa
16460,myl7,myl7
16461,gck,gck
16462,CABZ01044746.1,CABZ01044746.1
16463,NPC1L1,NPC1L1
16464,izumo1,izumo1
16465,dusp2,dusp2
16466,adra2b,adra2b
16467,AL935142.1,AL935142.1
16468,gpat2,gpat2
16469,fahd2a,fahd2a
16470,zgc:152830,zgc152830
16471,rnf10,rnf10
16472,pop5,pop5
16473,olfml2a,olfml2a
16474,CR382384.1,CR382384.1
16475,si:ch211-152p23.2,sich211152p23.2
16476,arpc5la,arpc5la
16477,golga1,golga1
16478,BX005462.2,BX005462.2
16479,si:ch211-158d24.2,sich211158d24.2
16480,BX005462.1,BX005462.1
16481,BX005462.3,BX005462.3
16482,si:ch211-158d24.4,sich211158d24.4
16483,CU326364.1,CU326364.1
16484,si:ch211-208g1.1-1,sich211208g1.1-1
16485,BX469918.1,BX469918.1
16486,gfra2a,gfra2a
16487,BX470105.1,BX470105.1
16488,BX119954.1,BX119954.1
16489,BX548033.1,BX548033.1
16490,dok2,dok2
16491,kazald3,kazald3
16492,crybb2,crybb2
16493,si:ch73-138n13.1,sich73138n13.1
16494,zgc:194007,zgc194007
16495,kcnip3a,kcnip3a
16496,CU914617.1,CU914617.1
16497,slc23a2,slc23a2
16498,rassf2a,rassf2a
16499,prnpa,prnpa
16500,si:dkey-65l23.2-1,sidkey65l23.2-1
16501,ccdc92,ccdc92
16502,rflna,rflna
16503,ncor2,ncor2
16504,ep400,ep400
16505,ulk1a,ulk1a
16506,adgrd1,adgrd1
16507,AL808129.2,AL808129.2
16508,AL808129.1,AL808129.1
16509,rimbp2,rimbp2
16510,rimbp2-1,rimbp2-1
16511,CR933103.1,CR933103.1
16512,stx2b,stx2b
16513,piwil1,piwil1
16514,fzd10,fzd10
16515,CU914776.1,CU914776.1
16516,CU914776.2,CU914776.2
16517,si:busm1-228j01.4,sibusm1228j01.4
16518,si:busm1-228j01.6,sibusm1228j01.6
16519,si:dkey-56i24.1-1,sidkey56i24.1-1
16520,mhc1laa,mhc1laa
16521,mhc1lba,mhc1lba
16522,si:ch73-211l2.3,sich73211l2.3
16523,si:dkey-220o5.5,sidkey220o5.5
16524,rsph14,rsph14
16525,bag4,bag4
16526,lsm1,lsm1
16527,grk5l,grk5l
16528,CR931937.1,CR931937.1
16529,star,star
16530,elmod3,elmod3
16531,si:ch1073-459j12.1,sich1073459j12.1
16532,FO082780.1,FO082780.1
16533,cacna1fa,cacna1fa
16534,praf2,praf2
16535,timm17b,timm17b
16536,CRAT,CRAT
16537,si:ch211-163b2.4,sich211163b2.4
16538,BX005065.1,BX005065.1
16539,si:ch211-220m6.4,sich211220m6.4
16540,CR376751.1,CR376751.1
16541,adamts13,adamts13
16542,ubap2b,ubap2b
16543,pabpc1l,pabpc1l
16544,chmp4bb,chmp4bb
16545,tti2,tti2
16546,mak16,mak16
16547,CU695141.1,CU695141.1
16548,ywhabb,ywhabb
16549,CU695141.2,CU695141.2
16550,BX088696.2,BX088696.2
16551,SLC18A1,SLC18A1
16552,CU137648.2,CU137648.2
16553,ppiaa,ppiaa
16554,ogdha,ogdha
16555,CU137648.1,CU137648.1
16556,adam9,adam9
16557,nudt18,nudt18
16558,fam160b2,fam160b2
16559,si:ch211-119d14.2,sich211119d14.2
16560,si:ch211-119d14.3,sich211119d14.3
16561,pimr188,pimr188
16562,CR354402.1,CR354402.1
16563,mtor,mtor
16564,angptl7,angptl7
16565,si:dkey-75a21.2,sidkey75a21.2
16566,qars1,qars1
16567,ogg1,ogg1
16568,si:ch211-196g2.4,sich211196g2.4
16569,sult1st7,sult1st7
16570,sult1st9,sult1st9
16571,sult1st1,sult1st1
16572,sult1st2,sult1st2
16573,pimr187,pimr187
16574,pimr186,pimr186
16575,sult1st3,sult1st3
16576,tas1r2.2,tas1r2.2
16577,tas1r2.2-1,tas1r2.2-1
16578,her3,her3
16579,gpr153,gpr153
16580,acot7,acot7
16581,FO704898.1,FO704898.1
16582,hes2.2,hes2.2
16583,hes2.1,hes2.1
16584,espn,espn
16585,BX000472.2,BX000472.2
16586,BX000472.1,BX000472.1
16587,arhgef16,arhgef16
16588,ybx1,ybx1
16589,ppih,ppih
16590,CR792439.1,CR792439.1
16591,si:dkeyp-100a1.6,sidkeyp100a1.6
16592,pimr189,pimr189
16593,mthfr,mthfr
16594,CR792439.2,CR792439.2
16595,pex10,pex10
16596,plch2a,plch2a
16597,LO017720.1,LO017720.1
16598,si:ch211-251b21.1,sich211251b21.1
16599,dpp9,dpp9
16600,CU499311.1,CU499311.1
16601,si:ch211-243p7.3,sich211243p7.3
16602,kank3,kank3
16603,ndufa7,ndufa7
16604,pimr185,pimr185
16605,si:dkeyp-104h9.5,sidkeyp104h9.5
16606,plod1a,plod1a
16607,mfn2,mfn2
16608,CU571079.1,CU571079.1
16609,si:ch211-263k4.2,sich211263k4.2
16610,CR381598.1,CR381598.1
16611,CABZ01070222.1,CABZ01070222.1
16612,si:ch211-263k4.2-1,sich211263k4.2-1
16613,BX649478.1,BX649478.1
16614,si:ch211-215j19.12,sich211215j19.12
16615,nppal,nppal
16616,nppb,nppb
16617,nppa,nppa
16618,clcn6,clcn6
16619,pimr183,pimr183
16620,BX323876.1,BX323876.1
16621,pimr182,pimr182
16622,BX323876.2,BX323876.2
16623,pimr180,pimr180
16624,pimr181,pimr181
16625,pimr184,pimr184
16626,BX323556.1,BX323556.1
16627,tprg1l,tprg1l
16628,wrap73,wrap73
16629,tp73,tp73
16630,rer1,rer1
16631,aak1a,aak1a
16632,ddx51,ddx51
16633,zgc:56525,zgc56525
16634,rad21l1,rad21l1
16635,CT737131.1,CT737131.1
16636,snpha,snpha
16637,fkbp1aa,fkbp1aa
16638,zgc:171501,zgc171501
16639,fam110a,fam110a
16640,prickle3,prickle3
16641,plp2,plp2
16642,si:ch211-194e1.7,sich211194e1.7
16643,BX537103.1,BX537103.1
16644,si:ch211-194e1.7-1,sich211194e1.7-1
16645,sypb,sypb
16646,nfu1,nfu1
16647,opn7d,opn7d
16648,rasef,rasef
16649,frmd3,frmd3
16650,gkap1,gkap1
16651,C8H9orf64,C8H9orf64
16652,hnrnpk,hnrnpk
16653,rmi1,rmi1
16654,ntrk2a,ntrk2a
16655,agtpbp1,agtpbp1
16656,CU694202.1,CU694202.1
16657,naa35,naa35
16658,gfpt1,gfpt1
16659,antxr1a,antxr1a
16660,si:ch73-132k15.2,sich73132k15.2
16661,hp-1,hp-1
16662,entpd4,entpd4
16663,slc25a37,slc25a37
16664,nkx3-1,nkx3-1
16665,nkx2.7,nkx2.7
16666,stc1,stc1
16667,ido1,ido1
16668,rhobtb2a,rhobtb2a
16669,CABZ01060030.1,CABZ01060030.1
16670,CABZ01060030.2,CABZ01060030.2
16671,PEBP4,PEBP4
16672,egr3,egr3
16673,bin3,bin3
16674,acsl2,acsl2
16675,FO704819.1,FO704819.1
16676,b2ml,b2ml
16677,ENSDARG00000007359,ENSDARG00000007359
16678,CR855300.1,CR855300.1
16679,rab7b,rab7b
16680,si:dkey-32e23.4,sidkey32e23.4
16681,CR855300.2,CR855300.2
16682,DISP3,DISP3
16683,bmp1a,bmp1a
16684,kansl3,kansl3
16685,si:ch211-198o12.4,sich211198o12.4
16686,chmp7,chmp7
16687,lgi3,lgi3
16688,fgfr1a,fgfr1a
16689,ankrd39,ankrd39
16690,kctd9a,kctd9a
16691,npy8br,npy8br
16692,klhl22,klhl22
16693,tbx16,tbx16
16694,si:ch73-313l22.2,sich73313l22.2
16695,cabin1,cabin1
16696,cep78,cep78
16697,gna14a,gna14a
16698,vps13a,vps13a
16699,tcf7l1b,tcf7l1b
16700,FQ790367.1,FQ790367.1
16701,ube2d4,ube2d4
16702,dbnlb,dbnlb
16703,arid5a,arid5a
16704,COX5B,COX5B
16705,gins4,gins4
16706,zgc:77112,zgc77112
16707,phyhip,phyhip
16708,FO704661.1,FO704661.1
16709,RNF122,RNF122
16710,si:ch1073-392o20.2,sich1073392o20.2
16711,stambpb,stambpb
16712,si:ch73-199g24.2,sich73199g24.2
16713,CR847897.1,CR847897.1
16714,ccn1l2,ccn1l2
16715,si:dkey-90l8.3,sidkey90l8.3
16716,bcl2l16,bcl2l16
16717,tubb2b,tubb2b
16718,fgf17,fgf17
16719,adgrd2,adgrd2
16720,nr5a1a,nr5a1a
16721,nr6a1a,nr6a1a
16722,dre-mir-181a-2,dre-mir-181a-2
16723,dre-mir-181b-2,dre-mir-181b-2
16724,nr6a1a-1,nr6a1a-1
16725,nadka,nadka
16726,nadka-1,nadka-1
16727,wdr46,wdr46
16728,b3galt4,b3galt4
16729,nr2c2,nr2c2
16730,mrps25,mrps25
16731,rbsn,rbsn
16732,sult1st4,sult1st4
16733,gabrd,gabrd
16734,cacna1db,cacna1db
16735,gnb1a,gnb1a
16736,BICD2,BICD2
16737,CU914536.1,CU914536.1
16738,dcp1a,dcp1a
16739,cacna1db-1,cacna1db-1
16740,cacna1db-2,cacna1db-2
16741,cacna1db-3,cacna1db-3
16742,chdh,chdh
16743,CU638702.1,CU638702.1
16744,actr8,actr8
16745,selenok,selenok
16746,parapinopsina,parapinopsina
16747,CACNA2D3,CACNA2D3
16748,lrtm1,lrtm1
16749,wnt5a,wnt5a
16750,tlr9,tlr9
16751,apeh,apeh
16752,BSN,BSN
16753,CABZ01090219.1,CABZ01090219.1
16754,mib2,mib2
16755,ubiad1,ubiad1
16756,MMP23B,MMP23B
16757,cdk11b,cdk11b
16758,SLC35E2B,SLC35E2B
16759,CABZ01079663.1,CABZ01079663.1
16760,CABZ01066578.1,CABZ01066578.1
16761,magi1a,magi1a
16762,rho,rho
16763,prickle2a,prickle2a
16764,CABZ01085594.1,CABZ01085594.1
16765,brpf1,brpf1
16766,FO904970.1,FO904970.1
16767,creld1b,creld1b
16768,mbd4,mbd4
16769,trh,trh
16770,TMCC1,TMCC1
16771,plxnd1,plxnd1
16772,exorh,exorh
16773,CABZ01111554.1,CABZ01111554.1
16774,CABZ01111555.1,CABZ01111555.1
16775,si:ch1073-209e23.1,sich1073209e23.1
16776,grem1b,grem1b
16777,arhgap11a,arhgap11a
16778,CU655844.1,CU655844.1
16779,actc1b,actc1b
16780,zgc:77287,zgc77287
16781,klhdc2,klhdc2
16782,CABZ01083778.1,CABZ01083778.1
16783,CABZ01083778.2,CABZ01083778.2
16784,LO018437.2,LO018437.2
16785,LO018437.1,LO018437.1
16786,BX511111.3,BX511111.3
16787,BX511111.1,BX511111.1
16788,BX511111.2,BX511111.2
16789,si:rp71-62i8.1,sirp7162i8.1
16790,EMC7,EMC7
16791,zgc:194887,zgc194887
16792,chrm5a,chrm5a
16793,CABZ01064929.1,CABZ01064929.1
16794,C17H14orf28,C17H14orf28
16795,KLHL28,KLHL28
16796,CABZ01118763.1,CABZ01118763.1
16797,CABZ01118767.1,CABZ01118767.1
16798,CABZ01079748.1,CABZ01079748.1
16799,soul3,soul3
16800,fancm,fancm
16801,SLC25A29,SLC25A29
16802,slc25a47b,slc25a47b
16803,wars1,wars1
16804,CABZ01102109.1,CABZ01102109.1
16805,CABZ01085623.1,CABZ01085623.1
16806,CABZ01085626.1,CABZ01085626.1
16807,CABZ01100214.1,CABZ01100214.1
16808,wdr20a,wdr20a
16809,CABZ01078858.1,CABZ01078858.1
16810,dync1h1,dync1h1
16811,ppp2r5ca,ppp2r5ca
16812,cyp1c2,cyp1c2
16813,gchfr,gchfr
16814,dnajc17,dnajc17
16815,CABZ01060373.1,CABZ01060373.1
16816,adss1,adss1
16817,siva1,siva1
16818,zbtb42,zbtb42
16819,LO018430.2,LO018430.2
16820,LO018430.1,LO018430.1
16821,akt1,akt1
16822,cep170b,cep170b
16823,LO018432.1,LO018432.1
16824,srp14,srp14
16825,xgb,xgb
16826,CABZ01086293.1,CABZ01086293.1
16827,CABZ01063203.1,CABZ01063203.1
16828,CABZ01062996.1,CABZ01062996.1
16829,spint1a,spint1a
16830,zgc:162989,zgc162989
16831,zfyve19,zfyve19
16832,bub1bb,bub1bb
16833,pak6a,pak6a
16834,CABZ01052589.1,CABZ01052589.1
16835,PLCB2,PLCB2
16836,CABZ01058452.1,CABZ01058452.1
16837,ccdc9b,ccdc9b
16838,si:dkey-248g15.3,sidkey248g15.3
16839,zp3.2,zp3.2
16840,zp3,zp3
16841,zp3.2-1,zp3.2-1
16842,ptpn21,ptpn21
16843,CU929048.1,CU929048.1
16844,spata7,spata7
16845,kcnk10b,kcnk10b
16846,gpr65,gpr65
16847,bdkrb1,bdkrb1
16848,C17H14orf132,C17H14orf132
16849,CR853296.2,CR853296.2
16850,LO018445.1,LO018445.1
16851,zgc:136872,zgc136872
16852,tmem151bb,tmem151bb
16853,WSCD1,WSCD1
16854,CABZ01007222.2,CABZ01007222.2
16855,sntg2,sntg2
16856,PLCB4,PLCB4
16857,PLCB1,PLCB1
16858,tmx4,tmx4
16859,hao1,hao1
16860,CU929304.1,CU929304.1
16861,bmp2a,bmp2a
16862,gdf3,gdf3
16863,napba,napba
16864,mcm8,mcm8
16865,crls1,crls1
16866,klhl10a,klhl10a
16867,si:zfos-364h11.2,sizfos364h11.2
16868,si:zfos-364h11.2-1,sizfos364h11.2-1
16869,KLHL29,KLHL29
16870,CABZ01016068.1,CABZ01016068.1
16871,FO082819.1,FO082819.1
16872,cdc5l,cdc5l
16873,supt3h,supt3h
16874,runx2a,runx2a
16875,clic5a,clic5a
16876,enpp4,enpp4
16877,fam167aa,fam167aa
16878,CU571310.1,CU571310.1
16879,xkr6a,xkr6a
16880,si:dkey-100n19.2,sidkey100n19.2
16881,rp1l1a,rp1l1a
16882,si:ch73-340m8.2,sich73340m8.2
16883,CU929322.1,CU929322.1
16884,fndc4b,fndc4b
16885,gckr,gckr
16886,znf513b,znf513b
16887,dre-mir-133c,dre-mir-133c
16888,ENSDARG00000081661,ENSDARG00000081661
16889,zgc:194275,zgc194275
16890,CU571076.1,CU571076.1
16891,ephx2,ephx2
16892,chrna2a,chrna2a
16893,ptk2ba,ptk2ba
16894,BX000363.1,BX000363.1
16895,BX000363.2,BX000363.2
16896,dusp23b,dusp23b
16897,oct2,oct2
16898,txlnbb,txlnbb
16899,CR628323.2,CR628323.2
16900,hivep2b,hivep2b
16901,fuca2,fuca2
16902,TATDN3,TATDN3
16903,coq8ab,coq8ab
16904,dnajc5gb,dnajc5gb
16905,TP53I3,TP53I3
16906,cenpo,cenpo
16907,slc5a6b,slc5a6b
16908,ANKRD66,ANKRD66
16909,adgrf3a,adgrf3a
16910,si:ch211-189e2.3,sich211189e2.3
16911,BX005321.1,BX005321.1
16912,smc6,smc6
16913,vsnl1b,vsnl1b
16914,CR352340.1,CR352340.1
16915,afg1la,afg1la
16916,foxo3a,foxo3a
16917,ccdc162,ccdc162
16918,si:ch73-242m19.1,sich73242m19.1
16919,zbtb24,zbtb24
16920,zgc:172341,zgc172341
16921,CU469532.1,CU469532.1
16922,UST,UST
16923,sash1b,sash1b
16924,SAMD5,SAMD5
16925,stxbp5b,stxbp5b
16926,CABZ01057751.1,CABZ01057751.1
16927,rab32b,rab32b
16928,grm1b,grm1b
16929,si:ch211-278p9.1,sich211278p9.1
16930,si:ch211-278p9.2,sich211278p9.2
16931,si:ch211-278p9.3,sich211278p9.3
16932,BX296541.1,BX296541.1
16933,klhl10b.1,klhl10b.1
16934,klhl10b.2,klhl10b.2
16935,shprh,shprh
16936,si:dkeyp-110a12.4,sidkeyp110a12.4
16937,fbxo30a,fbxo30a
16938,BX511121.1,BX511121.1
16939,BX511121.2,BX511121.2
16940,BX088649.2,BX088649.2
16941,stx11a,stx11a
16942,BX088649.1,BX088649.1
16943,akap12a,akap12a
16944,zbtb2a,zbtb2a
16945,rmnd1,rmnd1
16946,ccdc170,ccdc170
16947,syne1b,syne1b
16948,BX927406.1,BX927406.1
16949,myct1b,myct1b
16950,tulp4b,tulp4b
16951,slc18b1,slc18b1
16952,ahi1,ahi1
16953,si:ch211-236p5.2,sich211236p5.2
16954,si:ch211-236p5.3,sich211236p5.3
16955,BX248131.2,BX248131.2
16956,lft2,lft2
16957,cdc42bpaa,cdc42bpaa
16958,BX248131.1,BX248131.1
16959,FO818681.1,FO818681.1
16960,fzd3b,fzd3b
16961,CU462878.1,CU462878.1
16962,CU462878.3,CU462878.3
16963,CU462878.2,CU462878.2
16964,ctbp2a,ctbp2a
16965,tex36,tex36
16966,edrf1,edrf1
16967,BX323450.1,BX323450.1
16968,tonsl,tonsl
16969,nkl.4,nkl.4
16970,nkl.3,nkl.3
16971,nkl.1,nkl.1
16972,psmc1a,psmc1a
16973,zranb1b,zranb1b
16974,akap6,akap6
16975,NPAS3,NPAS3
16976,CU855685.1,CU855685.1
16977,egln3,egln3
16978,sptssa,sptssa
16979,eapp,eapp
16980,snx6,snx6
16981,cfl2,cfl2
16982,baz1a,baz1a
16983,baz1a-1,baz1a-1
16984,zgc:109986,zgc109986
16985,srp54,srp54
16986,sec23a,sec23a
16987,BX088587.1,BX088587.1
16988,clec14a,clec14a
16989,sstr1a,sstr1a
16990,ttc6,ttc6
16991,foxa1,foxa1
16992,mipol1,mipol1
16993,tyro3,tyro3
16994,mgaa,mgaa
16995,mapkbp1,mapkbp1
16996,jmjd7,jmjd7
16997,tbpl2,tbpl2
16998,ATG14,ATG14
16999,fbxo34,fbxo34
17000,pimr177,pimr177
17001,lgals3b,lgals3b
17002,FQ312017.2,FQ312017.2
17003,FQ312017.1,FQ312017.1
17004,dact1,dact1
17005,si:ch211-185a18.2,sich211185a18.2
17006,CU179699.1,CU179699.1
17007,irf2bpl,irf2bpl
17008,FP102895.2,FP102895.2
17009,timm9,timm9
17010,FP102895.1,FP102895.1
17011,arid4a,arid4a
17012,FP102895.3,FP102895.3
17013,CU076099.3,CU076099.3
17014,CU076099.1,CU076099.1
17015,CU076099.4,CU076099.4
17016,CU076099.2,CU076099.2
17017,psma3,psma3
17018,adpgk2,adpgk2
17019,hnrnpua,hnrnpua
17020,efcab2,efcab2
17021,kif26ba,kif26ba
17022,smyd3,smyd3
17023,BX276117.1,BX276117.1
17024,tfb2m,tfb2m
17025,cnsta,cnsta
17026,sccpdha.2,sccpdha.2
17027,sccpdha.1,sccpdha.1
17028,kif28,kif28
17029,si:rp71-84d9.1,sirp7184d9.1
17030,ahctf1,ahctf1
17031,pimr175,pimr175
17032,pimr168-3,pimr168-3
17033,pimr176,pimr176
17034,pimr174,pimr174
17035,snap25b,snap25b
17036,ankef1b,ankef1b
17037,khk,khk
17038,emilin1b,emilin1b
17039,gpn1,gpn1
17040,BX294375.1,BX294375.1
17041,stmn4l,stmn4l
17042,il17a/f1,il17af1
17043,il17a/f2,il17af2
17044,lrrc57,lrrc57
17045,brms1la,brms1la
17046,ralgapa1,ralgapa1
17047,BX294369.1,BX294369.1
17048,BX649530.2,BX649530.2
17049,INSM2,INSM2
17050,nfkbiab,nfkbiab
17051,psma6a,psma6a
17052,prorp,prorp
17053,ppp2r3c,ppp2r3c
17054,fam177a1,fam177a1
17055,fbxo33,fbxo33
17056,mia2,mia2
17057,gemin2,gemin2
17058,pnn,pnn
17059,BX005308.2,BX005308.2
17060,BX005308.1,BX005308.1
17061,FP017295.1,FP017295.1
17062,lrfn5a,lrfn5a
17063,BX005443.1,BX005443.1
17064,BX004996.1,BX004996.1
17065,FP017160.1,FP017160.1
17066,ccdc175,ccdc175
17067,jkamp,jkamp
17068,gpr135,gpr135
17069,daam1a,daam1a
17070,sdsl,sdsl
17071,ppp1r13ba,ppp1r13ba
17072,ptp4a2a,ptp4a2a
17073,CU694317.1,CU694317.1
17074,cx28.6,cx28.6
17075,si:ch73-305o9.3,sich73305o9.3
17076,si:ch211-266o15.1,sich211266o15.1
17077,rtraf,rtraf
17078,nid2a,nid2a
17079,CR774184.1,CR774184.1
17080,ptger2a,ptger2a
17081,txndc16,txndc16
17082,gpr137c,gpr137c
17083,ero1a,ero1a
17084,samd4a,samd4a
17085,CR387921.1,CR387921.1
17086,CU464134.2,CU464134.2
17087,gch1,gch1
17088,wdhd1,wdhd1
17089,CU464134.1,CU464134.1
17090,socs4,socs4
17091,gnpnat1,gnpnat1
17092,styx,styx
17093,ros1,ros1
17094,si:ch211-270g19.5,sich211270g19.5
17095,FAM184A,FAM184A
17096,si:ch211-266g18.6,sich211266g18.6
17097,cx40.8,cx40.8
17098,CU306817.1,CU306817.1
17099,fabp7a,fabp7a
17100,si:ch211-266g18.10,sich211266g18.10
17101,fyna,fyna
17102,CU306817.2,CU306817.2
17103,marcksb,marcksb
17104,col10a1a,col10a1a
17105,bach2a,bach2a
17106,si:ch211-266g18.9,sich211266g18.9
17107,fhl5,fhl5
17108,fut9a,fut9a
17109,manea,manea
17110,cx52.7,cx52.7
17111,ankrd6a,ankrd6a
17112,rragd,rragd
17113,gabrr2a,gabrr2a
17114,CR759878.1,CR759878.1
17115,syne3,syne3
17116,CR450701.1,CR450701.1
17117,clmn,clmn
17118,si:ch73-204p21.2,sich73204p21.2
17119,map7a,map7a
17120,znf395a,znf395a
17121,CT954240.1,CT954240.1
17122,pnoca,pnoca
17123,kif13ba,kif13ba
17124,hmbox1a,hmbox1a
17125,kcnk13a,kcnk13a
17126,tdp1,tdp1
17127,efcab11,efcab11
17128,BX927159.1,BX927159.1
17129,foxn3,foxn3
17130,ston2,ston2
17131,CR381576.1,CR381576.1
17132,dio2,dio2
17133,nrxn3a,nrxn3a
17134,adck1,adck1
17135,slirp,slirp
17136,alkbh1,alkbh1
17137,CU855697.2,CU855697.2
17138,sptlc2a,sptlc2a
17139,ism2a,ism2a
17140,CU855697.1,CU855697.1
17141,ccdc85ca,ccdc85ca
17142,hhipl1,hhipl1
17143,setd3,setd3
17144,bcl11ba,bcl11ba
17145,BX465857.1,BX465857.1
17146,BX465857.2,BX465857.2
17147,BX510991.1,BX510991.1
17148,CU467823.1,CU467823.1
17149,vrk1,vrk1
17150,CU929218.1,CU929218.1
17151,si:dkey-288a3.2,sidkey288a3.2
17152,ak7b,ak7b
17153,galcb,galcb
17154,flrt2-1,flrt2-1
17155,CR759797.1,CR759797.1
17156,gsc,gsc
17157,AL772219.1,AL772219.1
17158,dicer1,dicer1
17159,kif11,kif11
17160,slc22a15,slc22a15
17161,CU571091.1,CU571091.1
17162,cyp26c1,cyp26c1
17163,reep3a,reep3a
17164,rgs7a,rgs7a
17165,grem2a,grem2a
17166,fmn2a,fmn2a
17167,chrm3a,chrm3a
