,orig_gene,proc_gene
26934,si:dkey-23f9.6,sidkey23f9.6
26935,BX324177.5,BX324177.5
26936,si:dkey-23f9.7,sidkey23f9.7
26937,BX324177.17,BX324177.17
26938,BX324177.3,BX324177.3
26939,BX324177.14,BX324177.14
26940,si:dkey-23f9.8,sidkey23f9.8
26941,BX324177.4,BX324177.4
26942,BX324177.6,BX324177.6
26943,BX324177.13,BX324177.13
26944,si:dkey-23f9.9,sidkey23f9.9
26945,si:dkey-23f9.12,sidkey23f9.12
26946,BX324177.21,BX324177.21
26947,BX324177.24,BX324177.24
26948,BX324177.2,BX324177.2
26949,si:dkey-23f9.13,sidkey23f9.13
26950,BX324177.7,BX324177.7
26951,BX324177.18,BX324177.18
26952,BX324177.15,BX324177.15
26953,si:dkey-23f9.11,sidkey23f9.11
26954,BX324177.16,BX324177.16
26955,BX324177.23,BX324177.23
26956,BX324177.22,BX324177.22
26957,BX324177.8,BX324177.8
26958,BX324177.9,BX324177.9
26959,BX324177.12,BX324177.12
26960,BX324177.1,BX324177.1
26961,krt93,krt93
26962,BX324177.20,BX324177.20
26963,BX324177.19,BX324177.19
26964,krt94,krt94
26965,krt98,krt98
26966,krt15,krt15
26967,krt99,krt99
26968,CR556712.1,CR556712.1
26969,si:dkey-28e7.3,sidkey28e7.3
26970,CR848705.2,CR848705.2
26971,jupa,jupa
26972,cdc6,cdc6
26973,CR848705.1,CR848705.1
26974,pimr93,pimr93
26975,pimr94,pimr94
26976,wipf2a,wipf2a
26977,si:ch211-69b7.6,sich21169b7.6
26978,abcc10,abcc10
26979,zgc:64002,zgc64002
26980,sp2,sp2
26981,socs7,socs7
26982,si:ch211-156l18.8,sich211156l18.8
26983,mrpl45,mrpl45
26984,npepps,npepps
26985,BX469912.7,BX469912.7
26986,BX469912.12,BX469912.12
26987,BX469912.3,BX469912.3
26988,BX469912.5,BX469912.5
26989,BX469912.11,BX469912.11
26990,BX469912.4,BX469912.4
26991,BX469912.14,BX469912.14
26992,si:ch211-156l18.7,sich211156l18.7
26993,BX469912.10,BX469912.10
26994,BX469912.9,BX469912.9
26995,krt95,krt95
26996,BX469912.6,BX469912.6
26997,BX469912.15,BX469912.15
26998,BX469912.1,BX469912.1
26999,BX469912.2,BX469912.2
27000,si:ch211-156l18.6,sich211156l18.6
27001,BX469912.8,BX469912.8
27002,BX469912.13,BX469912.13
27003,zgc:174357,zgc174357
27004,zgc:174354,zgc174354
27005,FO904934.3,FO904934.3
27006,si:ch211-156l18.4,sich211156l18.4
27007,FO904934.1,FO904934.1
27008,FO904934.2,FO904934.2
27009,zgc:174356-1,zgc1743561
27010,CABZ01022564.3,CABZ01022564.3
27011,CABZ01022564.1,CABZ01022564.1
27012,CABZ01022564.2,CABZ01022564.2
27013,LO017719.3,LO017719.3
27014,zgc:174355,zgc174355
27015,LO017719.2,LO017719.2
27016,LO017719.1,LO017719.1
27017,zgc:91850,zgc91850
27018,BX000700.8,BX000700.8
27019,si:dkey-27d5.14,sidkey27d5.14
27020,BX000700.22,BX000700.22
27021,BX000700.5,BX000700.5
27022,zgc:174353,zgc174353
27023,BX000700.9,BX000700.9
27024,zgc:174353-1,zgc1743531
27025,BX000700.3,BX000700.3
27026,si:dkey-27d5.10,sidkey27d5.10
27027,BX000700.6,BX000700.6
27028,BX000700.2,BX000700.2
27029,si:dkey-27d5.9,sidkey27d5.9
27030,BX000700.15,BX000700.15
27031,zgc:174355-1,zgc1743551
27032,BX000700.23,BX000700.23
27033,BX000700.13,BX000700.13
27034,zgc:174354-1,zgc1743541
27035,si:dkey-27d5.6,sidkey27d5.6
27036,BX000700.1,BX000700.1
27037,si:dkey-27d5.5,sidkey27d5.5
27038,BX000700.17,BX000700.17
27039,si:dkey-27d5.4,sidkey27d5.4
27040,BX000700.27,BX000700.27
27041,BX000700.11,BX000700.11
27042,si:dkey-27d5.3,sidkey27d5.3
27043,BX000700.19,BX000700.19
27044,BX000700.25,BX000700.25
27045,zgc:174354-2,zgc1743542
27046,BX000700.26,BX000700.26
27047,BX000700.4,BX000700.4
27048,zgc:174354-3,zgc1743543
27049,CABZ01022569.4,CABZ01022569.4
27050,CABZ01022569.2,CABZ01022569.2
27051,CABZ01022569.5,CABZ01022569.5
27052,zgc:91850-1,zgc918501
27053,CABZ01022569.1,CABZ01022569.1
27054,CABZ01022569.3,CABZ01022569.3
27055,CR450764.2,CR450764.2
27056,CR450764.17,CR450764.17
27057,CR450764.4,CR450764.4
27058,CR450764.9,CR450764.9
27059,CR450764.3,CR450764.3
27060,CR450764.14,CR450764.14
27061,CR450764.18,CR450764.18
27062,CR450764.11,CR450764.11
27063,zgc:91850-2,zgc918502
27064,CR450764.8,CR450764.8
27065,CR450764.16,CR450764.16
27066,CR450764.10,CR450764.10
27067,zgc:174353-2,zgc1743532
27068,CR450764.6,CR450764.6
27069,si:ch211-209f22.3,sich211209f22.3
27070,CR450764.1,CR450764.1
27071,ap1s2,ap1s2
27072,zrsr2,zrsr2
27073,rbb4l,rbb4l
27074,CR450764.5,CR450764.5
27075,txlng,txlng
27076,rtel1,rtel1
27077,zgpat,zgpat
27078,si:dkey-11m19.5,sidkey11m19.5
27079,CR762408.1,CR762408.1
27080,chrna4b,chrna4b
27081,btf3l4,btf3l4
27082,ptgfr,ptgfr
27083,zfyve9b,zfyve9b
27084,elovl1b,elovl1b
27085,CR847923.1,CR847923.1
27086,mob3c,mob3c
27087,mknk1,mknk1
27088,TMEM275-1,TMEM275-1
27089,atp5f1b,atp5f1b
27090,abcb11b,abcb11b
27091,mast3b,mast3b
27092,si:dkey-13m1.2,sidkey13m1.2
27093,homer3b,homer3b
27094,BX530062.1,BX530062.1
27095,si:dkey-13m1.5,sidkey13m1.5
27096,arrdc2,arrdc2
27097,si:ch211-1a19.2,sich2111a19.2
27098,sid1,sid1
27099,si:ch211-1a19.3,sich2111a19.3
27100,wdr18,wdr18
27101,CR555295.1,CR555295.1
27102,CR555295.2,CR555295.2
27103,AL928649.1,AL928649.1
27104,grin3bb,grin3bb
27105,tmem259,tmem259
27106,CT956066.1,CT956066.1
27107,med16,med16
27108,plppr3b,plppr3b
27109,palm1a,palm1a
27110,si:ch211-262i1.3,sich211262i1.3
27111,si:ch211-262i1.4,sich211262i1.4
27112,CR847939.1,CR847939.1
27113,si:ch211-262i1.5,sich211262i1.5
27114,ptbp1b,ptbp1b
27115,si:ch211-262i1.6,sich211262i1.6
27116,BX571942.1,BX571942.1
27117,efna2b,efna2b
27118,adora1a,adora1a
27119,si:ch73-60h1.1,sich7360h1.1
27120,CR550307.1,CR550307.1
27121,sgta,sgta
27122,CU019562.1,CU019562.1
27123,CU019562.3,CU019562.3
27124,CU019562.2,CU019562.2
27125,si:dkey-6d5.1,sidkey6d5.1
27126,CR550302.3,CR550302.3
27127,elavl1b,elavl1b
27128,CR550302.2,CR550302.2
27129,CR550302.1,CR550302.1
27130,slc1a8a,slc1a8a
27131,rpn2,rpn2
27132,ghrh,ghrh
27133,cdk5rap1,cdk5rap1
27134,gdf11,gdf11
27135,FP016142.5,FP016142.5
27136,FP016142.6,FP016142.6
27137,FP016142.4,FP016142.4
27138,FP016142.3,FP016142.3
27139,FP016142.2,FP016142.2
27140,FP016142.7,FP016142.7
27141,FP016142.1,FP016142.1
27142,FP003590.2,FP003590.2
27143,rap1ab,rap1ab
27144,FP003590.1,FP003590.1
27145,pank4,pank4
27146,draxin,draxin
27147,zgc:173544,zgc173544
27148,agtrap,agtrap
27149,CR848761.1,CR848761.1
27150,ctbs,ctbs
27151,SPATA1,SPATA1
27152,rpf1,rpf1
27153,CR854846.2,CR854846.2
27154,CR854846.1,CR854846.1
27155,pimr204-1,pimr204-1
27156,arpc4l,arpc4l
27157,tada3l,tada3l
27158,hmces,hmces
27159,rab7a,rab7a
27160,slc25a26,slc25a26
27161,lrig1,lrig1
27162,kbtbd8,kbtbd8
27163,AL844563.2,AL844563.2
27164,AL844563.1,AL844563.1
27165,suclg2,suclg2
27166,CR769769.2,CR769769.2
27167,CR769769.1,CR769769.1
27168,CR769769.3,CR769769.3
27169,CR631124.1,CR631124.1
27170,BX571952.1,BX571952.1
27171,tafa4b,tafa4b
27172,eogt,eogt
27173,tmf1,tmf1
27174,uba3,uba3
27175,CR589944.2,CR589944.2
27176,CR589944.3,CR589944.3
27177,CR589944.1,CR589944.1
27178,cishb,cishb
27179,rpusd4,rpusd4
27180,twf2b,twf2b
27181,qrich1,qrich1
27182,si:ch211-14i3.2,sich21114i3.2
27183,zgc:175135,zgc175135
27184,zgc:175135-1,zgc1751351
27185,zgc:175135-2,zgc1751352
27186,LO018315.7,LO018315.7
27187,zgc:173545,zgc173545
27188,zgc:173545-1,zgc1735451
27189,LO018315.6,LO018315.6
27190,tmcc1b,tmcc1b
27191,mustn1b,mustn1b
27192,stimate,stimate
27193,SFMBT1,SFMBT1
27194,prkcdb,prkcdb
27195,fgd5a,fgd5a
27196,dido1,dido1
27197,zmynd8,zmynd8
27198,ncoa3,ncoa3
27199,BX296530.1,BX296530.1
27200,CU207354.1,CU207354.1
27201,id1,id1
27202,pfkfb2b,pfkfb2b
27203,phtf1,phtf1
27204,CU207354.2,CU207354.2
27205,magi1b,magi1b
27206,rhol,rhol
27207,adamts9,adamts9
27208,CT737428.1,CT737428.1
27209,prickle2b,prickle2b
27210,BX511159.1,BX511159.1
27211,slc2a9l1,slc2a9l1
27212,psmd6,psmd6
27213,atxn7,atxn7
27214,thoc7,thoc7
27215,ENSDARG00000037587,ENSDARG00000037587
27216,namptb,namptb
27217,cadpsa,cadpsa
27218,C11H3orf14,C11H3orf14
27219,BX276115.1,BX276115.1
27220,fezf2,fezf2
27221,ogfrl2,ogfrl2
27222,cdh4,cdh4
27223,taf4a,taf4a
27224,CABZ01008730.1,CABZ01008730.1
27225,zgc:162182,zgc162182
27226,CABZ01008739.1,CABZ01008739.1
27227,slc6a14,slc6a14
27228,fmoda,fmoda
27229,zgc:113307,zgc113307
27230,CU459075.1,CU459075.1
27231,prelp,prelp
27232,il19l,il19l
27233,il10,il10
27234,mapkapk2a,mapkapk2a
27235,BX321912.1,BX321912.1
27236,dyrk3,dyrk3
27237,RASSF5,RASSF5
27238,ikbke,ikbke
27239,srgap2,srgap2
27240,BX537291.1,BX537291.1
27241,FAM72B,FAM72B
27242,CR812468.1,CR812468.1
27243,CR812468.2,CR812468.2
27244,CT573222.1,CT573222.1
27245,foxp4,foxp4
27246,MDFI,MDFI
27247,tfeb,tfeb
27248,tmem183a,tmem183a
27249,ppfia4,ppfia4
27250,myog,myog
27251,BX537143.1,BX537143.1
27252,si:ch211-86h15.1,sich21186h15.1
27253,CU861893.1,CU861893.1
27254,mdm4,mdm4
27255,atp2b4,atp2b4
27256,CR555297.1,CR555297.1
27257,optc,optc
27258,csf1a,csf1a
27259,BX571675.2,BX571675.2
27260,kiss1,kiss1
27261,golt1a,golt1a
27262,plekha6,plekha6
27263,BX571675.1,BX571675.1
27264,si:ch73-21d24.1,sich7321d24.1
27265,pik3c2b,pik3c2b
27266,LO016980.1,LO016980.1
27267,nfasca,nfasca
27268,CR354444.2,CR354444.2
27269,CR354444.1,CR354444.1
27270,cntn2,cntn2
27271,chia.1,chia.1
27272,chia.2,chia.2
27273,chia.3,chia.3
27274,CU571319.2,CU571319.2
27275,ovgp1,ovgp1
27276,zc3h11a,zc3h11a
27277,maf1,maf1
27278,trib3,trib3
27279,CU571319.1,CU571319.1
27280,FP102969.1,FP102969.1
27281,AL831791.1,AL831791.1
27282,sox12,sox12
27283,pnp4a,pnp4a
27284,si:dkey-76p14.2,sidkey76p14.2
27285,rem1,rem1
27286,rbm39a,rbm39a
27287,si:ch211-15p9.2,sich21115p9.2
27288,nfs1,nfs1
27289,dvl1b,dvl1b
27290,mxra8a,mxra8a
27291,plekhg5a,plekhg5a
27292,BX072564.1,BX072564.1
27293,syt6b,syt6b
27294,olfml3b,olfml3b
27295,gpr25,gpr25
27296,inavab,inavab
27297,rnpep,rnpep
27298,cyb5r1,cyb5r1
27299,adipor1a,adipor1a
27300,rabif,rabif
27301,CR628365.1,CR628365.1
27302,kdm5ba,kdm5ba
27303,ipo9,ipo9
27304,shisa4,shisa4
27305,lmod1b,lmod1b
27306,timm17a,timm17a
27307,sulf2a,sulf2a
27308,CR628365.2,CR628365.2
27309,zgc:92107,zgc92107
27310,phf20a,phf20a
27311,ndrg3a,ndrg3a
27312,si:ch211-25d12.7,sich21125d12.7
27313,trpc4apa,trpc4apa
27314,myh7ba,myh7ba
27315,dre-mir-499,dre-mir-499
27316,CR555298.1,CR555298.1
27317,snai1a,snai1a
27318,tp53inp2,tp53inp2
27319,cyldb,cyldb
27320,top1l,top1l
27321,si:ch211-232b12.5,sich211232b12.5
27322,fam83d,fam83d
27323,CR932000.1,CR932000.1
27324,mafbb,mafbb
27325,si:dkeyp-97e7.9,sidkeyp97e7.9
27326,adnpa,adnpa
27327,gata1a,gata1a
27328,si:dkey-13a21.4,sidkey13a21.4
27329,hcfc1a,hcfc1a
27330,opn1sw2,opn1sw2
27331,CT573282.1,CT573282.1
27332,dre-mir-726,dre-mir-726
27333,opn1lw1,opn1lw1
27334,opn1lw2,opn1lw2
27335,gnl3l,gnl3l
27336,tfe3b,tfe3b
27337,si:dkey-245f22.3,sidkey245f22.3
27338,cxxc1b,cxxc1b
27339,mbd1b,mbd1b
27340,ccdc120,ccdc120
27341,comtb,comtb
27342,grm6b,grm6b
27343,CR933820.1,CR933820.1
27344,otud5b,otud5b
27345,mon1bb,mon1bb
27346,brpf3a,brpf3a
27347,si:dkey-183j2.10,sidkey183j2.10
27348,plch2b,plch2b
27349,skib,skib
27350,tmem51b,tmem51b
27351,kaznb,kaznb
27352,CR318604.1,CR318604.1
27353,prdm2b,prdm2b
27354,foxj3,foxj3
27355,ppcs,ppcs
27356,utp3,utp3
27357,cpne1,cpne1
27358,rbm12,rbm12
27359,fer1l4,fer1l4
27360,unm-sa1614,unm-sa1614
27361,st3gal8,st3gal8
27362,dynlrb1,dynlrb1
27363,dynlrb1-1,dynlrb1-1
27364,map1lc3a,map1lc3a
27365,efcc1,efcc1
27366,si:dkey-57n24.6,sidkey57n24.6
27367,acad9,acad9
27368,iqsec1b,iqsec1b
27369,CR847934.1,CR847934.1
27370,hdac11,hdac11
27371,fbln2,fbln2
27372,CR555293.1,CR555293.1
27373,wnt7aa,wnt7aa
27374,CR548622.3,CR548622.3
27375,dre-let-7f,dre-let-7f
27376,dre-let-7a-1,dre-let-7a-1
27377,ptpdc1a,ptpdc1a
27378,CR548622.2,CR548622.2
27379,CR548622.1,CR548622.1
27380,barx1,barx1
27381,CR931782.1,CR931782.1
27382,CR931782.2,CR931782.2
27383,phf2,phf2
27384,fam120a,fam120a
27385,BX601648.2,BX601648.2
27386,cass4,cass4
27387,BX601648.1,BX601648.1
27388,cstf1,cstf1
27389,eif4g3a,eif4g3a
27390,ece1,ece1
27391,alpl,alpl
27392,si:ch211-220m17.4,sich211220m17.4
27393,BX248318.1,BX248318.1
27394,nmur3,nmur3
27395,lactbl1b,lactbl1b
27396,ephb2b,ephb2b
27397,CR450786.1,CR450786.1
27398,lrrc38b,lrrc38b
27399,BX649345.2,BX649345.2
27400,BX649345.1,BX649345.1
27401,dhrs3b,dhrs3b
27402,aadacl4,aadacl4
27403,si:ch211-226m7.4,sich211226m7.4
27404,klhdc7a,klhdc7a
27405,igsf21a,igsf21a
27406,BX537130.1,BX537130.1
27407,arhgef10la,arhgef10la
27408,CR450796.1,CR450796.1
27409,wu:fi42e03,wufi42e03
27410,BX548000.1,BX548000.1
27411,chd5,chd5
27412,rpl22,rpl22
27413,rnf207a,rnf207a
27414,nr0b1,nr0b1
27415,si:ch211-218g23.6,sich211218g23.6
27416,gucy1b2,gucy1b2
27417,plekha3,plekha3
27418,rpgrb,rpgrb
27419,dynlt3,dynlt3
27420,cybb,cybb
27421,xk,xk
27422,grpr,grpr
27423,vegfd,vegfd
27424,pir,pir
27425,zgc:113276,zgc113276
27426,CU652893.1,CU652893.1
27427,il1fma,il1fma
27428,si:ch73-226l13.2,sich73226l13.2
27429,ace2,ace2
27430,nhsb,nhsb
27431,si:ch211-161f7.2,sich211161f7.2
27432,CR318645.1,CR318645.1
27433,scml2,scml2
27434,cdkl5,cdkl5
27435,rs1a,rs1a
27436,CR790368.1,CR790368.1
27437,ppef1,ppef1
27438,si:dkey-163f14.6,sidkey163f14.6
27439,ugt1b7,ugt1b7
27440,ugt1b6p,ugt1b6p
27441,ugt1b5,ugt1b5
27442,ugt1b4,ugt1b4
27443,ugt1b3,ugt1b3
27444,ugt1b2,ugt1b2
27445,ugt1b1,ugt1b1
27446,cflara,cflara
27447,tmem169a,tmem169a
27448,pecr,pecr
27449,map4k3a,map4k3a
27450,tmem178,tmem178
27451,slc8a1a,slc8a1a
27452,CR556713.1,CR556713.1
27453,zgc:153665,zgc153665
27454,mala,mala
27455,pgap4,pgap4
27456,tpcn3,tpcn3
27457,ttbk1a,ttbk1a
27458,slc22a7a,slc22a7a
27459,wdr83os,wdr83os
27460,cacna1ab,cacna1ab
27461,CR855274.1,CR855274.1
27462,ier2b,ier2b
27463,CR855274.2,CR855274.2
27464,stx10,stx10
27465,si:cabz01069582.1,sicabz01069582.1
27466,si:dkey-238i5.3,sidkey238i5.3
27467,stx10-1,stx10-1
27468,nacc1b,nacc1b
27469,trmt1,trmt1
27470,man2b1,man2b1
27471,si:dkey-238i5.2,sidkey238i5.2
27472,sipa1l2,sipa1l2
27473,egln1b,egln1b
27474,egln1b-1,egln1b-1
27475,zgc:162816,zgc162816
27476,FO704610.1,FO704610.1
27477,diaph3,diaph3
27478,AL844172.1,AL844172.1
27479,AL844172.2,AL844172.2
27480,CR556714.1,CR556714.1
27481,CR556714.2,CR556714.2
27482,CABZ01011390.1,CABZ01011390.1
27483,CR589875.4,CR589875.4
27484,CR589875.1,CR589875.1
27485,CR589875.2,CR589875.2
27486,pcdh17,pcdh17
27487,CR589875.3,CR589875.3
27488,BX000696.1,BX000696.1
27489,BX000696.2,BX000696.2
27490,BX530032.1,BX530032.1
27491,BX530032.2,BX530032.2
27492,nkpd1,nkpd1
27493,cntnap5l,cntnap5l
27494,BX119916.2,BX119916.2
27495,BX119916.1,BX119916.1
27496,lims1,lims1
27497,thsd7bb,thsd7bb
27498,spoplb,spoplb
27499,nxph2b,nxph2b
27500,si:ch211-227n13.3,sich211227n13.3
27501,phka2,phka2
27502,col6a2,col6a2
27503,CR925698.1,CR925698.1
27504,col6a1,col6a1
27505,tdo2b,tdo2b
27506,atp13a3,atp13a3
27507,tmem44,tmem44
27508,lsg1,lsg1
27509,fam43a,fam43a
27510,FO681390.1,FO681390.1
27511,BX548160.1,BX548160.1
27512,xxylt1,xxylt1
27513,BX548160.2,BX548160.2
27514,pik3ca,pik3ca
27515,zmat3,zmat3
27516,pfkfb4a,pfkfb4a
27517,mapkapk3,mapkapk3
27518,dnah1,dnah1
27519,si:dkey-202e22.2,sidkey202e22.2
27520,chchd4a,chchd4a
27521,slc38a3a,slc38a3a
27522,gnai2a,gnai2a
27523,inka1a,inka1a
27524,CT963136.1,CT963136.1
27525,traip,traip
27526,mon1a,mon1a
27527,BX293991.2,BX293991.2
27528,mst1rb,mst1rb
27529,BX293991.1,BX293991.1
27530,camkvb,camkvb
27531,sema3fb,sema3fb
27532,BX914197.1,BX914197.1
27533,arl8bb,arl8bb
27534,bhlhe40,bhlhe40
27535,itpr1b,itpr1b
27536,setmar,setmar
27537,brk1,brk1
27538,gpx1a,gpx1a
27539,CR933559.1,CR933559.1
27540,grm2b,grm2b
27541,rrp9,rrp9
27542,GPR62,GPR62
27543,zgc:172270,zgc172270
27544,nfya,nfya
27545,sort1a,sort1a
27546,psma5,psma5
27547,sypl2a,sypl2a
27548,atxn7l2a,atxn7l2a
27549,cyb561d1,cyb561d1
27550,zbtb40,zbtb40
27551,usp48,usp48
27552,ldlrad2,ldlrad2
27553,CR457444.1,CR457444.1
27554,CU928222.1,CU928222.1
27555,CU928222.3,CU928222.3
27556,CU928222.2,CU928222.2
27557,CR457444.5,CR457444.5
27558,CR457444.2,CR457444.2
27559,CR457444.11,CR457444.11
27560,CR457444.9,CR457444.9
27561,CR457444.7,CR457444.7
27562,CR457444.12,CR457444.12
27563,CR457444.6,CR457444.6
27564,CR457444.10,CR457444.10
27565,CR457444.8,CR457444.8
27566,CR457444.4,CR457444.4
27567,CR457444.3,CR457444.3
27568,si:ch211-11c3.9,sich21111c3.9
27569,si:ch211-11c3.11,sich21111c3.11
27570,si:ch211-11c3.12,sich21111c3.12
27571,cacna2d3,cacna2d3
27572,parapinopsinb,parapinopsinb
27573,cacna1da,cacna1da
27574,tkta,tkta
27575,BX248521.3,BX248521.3
27576,BX248521.2,BX248521.2
27577,BX248521.1,BX248521.1
27578,bicd2,bicd2
27579,card19,card19
27580,NINJ1,NINJ1
27581,wnk2,wnk2
27582,itih3b,itih3b
27583,zgc:112265,zgc112265
27584,CABZ01065569.1,CABZ01065569.1
27585,il17rc,il17rc
27586,creld1a,creld1a
27587,CR352285.1,CR352285.1
27588,CR352285.2,CR352285.2
27589,erc2,erc2
27590,CR936337.1,CR936337.1
27591,bsnb,bsnb
27592,CR847984.1,CR847984.1
27593,hp1bp3,hp1bp3
27594,CR847984.2,CR847984.2
27595,sh2d5,sh2d5
27596,kif17,kif17
27597,zgc:158258,zgc158258
27598,yod1,yod1
27599,snrpe,snrpe
27600,sox13,sox13
27601,etnk2,etnk2
27602,si:ch211-112f3.4,sich211112f3.4
27603,slc41a1,slc41a1
27604,klhdc8a,klhdc8a
27605,AL928854.1,AL928854.1
27606,dre-mir-135c-1,dre-mir-135c-1
27607,CDK18,CDK18
27608,mfsd4aa,mfsd4aa
27609,elk4,elk4
27610,si:ch211-117k10.3,sich211117k10.3
27611,slc45a3,slc45a3
27612,nucks1a,nucks1a
27613,AL929286.1,AL929286.1
27614,AL845324.1,AL845324.1
27615,FO744851.1,FO744851.1
27616,pimr127,pimr127
27617,pimr126,pimr126
27618,si:ch211-122l14.4,sich211122l14.4
27619,si:ch211-122l14.7,sich211122l14.7
27620,si:ch211-122l14.6,sich211122l14.6
27621,AL845324.2,AL845324.2
27622,cldn19,cldn19
27623,p3h1,p3h1
27624,CU210919.1,CU210919.1
27625,CU210919.2,CU210919.2
27626,C11H1orf50,C11H1orf50
27627,ap5b1,ap5b1
27628,cdc42,cdc42
27629,wnt4,wnt4
27630,CR847998.1,CR847998.1
27631,camta1b,camta1b
27632,vamp3,vamp3
27633,per3,per3
27634,uts2b,uts2b
27635,si:dkey-264d12.1,sidkey264d12.1
27636,tnfrsf9b,tnfrsf9b
27637,fam83e,fam83e
27638,EMP3,EMP3
27639,si:dkey-264d12.5,sidkey264d12.5
27640,znf362a,znf362a
27641,CT033813.1,CT033813.1
27642,si:ch211-193i15.1,sich211193i15.1
27643,trim62.2,trim62.2
27644,si:dkey-207b20.2,sidkey207b20.2
27645,trim62.1,trim62.1
27646,tnfrsf1b,tnfrsf1b
27647,si:dkeyp-61b2.1,sidkeyp61b2.1
27648,miip,miip
27649,mmel1,mmel1
27650,AL954137.1,AL954137.1
27651,AL954137.2,AL954137.2
27652,prxl2b,prxl2b
27653,slc45a1,slc45a1
27654,si:ch211-222l21.1,sich211222l21.1
27655,ccdc114,ccdc114
27656,tas1r3,tas1r3
27657,FP236327.1,FP236327.1
27658,errfi1a,errfi1a
27659,CABZ01083815.1,CABZ01083815.1
27660,CABZ01044767.1,CABZ01044767.1
27661,CABZ01044765.1,CABZ01044765.1
27662,CABZ01044764.2,CABZ01044764.2
27663,CABZ01044764.1,CABZ01044764.1
27664,svbp,svbp
27665,zgc:175088,zgc175088
27666,phf13,phf13
27667,dnajc11b,dnajc11b
27668,camta1,camta1
27669,CABZ01087025.2,CABZ01087025.2
27670,CABZ01087025.3,CABZ01087025.3
27671,mrps16,mrps16
27672,CABZ01087025.1,CABZ01087025.1
27673,pax7a,pax7a
27674,CR759952.1,CR759952.1
27675,park7,park7
27676,BX571706.1,BX571706.1
27677,kcnab2a,kcnab2a
27678,megf6b,megf6b
27679,CR847970.1,CR847970.1
27680,akr7a3,akr7a3
27681,mrto4,mrto4
27682,iffo2b,iffo2b
27683,aldh4a1,aldh4a1
27684,her2,her2
27685,her15.1,her15.1
27686,her15.2,her15.2
27687,abhd6a,abhd6a
27688,si:ch211-193l2.10,sich211193l2.10
27689,FP325130.1,FP325130.1
27690,FLNB,FLNB
27691,slmapa,slmapa
27692,CU138553.1,CU138553.1
27693,dennd6aa,dennd6aa
27694,arf4b,arf4b
27695,si:ch1073-165f9.2,sich1073165f9.2
27696,zgc:110286,zgc110286
27697,arf4a,arf4a
27698,arf4a-1,arf4a-1
27699,pde12,pde12
27700,atp6ap1la,atp6ap1la
27701,rps23,rps23
27702,FP067440.1,FP067440.1
27703,asb14a,asb14a
27704,hesx1,hesx1
27705,LO017916.1,LO017916.1
27706,il17rd,il17rd
27707,si:ch73-106k19.2,sich73106k19.2
27708,tdrd3,tdrd3
27709,zgc:194981,zgc194981
27710,CU459094.2,CU459094.2
27711,si:ch73-106k19.5,sich73106k19.5
27712,CU459094.1,CU459094.1
27713,CU459094.3,CU459094.3
27714,FP325124.1,FP325124.1
27715,pcdh20-1,pcdh20-1
27716,EML6,EML6
27717,CABZ01092982.2,CABZ01092982.2
27718,CABZ01092982.1,CABZ01092982.1
27719,CABZ01080006.1,CABZ01080006.1
27720,acyp2,acyp2
27721,foxg1b,foxg1b
27722,sptbn1,sptbn1
27723,si:zfos-1837d3.1,sizfos1837d3.1
27724,FO834831.1,FO834831.1
27725,CABZ01058277.1,CABZ01058277.1
27726,CU929458.1,CU929458.1
27727,sult6b1,sult6b1
27728,vipb,vipb
27729,slc29a1b,slc29a1b
27730,tmem63bb,tmem63bb
27731,CABZ01073015.1,CABZ01073015.1
27732,gli2b,gli2b
27733,ralbb,ralbb
27734,zgc:153431,zgc153431
27735,INHBB,INHBB
27736,FP016005.1,FP016005.1
27737,FP016005.2,FP016005.2
27738,FP016005.3,FP016005.3
27739,FO704721.3,FO704721.3
27740,FO704721.2,FO704721.2
27741,FO704721.1,FO704721.1
27742,clcn4,clcn4
27743,SHROOM2,SHROOM2
27744,gnb4b,gnb4b
27745,CABZ01112732.1,CABZ01112732.1
27746,CABZ01100304.1,CABZ01100304.1
27747,CABZ01100185.1,CABZ01100185.1
27748,CABZ01100187.1,CABZ01100187.1
27749,LOXL4,LOXL4
27750,srsf7b,srsf7b
27751,il1rapl1b,il1rapl1b
27752,mfn1b,mfn1b
27753,si:ch1073-365p7.2,sich1073365p7.2
27754,ero1b,ero1b
27755,gpr137bb,gpr137bb
27756,nid1b,nid1b
27757,tbce,tbce
27758,rbm34,rbm34
27759,tomm20b,tomm20b
27760,irf2bp2b,irf2bp2b
27761,BX569779.1,BX569779.1
27762,map1lc3c,map1lc3c
27763,strn,strn
27764,FO744859.1,FO744859.1
27765,opn6a,opn6a
27766,eif4a3,eif4a3
27767,zgc:171772,zgc171772
27768,pfklb,pfklb
27769,cfap410,cfap410
27770,orc2,orc2
27771,ldb1b,ldb1b
27772,si:dkey-93h22.8,sidkey93h22.8
27773,ogal,ogal
27774,cant1b,cant1b
27775,CR293511.2,CR293511.2
27776,afmid,afmid
27777,tk1,tk1
27778,syngr2b,syngr2b
27779,si:dkey-93h22.7,sidkey93h22.7
27780,CR293511.1,CR293511.1
27781,tmc8,tmc8
27782,tmc6b,tmc6b
27783,CABZ01078080.1,CABZ01078080.1
27784,notum1b,notum1b
27785,aspscr1,aspscr1
27786,pycr1b,pycr1b
27787,mafgb,mafgb
27788,si:ch73-100l22.3,sich73100l22.3
27789,trappc10,trappc10
27790,srsf11,srsf11
