gene	21Day	22Month	24hpf	3Month	72hpf
CR932000.1	137	370	81	613	143
CR932364.1	13	18	20	37	17
CR933730.1	15	67	35	731	6
CR933734.3	9	7	34	9	13
CR936300.1	525	609	104	803	942
CR936321.1	3989	17089	2833	14763	2680
CR936482.1	299	243	46	493	483
CR936975.1	35	760	34	4044	59
CR938716.1	195	148	9	109	347
CR954963.1	51	22	23	70	52
CR974475.1	62	172	20	155	74
CRACR2A	281	1122	56	2685	88
CSKMT	555	2731	309	3066	637
CSRNP3	291	112	43	32	596
CT025585.1	12	56	17	167	6
CT025690.1	458	622	466	810	1052
CT025742.1	794	1200	887	3301	1204
CT025897.1	90	68	94	190	158
CT025912.1	99	365	45	371	84
CT027578.1	15	0	31	0	23
CT027702.1	15	88	27	140	49
CT027718.1	627	289	231	132	656
CT027744.2	298	5782	104	13458	111
CT027815.1	944	3893	1014	3699	1867
CT027980.1	1386	1640	19	3759	229
CT030144.1	70	633	41	1570	77
CT030188.1	4521	56999	3638	46856	4547
CT573065.1	699	37311	352	5438	838
CT573103.1	32	943	24	648	38
CT573148.1	8	39	26	105	10
CT573239.1	191	895	77	1896	233
CT573248.2	215	294	380	1993	481
CT573256.1	576	525	531	1396	728
CT573342.1	75	210	313	582	85
CT573344.1	1114	790	146	1297	1002
CT573366.1	31	5	119	9	153
CT573383.1	9231	23053	419	45732	1070
CT573433.1	193	44	60	136	1520
CT583646.2	56	117	77	320	137
CT583651.2	28	21	6	13	140
CT583672.1	1627	3176	1445	5030	2504
CT583687.1	34	567	34	1745	147
CT583687.2	8	15	0	57	7
CT583708.1	293	1645	89	1823	85
CT583723.2	20	100	3	150	3
CT583728.23	0	170	3	0	3
CT737123.1	27	300	45	32	13
CT737162.2	425	327	21	1015	1055
CT737190.2	30	130	81	224	59
CT956002.2	37	307	85	213	42
CT956093.1	306	1751	179	3690	341
CT978957.2	3	0	6	0	1
CT990561.1	105	141	63	162	490
CT990618.1	226	1956	316	2951	266
CT990625.1	193	51	55	130	150
CU019624.1	130	1349	57	472	133
CU019662.1	974	14256	92	22407	315
CU024870.1	17	24	28	2	20
CU041319.2	108	0	19	0	219
CU062501.1	729	2994	225	2746	969
CU074419.2	1101	5722	998	3309	799
CU076099.1	79	414	40	554	138
CU104716.1	16	333	84	1247	38
CU104731.1	713	7310	91	11347	187
CU104777.1	44	712	35	703	75
CU137645.3	67	43	51	25	92
CU137648.1	18	0	83	19	27
CU137648.2	3	0	4	0	8
CU138533.2	118	156	133	225	304
CU138542.2	395	8	41	135	607
CU207221.1	3380	4090	1526	7659	10053
CU207221.2	86	333	77	455	316
CU207281.1	14	315	27	1857	21
CU207301.3	99	1696	85	1806	182
CU207354.1	30	79	65	301	69
CU302316.1	7	40	14	111	6
CU302436.1	36	87	64	280	24
CU302436.3	173	6	572	55	87
CU302436.4	21	90	76	202	21
CU302436.5	19	4	79	12	40
CU372926.1	624	19640	120	35961	689
CU457778.1	163	959	135	973	342
CU457778.3	379	589	214	623	508
CU457819.1	47	3	60	8	49
CU457819.3	47	15	73	28	54
CU457819.4	27	0	32	5	50
CU459012.1	199	531	33	1979	894
CU459056.1	1290	10758	578	25843	2339
CU459065.1	33	76	21	39	24
CU459186.2	12	2	104	26	20
CU459186.3	47	16	228	10	57
CU459186.4	34	0	304	31	79
CU459186.5	263	725	248	879	236
CU462878.1	505	6282	112	12509	619
CU462915.1	63	343	27	169	65
CU463033.1	80	312	24	573	43
CU463038.2	71	112	45	97	95
CU464124.1	464	457	91	1662	564
CU466278.1	69	5	20	18	38
CU466278.2	4	231	4	219	5
CU466287.2	235	399	185	596	382
CU467110.1	238	1790	46	4926	242
CU467646.4	485	276	232	444	812
CU467646.5	2	172	106	0	61
CU467646.6	195	746	34	998	364
CU467646.7	0	26	37	0	14
CU467822.1	2545	3995	549	3335	11744
CU467856.1	1347	1008	225	1170	4716
CU467861.1	5469	15105	3685	21206	5092
CU467861.2	192	624	95	446	255
CU467961.1	533	2089	81	2874	516
CU468730.1	97	586	77	1199	186
CU468915.1	507	322	660	520	444
CU468920.1	41	74	25	206	27
CU469362.1	1294	3146	218	3855	889
CU469420.1	76	2224	39	2720	65
CU469420.4	38	329	51	719	85
CU469462.1	4517	25845	666	29268	3774
CU469526.1	4255	5339	3451	8133	2530
CU469568.1	146	164	30	833	78
CU469577.1	4857	14257	534	14441	3127
CU550713.1	191	189	25	52	120
CU570689.2	247	850	148	1569	477
CU570769.1	102	238	284	204	183
CU570893.1	15	9	4	7	13
CU570894.1	544	4194	195	7165	486
CU570894.2	505	1396	255	1682	988
CU571074.1	4185	5278	1125	12847	7043
CU571079.1	628	455	69	1523	955
CU571081.1	83	119	59	1091	59
CU571315.1	98	3309	31	4426	64
CU571318.1	2260	4100	1097	9690	5986
CU571324.1	4	61	25	0	11
CU571331.1	767	1985	80	2669	587
CU628002.1	114	167	79	367	77
CU633479.2	118	53	451	12	613
CU633479.6	119	0	29	83	84
CU633991.2	152	299	59	528	214
CU638870.1	648	3267	74	8242	618
CU639468.1	38	36	14	109	50
CU639469.1	3514	3876	736	9712	11072
CU640433.1	254	1121	255	1544	359
CU655842.1	1258	5073	332	4174	2145
CU655845.1	84	3	36	3	69
CU655961.2	326	811	71	1180	656
CU655961.4	26	1717	18	2233	29
CU657977.1	8	6	16	69	9
CU659670.1	802	709	313	977	1285
CU681836.1	609	14	59	98	1035
CU682777.2	2438	46248	92	54409	2263
CU682811.2	541	1048	86	1477	1224
CU683879.2	15	15	26	6	21
CU693494.2	3981	1456	6	149	15843
CU693502.1	2455	935	1958	2670	8181
CU694197.1	10718	26547	6830	32802	15280
CU694321.1	1634	1223	1530	3832	3839
CU694380.1	8	20118	2	6350	8
CU694481.1	2208	4747	2144	3849	3897
CU694486.1	6	283	9	659	5
CU695215.2	65	87	81	612	41
CU855759.1	653	18492	584	20381	1940
CU855889.2	827	508	325	1416	766
CU855930.2	441	1361	297	3529	852
CU855936.1	10	138	4	210	7
CU856344.1	521	1292	338	2281	916
CU856358.1	24	185	9	1011	4
CU856423.1	501	330	251	385	1079
CU856520.1	6033	3592	476	5984	5689
CU856539.2	2402	7640	462	11445	1945
CU856622.1	261	1230	210	2002	391
CU861453.1	129	613	51	445	281
CU861477.1	27	24	8	12	117
CU862021.1	1074	2226	588	3966	1052
CU862078.1	3	130	4	1137	7
CU896541.1	37	346	32	1000	78
CU914157.1	95	9	1611	47	314
CU914536.1	49	92	24	191	83
CU914617.1	1729	185	43	260	1270
CU914622.2	8467	1050	159	2554	2915
CU927890.1	97	121	25	68	89
CU927934.3	125	2150	800	5193	42
CU928013.1	54	33	40	141	95
CU928117.1	142	122	21	235	133
CU928129.1	217	550	287	327	103
CU929037.1	9	203	17	297	8
CU929070.1	5977	14681	2542	17549	3056
CU929143.1	0	155	23	0	1
CU929145.2	187	111	181	571	221
CU929160.1	23	12	16	41	10
CU929178.1	5	3378	2	981	1
CU929230.1	2595	2371	3478	5208	4730
CU929259.1	4369	1543	895	1839	3236
CU929294.1	252	388	280	292	238
CU929312.1	13	57	16	33	8
CU929391.1	102	524	69	6992	63
CU929402.1	38	0	12	3	26
CU929418.1	95	2591	232	5436	36
CU929444.1	107	242	84	170	281
CU929451.1	80	22	43	509	240
CU929451.2	440	98	105	208	2574
CU972512.1	1403	380	393	1454	1996
CU984600.1	3223	8210	1655	10397	4508
CU984600.2	141	709	18	1092	26
CYP27A1	60	5946	31	739	79
CYP2C9	2075	43096	836	80174	4285
CYTH2	37	26	10	43	57
CZQB01095947.1	15	106	47	103	8
CZQB01141835.2	881	7298	444	11052	2347
DGKD	135	72	38	181	83
DHX35	2105	3084	2025	4193	3552
DISP3	96	175	17	94	314
DMWD	64	257	28	282	176
DNAJA4	9252	55427	138	69886	1151
DOCK9	51	341	23	370	58
DST	650	847	167	833	1602
DTX4	1832	676	2697	1009	9243
DUT	2256	706	1704	1611	2256
DYRK3	4373	8724	1528	20581	7704
E2F2	98	57	71	216	109
ECE2	76	302	16	316	99
ECPAS	2096	11363	698	9135	3388
EIF1B	10203	38169	10744	57865	17408
EML5	697	4684	610	8766	1515
EPB41L2	4107	2883	2000	4709	4635
ERC1	604	575	214	470	468
F2RL3	26	102	12	190	39
FADS6	515	2155	5	6221	335
FAM109B	51	59	76	165	89
FAM124A	186	1061	55	1117	278
FAM72B	1090	1106	426	2284	3432
FAM83G	6937	15018	1073	29045	9246
FAT4	4591	1940	1594	2208	12225
FBXL19	102	151	71	198	234
FBXO46	4172	7430	1131	8968	7012
FBXO48	1124	7960	91	19107	2287
FIBCD1	266	289	31	598	407
FIG4	708	646	213	1299	1372
FITM1	11	18	28	5	30
FNDC10	377	182	55	276	1375
FO082877.1	1363	1323	500	1852	3238
FO203432.1	3258	93484	5222	138762	291
FO681357.1	8205	7142	1365	18444	10937
FO681390.1	91	132	38	216	113
FO704661.1	3733	11530	233	9624	2278
FO704721.1	442	932	100	2150	567
FO704736.1	255847	3147238	183501	2175832	329620
FO704741.1	118	163	129	375	392
FO704745.1	31	474	32	1481	64
FO704750.1	2307	6826	241	11577	1776
FO704755.1	14	3	20	4	42
FO704772.1	24898	88504	1172	24658	10393
FO704779.1	41	392	25	429	92
FO704786.1	155	172	76	922	967
FO704871.1	273	9	390	11	551
FO704915.1	141	250	43	446	140
FO744833.2	473	6188	17	9999	75
FO818711.1	241	312	15	5411	3
FO834799.1	482	362	224	908	450
FO834800.1	13	124	3	294	26
FO834803.1	487	1125	183	1866	859
FO834814.1	469	608	155	1897	287
FO834831.1	16	35	85	24	34
FO834840.1	1040	3456	61	14788	488
FO904885.3	1680	480	2036	1750	2070
FO904943.1	7	6	0	3	1
FO904980.1	114	183	164	184	124
FO905040.1	333	68	135	73	246
FP015850.1	7712	102005	10249	192457	416
FP015862.2	268	5522	97	4616	117
FP015919.1	3706	20840	801	18130	2387
FP015972.1	914	1926	433	3822	841
FP017161.1	133	198	18	103	217
FP017215.1	2246	673	103	5103	239
FP017217.1	6368	6308	454	11757	2084
FP017274.1	845	160	61	6	3474
FP017295.1	16	20	67	135	34
FP074874.1	302	933	263	1858	820
FP074874.2	240	888	116	1107	402
FP074874.4	1	41	15	12	5
FP074902.2	6693	21112	915	37857	4425
FP085398.1	303	3625	448	5673	442
FP085400.1	3	12	31	19	4
FP085414.1	621	43	107	63	5028
FP101861.1	941	680	902	2355	605
FP101882.1	826	4351	712	5464	650
FP101887.1	3212	11782	902	14986	3033
FP101914.1	2004	1558	636	2311	4670
FP102018.1	3899	4230	96	9597	2301
FP102120.1	419	408	232	264	849
FP102171.1	13	25	18	42	18
FP102192.1	158	76	74	55	41
FP102192.2	1011	268	43	1219	159
FP102783.1	850	395	59	631	1582
FP236812.1	1175	2648	4269	1871	2014
FP236812.2	31	13	52	48	28
FP236812.3	37	226	294	856	84
FP236812.4	72	34	76	111	44
FP243383.1	1629	1195	787	1640	6919
FP245458.1	13	83	12	1044	26
FP245462.1	15	0	105	0	30
FP325123.1	43	22	99	36	48
FP325123.2	22	0	38	4	34
FP325130.1	87	147	13	415	83
FP326649.1	638	1487	295	2835	947
FP340257.1	50	21	85	35	92
FP565451.1	121	998	62	1394	36
FP885542.2	7	1054	20	2158	21
FQ311908.1	166	417	68	356	171
FQ311928.1	436	402	34	176	669
FQ311955.1	444	97	3199	26	947
FQ312024.1	17	10	32	3	14
FQ323119.1	2277	641	1255	2500	3232
FQ323156.1	13699	4808	873	16421	7208
FQ377896.1	25	270	14	148	58
FQ377903.1	85	439	38	981	56
FQ377903.3	82	475	36	958	83
FQ790208.1	303	368	126	668	509
FQ976913.1	834	3366	840	11597	1431
FQ976914.1	831	582	129	402	874
FRMD4A	143	116	56	113	306
FRMD5	114	19	24	44	435
GALNTL6	398	335	40	382	1742
GDPGP1	218	2124	52	1118	160
GHITM	113	248	33	316	68
GID4	72	66	47	133	74
GK3P	698	2068	302	2644	716
GMEB2	1623	2728	281	3572	2390
GNAZ	316	397	42	566	356
GPR89A	92	379	41	629	104
GRB14	107	2982	207	3095	320
GSTZ1	4782	103637	350	151351	1400
GTPBP8	420	1453	327	2422	585
HACD4	488	371	193	604	135
HADHB	16566	104414	5457	191537	24849
HECTD4	53	501	5	446	83
HHEX	24	190	28	379	14
HIST1H4B	23	10	107	20	37
HIST1H4I	70	33	135	64	81
HIST1H4J	22	137	108	250	31
HIST2H3C	45	3	226	40	82
HOOK3	404	450	101	806	526
HUS1	233	360	216	1650	229
IGLON5	3547	399	122	977	11325
IKZF2	498	342	63	779	435
IKZF4	109	264	42	428	159
INAVA	1357	367	2685	1225	4862
IRAK4	190	1659	113	3143	134
ITGB1BP2	795	1494	685	3538	1049
IZUMO1R	1709	17584	27	18348	341
KCNIP4	71	25	35	71	140
KCNN2	50	28	60	66	69
KCTD15	1268	469	307	993	1571
KHDRBS3	165	30	7	452	404
KIAA0895L	395	631	250	1199	1137
KIF2A	4074	6011	1803	12280	7892
KLHL12	788	6354	476	5602	1635
KLHL28	118	630	50	799	164
LAMP1	248	361	104	537	254
LEPROTL1	7878	10165	3825	17879	19156
LIN28A	4	0	112	0	38
LO016987.2	47	54	28	112	137
LO017711.1	78	133	19	263	144
LO017739.1	1931	184	207	182	6920
LO017771.1	854	2711	659	1849	2224
LO017784.1	455	1195	433	1947	1378
LO017790.1	38	284	9	244	29
LO017798.1	84	42	43	81	169
LO017852.1	1273	2476	540	5145	2469
LO017877.2	129	405	31	213	73
LO017901.1	617	463	114	518	2235
LO017917.1	90	107	37	261	85
LO017951.1	715	165	35	170	1680
LO017965.1	541	10341	109	155436	116
LO018013.1	23291	113495	13809	192099	32965
LO018021.1	27	2	31	10	69
LO018029.1	844	1731	433	3577	1535
LO018124.1	38	37	30	321	50
LO018128.1	260	43291	192	18143	224
LO018148.1	285	336	213	441	949
LO018154.1	339	849	185	2170	621
LO018176.1	27	78	11	114	31
LO018188.1	1771	218	179	302	1613
LO018197.1	265	776	119	1147	281
LO018336.1	111	255	7	82	171
LO018474.1	71	207	32	428	87
LO018541.1	298	704	32	1259	196
LO018557.1	771	2188	139	2534	1170
LRFN3	11	21	1	0	22
LRRC52	16	8	7	6	17
LRRC56	28	126	87	883	75
LRRC69	43	112	24	3188	88
LRRC75A	193	828	28	1492	404
LRRC8E	432	1894	265	2369	742
LSAMP	14	0	13	0	28
LTN1	2526	9115	833	10701	3527
LUC7L2	12019	31300	7251	44412	13462
LYRM4	923	3441	534	4233	1177
MAD2L2	700	958	522	3782	1513
MANEAL	1047	198	58	203	3577
MARK4	6106	12378	2512	19609	14858
MDFI	1480	822	313	3310	1862
MDFIC	2533	2305	278	3347	3016
MED8	1794	6349	1228	11266	4226
MED9	2610	4359	2799	7097	5598
MEPCE	3327	5566	2132	9932	7817
METTL18	722	1744	428	3163	1021
MEX3A	613	71	175	274	940
MGC174155	0	0	358	0	2
MIB2	71	258	27	261	109
MPRIP	1128	11369	371	19957	2371
MSANTD2	189	639	36	1652	505
MTERF1	381	1708	119	2191	376
MYADM	3474	10245	2159	14077	5084
MYO1D	1323	7656	185	10061	1383
MYO9B	3192	1407	1635	1877	4754
MYRFL	363	3946	9	5008	238
MZT1	3042	4145	2715	7869	5353
NC-002333.1	114	1564	59	2055	104
NC-002333.10	124	3396	97	3257	95
NC-002333.12	1532	6365	338	5993	1351
NC-002333.14	262	3305	134	2589	108
NC-002333.15	15653	14155	2902	7515	7035
NC-002333.16	1099	1895	842	1186	983
NC-002333.17	18746	419409	5821	397482	19783
NC-002333.18	146	1219	30	1553	96
NC-002333.2	156	1044	58	779	70
NC-002333.20	3297	8588	3693	4692	5198
NC-002333.22	124	548	168	550	129
NC-002333.23	940	5631	302	4348	480
NC-002333.24	66372	174884	46928	160885	46036
NC-002333.4	536993	815528	262805	834174	1273667
NC-002333.5	181	2864	71	2390	61
NC-002333.6	132	1838	57	2175	92
NC-002333.7	10322	13777	5219	28921	9605
NC-002333.8	98	392	78	375	47
NC-002333.9	563	17168	348	27153	750
NCKAP1L	1012	2081	278	3264	422
NDUFA13	2119	16267	1255	33225	3256
NDUFAF8	1117	2220	666	2733	1179
NDUFB1	4701	28999	2758	43527	6261
NDUFC1	8522	23726	3746	45517	9281
NKAPD1	2545	5937	1807	10116	4426
NPAS3	2027	1074	51	1357	10279
NPNT	3333	526	1168	1870	4092
NSUN3	359	689	251	1484	561
NUP85	3425	4438	2306	9403	4789
OSBPL8	54	7	21	65	88
OSCP1	205	1198	120	672	482
OTOP1	57	113	36	115	265
PAQR9	865	2661	34	2131	443
PAXBP1	3895	9372	1411	20507	7433
PCP4L1	4156	1330	756	6469	13231
PDCL3	1068	4738	567	7119	1028
PDE3B	2203	3305	429	7182	2206
PDPR	1992	29755	224	56901	2167
PEPD	5308	23180	1938	55012	4292
PHF21B	142	110	164	406	367
PITPNM2	366	484	22	482	212
PLA1A	349	6999	60	10069	252
PPP1CC	47	317	31	517	60
PPP2CA	18004	175815	6955	209827	19619
PRDM15	85	40	41	61	122
PRDM16	53	37	26	38	127
PRKAR2B	198	19	6	151	305
PRRC2B	363	682	193	587	785
PSMD2	1404	1160	555	939	1677
PTGR1	6702	5094	71	4786	132
PXMP4	1338	2121	754	3831	1377
PYURF	4654	8769	3408	10181	6378
R3HDM2	207	208	48	199	189
RAB21	404	860	122	1159	323
RAC1	43	152	85	259	58
RANBP2	6135	6744	4628	10568	11039
RARRES3	532	13878	14	3233	40
RASSF10	266	570	703	818	1240
RASSF5	3279	12650	227	15191	4347
RBMS1	77	59	20	57	75
RETSAT	84	14583	13	31521	72
RF00099	3	0	0	0	0
RF00213	166	28	159	49	147
RF00231	58	25	42	50	159
RF00274	30	2	81	24	55
RF00407	74	25	239	9	81
RF00412	103	375	25	297	68
RF00413	103	133	45	153	116
RF00430	251	370	67	706	220
RF00443	83	119	68	73	44
RF00494	164	40	47	20	156
RF00608	979	1349	312	2519	834
RF01190	14	38	21	130	19
RF01234	25	125	33	203	44
RF01268	263	2417	199	1591	322
RF01277	122	141	53	107	92
RHO	536	423	38	1847	692
RHOBTB3	271	965	147	1950	567
RIC1	61	112	12	165	72
RNF157	80	387	17	203	176
RNF219	30	21	17	14	28
RPL41	519819	7009237	377427	4933844	588217
RSL24D1	350	2395	132	1270	345
RYR2	54	531	2	449	66
SAMD8	6457	12961	806	19805	5100
SCYL2	1911	11440	295	10564	2668
SEC14L1	72	253	30	559	79
SEMA4D	47	159	11	131	37
SEMA4F	108	139	34	392	186
SEPT4	301	214	78	1077	266
SERP1	15970	718918	5643	202370	20231
SFMBT1	2495	5920	957	10911	2622
SH3TC1	420	3782	104	4530	345
SHC3	174	54	20	89	314
SHKBP1	118	186	47	362	153
SLC39A11	191	236	110	562	193
SLC9B2	174	1312	29	1198	513
SMARCA4	463	430	43	314	592
SMIM10	1141	3472	813	5764	3304
SMIM30	10606	64465	2724	95240	11318
SMIM36	488	236	46	245	142
SNTA1	17	19	12	214	26
SPDEF	94	299	28	1803	31
SYNPR	1754	254	5	314	1364
TAGAP	14846	10760	1023	11408	2913
TATDN3	1307	7533	536	10548	1461
TBC1D8B	1023	5514	123	6426	1405
TCF4	175	64	17	113	256
TCIM	6438	31450	798	41036	967
TENM2	711	800	192	1067	3950
TENM3	680	1840	228	3077	1793
THEM6	800	1930	104	2387	895
TIMM21	1068	2143	571	5513	1273
TIMM22	533	987	328	1579	623
TMEM102	1112	2776	379	4494	1815
TMEM14A	4035	87102	630	81903	3122
TMEM164	95	31	34	11	79
TMEM19	1538	21597	715	38081	2699
TMEM208	2791	12115	900	10714	3140
TMEM216	196	105	243	678	480
TMEM235	33	41	10	33	67
TMEM8B	486	396	65	1218	2584
TOM1L2	1350	7690	344	8657	2302
TST	1888	21572	542	40566	1591
TSTA3	10002	2561	1938	19445	8235
TTC28	363	219	117	248	712
TTC9	791	403	103	729	1471
TWF1	406	832	179	2980	427
UBE2M	4408	2696	4207	6672	10014
UBLCP1	62	79	134	533	97
USP34	86	474	28	571	157
VSTM5	51	294	23	349	187
VWDE	81	186	114	2522	177
WDR1	2094	3734	478	11381	2806
WDR7	79	287	36	289	79
WDR70	25	35	5	86	29
XKR4	1089	220	123	205	5502
XPO5	14	48	26	51	20
XRCC2	122	401	41	1431	76
ZBTB26	272	600	147	917	801
ZNF335	1801	2286	503	3308	3581
ZNF423	151	336	84	475	468
ZNF462	381	242	83	212	621
ZNF512B	486	474	13	775	281
ZXDC	1022	3016	560	5102	1801
a1cf	223	3161	0	3550	73
aaas	3780	3230	2363	5809	3773
aadat	33	109	20	96	23
aagab	5076	3703	1800	7945	7965
aak1a	165	176	34	223	80
aak1b	821	2033	224	3312	1206
aamdc	851	3268	140	7844	461
aamp	10794	41036	3104	51749	7657
aanat1	116	389	23	251	164
aar2	1244	7021	735	10841	1848
aars	18024	75960	6208	74523	29724
aars2	976	3126	331	6240	1234
aarsd1	266	1152	149	1888	372
aasdhppt	925	4527	405	4944	790
aass	7407	4370	2262	6715	6760
aatf	3667	5949	2701	7270	3425
aatka	421	1155	53	2229	714
aatkb	552	181	35	216	775
abat	1387	21948	151	19243	711
abca12	4577	1412	599	9127	18601
abca1a	1962	43689	936	37663	4308
abca1b	6446	4521	3329	7466	3209
abca2	235	3681	48	7139	187
abca3b	1063	6628	399	14766	3657
abca4a	155	216	24	135	123
abca4b	717	935	11	328	688
abca5	755	2326	365	4797	1415
abcb10	1717	5798	270	4053	1139
abcb4	437	5492	69	8684	53
abcb5	2100	562	537	3124	7112
abcb7	4991	13165	2606	20082	5387
abcb8	1685	4838	413	10549	1978
abcb9	1275	17956	634	22330	501
abcc1	1912	5564	628	10174	2202
abcc10	597	2098	353	5153	1405
abcc13	63	294	45	634	235
abcc2	683	65745	45	94231	494
abcc3	328	1160	90	1640	393
abcc4	150	626	26	2509	69
abcc5	1025	2264	129	5656	889
abcc6a	349	924	51	2630	81
abcd2	444	1450	119	762	314
abcd3a	7652	59737	830	85546	6517
abcd3b	302	997	48	1203	197
abcd4	507	3486	207	6045	614
abce1	21071	42849	8373	36365	22067
abcf1	38101	90366	26036	66327	38538
abcf2a	15737	44745	7905	34254	15364
abcg2a	113	3525	67	4951	65
abcg2c	956	9051	807	22658	2320
abcg2d	53	40	33	39	161
abhd10a	1026	2184	137	6449	1206
abhd12	1769	5619	656	9461	2552
abhd13	222	1096	68	988	244
abhd14a	220	473	153	782	311
abhd14b	922	5991	138	11818	876
abhd15a	403	1291	63	2707	377
abhd16a	5464	18577	2131	24090	12603
abhd17aa	1091	2469	574	4940	2197
abhd17ab	134	900	74	1119	175
abhd17b	2948	31181	744	29656	3322
abhd17c	2926	5306	2238	8535	8710
abhd18	1626	6832	272	11455	1447
abhd2a	1080	3300	117	4591	1147
abhd3	3029	10317	153	13103	1952
abhd4	3096	34329	156	44144	3814
abhd5b	50	282	0	442	5
abhd6a	4014	1771	4447	1362	19588
abhd8b	444	471	190	452	1376
abi1a	4474	17362	1803	13988	4927
abi1b	648	113	317	99	2431
abi2a	163	139	118	377	159
abi2b	246	674	178	1546	520
abi3a	1132	3276	158	6533	1201
abi3b	1623	404	1339	2285	2952
abi3bpb	22982	11053	345	40340	12834
abl1	234	217	85	398	235
abl2	3671	9293	872	31171	2800
ablim1a	1512	3073	215	6145	4010
ablim1b	7632	8429	1140	10630	7682
ablim3	1168	695	293	1213	1823
abraa	344	112	58	153	824
abracl	10765	46109	4917	84665	13937
abraxas2a	1140	2186	1165	4379	1279
abraxas2b	390	857	163	1468	604
abt1	1531	9178	889	7279	1184
abtb1	785	3369	129	7410	1624
abtb2a	260	1576	40	2414	909
abtb2b	1331	3265	348	9473	1434
acaa1	3198	60683	320	183767	2376
acaa2	767	28052	150	60044	568
acaca	6426	39385	188	47774	3795
acacb	420	3131	82	14283	354
acad11	955	12934	198	39682	809
acad8	1816	8157	521	14248	1860
acad9	1973	3478	676	11139	2050
acadl	2589	38147	405	93531	3805
acadm	11895	160568	1564	270454	10432
acads	1727	17569	568	46310	2793
acadsb	1065	7517	215	15038	1792
acadvl	13149	111305	3681	197713	18272
acap1	1915	15422	209	28899	578
acap2	101	260	44	454	80
acap3a	240	237	101	391	418
acap3b	359	271	45	1593	311
acat1	5729	54768	934	130870	4749
acat2	4154	12579	930	11133	3443
acbd3	3542	16350	1608	11790	5780
acbd4	153	2182	33	4418	153
acbd5a	703	45967	101	57895	1458
acbd6	1791	1859	812	3426	4087
acbd7	6227	27854	909	52725	6456
accs	983	2504	413	4072	1952
acd	945	1832	713	4272	1477
ace	1455	41386	321	69492	1405
acer1	283	99	89	517	421
ache	1234	2116	110	3411	4313
acin1a	36278	109853	22359	168796	73199
acin1b	26816	20227	9776	40644	39497
ackr3a	143	483	104	507	176
ackr3b	4931	24614	2178	31526	6609
ackr4b	722	3505	103	4449	487
aclya	8081	27942	1497	60008	10687
acmsd	570	24962	52	36083	585
aco1	601	3233	83	5228	472
aco2	25355	33874	5587	46212	40079
acod1	586	4525	765	4156	1250
acot11a	143	3712	29	7353	137
acot13	1148	1581	634	5577	1784
acot14	301	3041	1946	5292	943
acot15	1686	19212	681	42961	1095
acot16	422	14059	9	66215	126
acot18	2005	10921	281	15169	1276
acot20	176	505	99	1294	154
acot7	1298	10562	171	4077	1072
acot8	615	3683	47	7126	418
acot9.1	2199	3836	1056	7539	3083
acot9.2	42	262	52	1028	111
acox1	7896	75613	562	184542	3737
acp1	6804	17393	4048	15576	7489
acp2	284	784	42	1211	212
acp5a	703	2029	665	5277	561
acp6	2931	10914	315	9661	1247
acsbg2	14391	29896	1633	36217	20282
acsf2	5875	31439	1774	97249	6360
acsl1a	3460	2705	1053	4235	6915
acsl1b	3983	33991	1622	28304	4218
acsl2	172	89	656	122	464
acsl3a	79	30	17	76	63
acsl3b	6585	4377	2737	6871	11956
acsl4a	10592	84457	3049	65607	10636
acsl5	2173	16426	211	23715	223
acsm3	188	348	148	1580	332
acss1	3139	58747	1405	31247	1935
acss2	4998	9851	2073	18896	10269
acss3	1784	5803	823	5924	800
acta1a	5986	1674	10047	2010	22846
acta1b	18752	5695	3407	4738	30392
acta2	35533	16703	40	30111	5472
actb1	406477	1010277	134223	1050982	624880
actb2	254073	2343875	172449	3028163	534687
actc1a	5836	1458	6493	2433	9491
actc1b	80413	2128	20542	6715	127886
actc1c	1374	375	68	1107	961
actl6a	12145	6921	8245	9614	26887
actn1	12910	7675	2930	23528	15128
actn2b	92	370	34	595	138
actn3a	2466	174	421	513	4649
actn3b	2047	213	748	555	3181
actn4	3811	14347	1144	29800	3899
actr1	13483	16966	6554	27454	35079
actr10	4506	12501	1558	18653	10391
actr2a	12267	41084	4361	46708	13316
actr2b	2352	11164	882	15174	2700
actr3	821	3103	328	5911	804
actr3b	2	5560	3	7534	6
actr5	973	3569	493	7957	2275
actr6	1775	3978	1204	6977	2927
actr8	800	4718	559	8418	1507
acvr1ba	5016	5161	1229	11289	11876
acvr1bb	58	80	23	158	40
acvr1l	1283	4319	744	6207	3018
acvr2aa	4207	5397	612	10258	8916
